1990 - List of Metro Data

For explanatory notes see the Methods page on our website: www.usreligioncensus.org

Metro Area,Population,PopRank,Adherents,AdhRank,Congregations,ConRank,Adherents %,Adh% Rank,Congregations Per 10K People,Con Per 10K Rank
"Fitzgerald, GA, Micropolitan Statistical Area",16245,19,14982,791,34,863,92.2,11,21,181
"Flagstaff, AZ, Metropolitan Statistical Area",96591,579,30398,502,121,384,31.5,855,13,586
"Flint, MI, Metropolitan Statistical Area",430459,826,182431,114,316,132,42.4,701,7,834
"Florence, SC, Metropolitan Statistical Area",176195,723,102740,187,286,142,58.3,408,16,413
"Florence-Muscle Shoals, AL, Metropolitan Statistical Area",131327,663,91945,198,282,146,70.0,191,21,163
"Fond du Lac, WI, Metropolitan Statistical Area",90083,556,66721,260,107,424,74.1,129,12,624
"Forest City, NC, Micropolitan Statistical Area",56918,414,45625,358,149,302,80.2,64,26,72
"Forrest City, AR, Micropolitan Statistical Area",28497,137,17632,732,52,771,61.9,344,18,299
"Fort Collins, CO, Metropolitan Statistical Area",186136,732,69667,250,136,334,37.4,771,7,836
"Fort Dodge, IA, Micropolitan Statistical Area",40342,301,29108,517,69,654,72.2,156,17,368
"Fort Leonard Wood, MO, Micropolitan Statistical Area",41307,309,19676,680,69,656,47.6,609,17,394
"Fort Madison-Keokuk, IA-IL-MO, Micropolitan Statistical Area",67607,471,41158,392,162,277,60.9,365,24,108
"Fort Morgan, CO, Micropolitan Statistical Area",21939,68,12304,839,41,832,56.1,455,19,275
"Fort Polk South, LA, Micropolitan Statistical Area",61961,450,27981,532,79,584,45.2,655,13,570
"Fort Smith, AR-OK, Metropolitan Statistical Area",219181,751,142488,140,485,82,65.0,279,22,139
"Fort Wayne, IN, Metropolitan Statistical Area",354435,804,189686,108,371,110,53.5,499,10,700
"Frankfort, IN, Micropolitan Statistical Area",30974,173,13384,824,61,709,43.2,686,20,244
"Frankfort, KY, Micropolitan Statistical Area",58352,424,39640,405,104,437,67.9,235,18,318
"Fredericksburg, TX, Micropolitan Statistical Area",17204,27,11504,853,30,885,66.9,248,17,347
"Freeport, IL, Micropolitan Statistical Area",48052,361,28700,524,80,577,59.7,384,17,399
"Fremont, NE, Micropolitan Statistical Area",34500,217,26228,561,53,766,76.0,102,15,452
"Fremont, OH, Micropolitan Statistical Area",61963,451,31446,493,75,618,50.7,544,12,612
"Fresno, CA, Metropolitan Statistical Area",667490,856,267048,87,469,85,40.0,732,7,844
"Gadsden, AL, Metropolitan Statistical Area",99840,589,81580,224,218,198,81.7,51,22,149
"Gaffney, SC, Micropolitan Statistical Area",44506,337,32462,479,95,474,72.9,145,21,167
"Gainesville, FL, Metropolitan Statistical Area",191263,738,82596,219,195,227,43.2,687,10,708
"Gainesville, GA, Metropolitan Statistical Area",95428,575,54887,313,115,401,57.5,425,12,615
"Gainesville, TX, Micropolitan Statistical Area",30777,170,20946,649,58,737,68.1,230,19,270
"Galesburg, IL, Micropolitan Statistical Area",56393,411,23864,603,64,687,42.3,703,11,658
"Gallup, NM, Micropolitan Statistical Area",60686,443,19023,698,84,548,31.3,858,14,529
"Garden City, KS, Micropolitan Statistical Area",37097,257,19492,684,45,806,52.5,514,12,610
"Gardnerville Ranchos, NV, Micropolitan Statistical Area",27637,132,5599,903,18,912,20.3,914,7,862
"Georgetown, SC, Micropolitan Statistical Area",46302,347,26547,558,88,508,57.3,430,19,265
"Gettysburg, PA, Metropolitan Statistical Area",78274,512,41480,388,110,414,53.0,509,14,518
"Gillette, WY, Micropolitan Statistical Area",29370,145,17698,731,32,878,60.3,378,11,676
"Glasgow, KY, Micropolitan Statistical Area",42964,328,25576,572,127,365,59.5,390,30,30
"Glens Falls, NY, Metropolitan Statistical Area",118539,642,46186,356,150,299,39.0,746,13,582
"Glenwood Springs, CO, Micropolitan Statistical Area",42635,325,10591,863,51,776,24.8,897,12,620
"Gloversville, NY, Micropolitan Statistical Area",54191,396,22538,616,55,756,41.6,710,10,710
"Goldsboro, NC, Metropolitan Statistical Area",104666,603,51439,329,146,308,49.1,578,14,524
"Grand Forks, ND-MN, Metropolitan Statistical Area",103181,598,66163,263,160,281,64.1,299,16,440
"Grand Island, NE, Metropolitan Statistical Area",71884,489,48878,342,119,392,68.0,234,17,402
"Grand Junction, CO, Metropolitan Statistical Area",93145,565,35758,442,102,442,38.4,753,11,674
"Grand Rapids-Wyoming, MI, Metropolitan Statistical Area",791515,863,384453,61,678,55,48.6,588,9,786
"Grants Pass, OR, Metropolitan Statistical Area",62649,457,18432,712,58,740,29.4,869,9,757
"Grants, NM, Micropolitan Statistical Area",23794,88,12467,836,38,846,52.4,518,16,422
"Great Bend, KS, Micropolitan Statistical Area",29382,146,20873,652,58,738,71.0,178,20,243
"Great Falls, MT, Metropolitan Statistical Area",77691,507,30856,497,81,574,39.7,734,10,701
"Greeley, CO, Metropolitan Statistical Area",131821,665,56890,308,139,324,43.2,688,11,698
"Green Bay, WI, Metropolitan Statistical Area",243698,759,190275,107,210,210,78.1,87,9,782
"Greeneville, TN, Micropolitan Statistical Area",55853,407,27958,533,166,269,50.1,557,30,28
"Greenfield Town, MA, Micropolitan Statistical Area",70092,484,60205,290,89,501,85.9,26,13,576
"Greensboro-High Point, NC, Metropolitan Statistical Area",540030,840,295543,78,772,45,54.7,481,14,507
"Greensburg, IN, Micropolitan Statistical Area",23645,85,14872,795,60,719,62.9,328,25,83
"Greenville, MS, Micropolitan Statistical Area",67935,476,43996,376,76,610,64.8,283,11,662
"Greenville, NC, Metropolitan Statistical Area",107924,614,44461,370,128,362,41.2,716,12,626
"Greenville, OH, Micropolitan Statistical Area",53619,395,25095,583,91,488,46.8,620,17,378
"Greenville-Anderson-Mauldin, SC, Metropolitan Statistical Area",617349,850,395470,60,927,37,64.1,301,15,472
"Greenwood, MS, Micropolitan Statistical Area",46578,349,32157,482,97,466,69.0,211,21,188
"Greenwood, SC, Micropolitan Statistical Area",83429,537,59706,292,167,266,71.6,167,20,230
"Grenada, MS, Micropolitan Statistical Area",21555,63,14675,799,34,864,68.1,229,16,429
"Gulfport-Biloxi-Pascagoula, MS, Metropolitan Statistical Area",312368,791,191601,104,356,117,61.3,355,11,654
"Guymon, OK, Micropolitan Statistical Area",16419,21,14107,815,51,773,85.9,25,31,18
"Hagerstown-Martinsburg, MD-WV, Metropolitan Statistical Area",180646,729,79235,231,259,166,43.9,679,14,506
"Hailey, ID, Micropolitan Statistical Area",17587,30,5780,901,31,883,32.9,840,18,337
"Hammond, LA, Metropolitan Statistical Area",85709,545,49335,338,121,383,57.6,423,14,515
"Hanford-Corcoran, CA, Metropolitan Statistical Area",101469,593,30918,496,87,522,30.5,864,9,785
"Hannibal, MO, Micropolitan Statistical Area",36158,243,25213,580,89,503,69.7,198,25,99
"Harrisburg-Carlisle, PA, Metropolitan Statistical Area",474242,833,265376,88,622,65,56.0,457,13,558
"Harrison, AR, Micropolitan Statistical Area",35963,241,18152,720,108,423,50.5,550,30,27
"Harrisonburg, VA, Metropolitan Statistical Area",88189,552,41979,384,187,237,47.6,611,21,169
"Hartford-West Hartford-East Hartford, CT, Metropolitan Statistical Area",1123678,879,696870,31,643,60,62.0,341,6,882
"Hastings, NE, Micropolitan Statistical Area",29625,148,21258,646,44,813,71.8,164,15,480
"Hattiesburg, MS, Metropolitan Statistical Area",109603,620,78290,233,204,216,71.4,170,19,280
"Hays, KS, Micropolitan Statistical Area",26004,109,19275,689,31,884,74.1,127,12,622
"Heber, UT, Micropolitan Statistical Area",10089,2,8778,887,20,908,87.0,22,20,239
"Helena, MT, Micropolitan Statistical Area",55434,404,21756,638,70,648,39.2,741,13,583
"Helena-West Helena, AR, Micropolitan Statistical Area",28838,142,19279,688,44,815,66.9,249,15,460
"Henderson, NC, Micropolitan Statistical Area",38892,283,25929,565,77,602,66.7,251,20,240
"Hereford, TX, Micropolitan Statistical Area",19153,45,16172,766,29,892,84.4,35,15,465
"Hermiston-Pendleton, OR, Micropolitan Statistical Area",66874,470,24385,593,118,394,36.5,788,18,336
"Hickory-Lenoir-Morganton, NC, Metropolitan Statistical Area",292409,782,204032,101,569,76,69.8,197,19,253
"Hillsdale, MI, Micropolitan Statistical Area",43431,332,10163,869,63,697,23.4,904,15,494
"Hilo, HI, Micropolitan Statistical Area",120317,649,48900,341,156,286,40.6,723,13,563
"Hilton Head Island-Bluffton-Beaufort, SC, Metropolitan Statistical Area",101912,595,43383,379,97,462,42.6,698,10,743
"Hinesville, GA, Metropolitan Statistical Area",58947,428,20854,654,39,843,35.4,803,7,859
"Hobbs, NM, Micropolitan Statistical Area",55765,406,43996,375,97,461,78.9,76,17,353
"Holland, MI, Micropolitan Statistical Area",90509,558,47504,350,140,322,52.5,516,15,444
"Homosassa Springs, FL, Metropolitan Statistical Area",93515,567,37554,424,75,617,40.2,730,8,807
"Hood River, OR, Micropolitan Statistical Area",16903,25,5617,902,32,877,33.2,835,19,267
"Hot Springs, AR, Metropolitan Statistical Area",73397,494,41368,390,106,431,56.4,451,14,500
"Houghton, MI, Micropolitan Statistical Area",37147,258,15738,776,63,693,42.4,702,17,379
"Houma-Thibodaux, LA, Metropolitan Statistical Area",182842,731,124770,157,99,455,68.2,225,5,893
"Houston-The Woodlands-Sugar Land, TX, Metropolitan Statistical Area",3750963,908,2136531,8,2175,10,57.0,435,6,879
"Hudson, NY, Micropolitan Statistical Area",62982,458,24098,597,80,582,38.3,756,13,574
"Huntingdon, PA, Micropolitan Statistical Area",44164,336,19573,682,128,363,44.3,668,29,34
"Huntington, IN, Micropolitan Statistical Area",35427,235,19621,681,74,624,55.4,466,21,184
"Huntington-Ashland, WV-KY-OH, Metropolitan Statistical Area",352406,803,142288,141,618,66,40.4,727,18,341
"Huntsville, AL, Metropolitan Statistical Area",293047,783,175344,119,395,104,59.8,383,13,545
"Huntsville, TX, Micropolitan Statistical Area",62362,455,31829,486,85,541,51.0,539,14,537
"Huron, SD, Micropolitan Statistical Area",18253,37,13083,828,45,802,71.7,165,25,98
"Hutchinson, KS, Micropolitan Statistical Area",62389,456,34388,461,98,458,55.1,470,16,433
"Hutchinson, MN, Micropolitan Statistical Area",32030,189,28923,519,46,792,90.3,13,14,504
"Idaho Falls, ID, Metropolitan Statistical Area",91668,563,69797,248,155,294,76.1,101,17,380
"Indiana, PA, Micropolitan Statistical Area",89994,555,44806,365,182,246,49.8,565,20,220
"Indianapolis-Carmel-Anderson, IN, Metropolitan Statistical Area",1424886,885,613602,39,1263,27,43.1,690,9,771
"Indianola, MS, Micropolitan Statistical Area",32867,193,20096,669,56,751,61.1,359,17,373
"Ionia, MI, Micropolitan Statistical Area",57024,415,19951,672,61,712,35.0,812,11,688
"Iowa City, IA, Metropolitan Statistical Area",115731,634,47207,351,125,373,40.8,721,11,682
"Iron Mountain, MI-WI, Micropolitan Statistical Area",31421,178,17805,729,44,817,56.7,442,14,520
"Ithaca, NY, Metropolitan Statistical Area",94097,569,26102,563,64,685,27.7,884,7,850
"Jackson, MI, Metropolitan Statistical Area",149756,694,59486,294,114,404,39.7,733,8,820
"Jackson, MS, Metropolitan Statistical Area",472447,832,323773,69,615,67,68.5,220,13,561
"Jackson, OH, Micropolitan Statistical Area",30230,157,9605,878,68,663,31.8,853,22,133
"Jackson, TN, Metropolitan Statistical Area",104179,601,74796,239,196,223,71.8,162,19,271
"Jackson, WY-ID, Micropolitan Statistical Area",14611,14,5339,906,22,907,36.5,786,15,468
"Jacksonville, FL, Metropolitan Statistical Area",925213,872,463069,53,707,50,50.1,558,8,818
"Jacksonville, IL, Micropolitan Statistical Area",42041,315,26667,553,93,478,63.4,318,22,140
"Jacksonville, NC, Metropolitan Statistical Area",149838,695,50298,333,102,440,33.6,833,7,849
"Jacksonville, TX, Micropolitan Statistical Area",41049,307,26560,556,98,456,64.7,284,24,111
"Jamestown, ND, Micropolitan Statistical Area",22241,71,16401,762,49,781,73.7,133,22,143
"Jamestown-Dunkirk-Fredonia, NY, Micropolitan Statistical Area",141895,681,79962,227,188,235,56.4,452,13,554
"Janesville-Beloit, WI, Metropolitan Statistical Area",139510,678,85803,211,138,327,61.5,352,10,724
"Jasper, IN, Micropolitan Statistical Area",49125,374,31558,491,81,573,64.2,294,16,406
"Jefferson City, MO, Metropolitan Statistical Area",120704,651,84128,212,218,197,69.7,199,18,308
"Jefferson, GA, Micropolitan Statistical Area",30005,154,14420,809,61,708,48.1,601,20,212
"Jesup, GA, Micropolitan Statistical Area",22356,73,16724,753,56,752,74.8,119,25,88
"Johnson City, TN, Metropolitan Statistical Area",160369,711,95636,195,339,120,59.6,386,21,173
"Johnstown, PA, Metropolitan Statistical Area",163029,716,128785,153,278,150,79.0,74,17,372
"Jonesboro, AR, Metropolitan Statistical Area",93620,568,65121,266,227,192,69.6,202,24,106
"Joplin, MO, Metropolitan Statistical Area",134910,670,82058,221,273,154,60.8,369,20,219
"Junction City, KS, Micropolitan Statistical Area",30453,161,14106,816,33,870,46.3,634,11,680
"Juneau, AK, Micropolitan Statistical Area",26751,118,8405,889,34,868,31.4,857,13,573
"Kahului-Wailuku-Lahaina, HI, Metropolitan Statistical Area",100504,591,36369,434,109,418,36.2,792,11,678
"Kalamazoo-Portage, MI, Metropolitan Statistical Area",293471,784,105908,181,249,168,36.1,795,8,791
"Kalispell, MT, Micropolitan Statistical Area",59218,430,22171,626,79,587,37.4,770,13,550
"Kankakee, IL, Metropolitan Statistical Area",96255,578,52692,325,106,430,54.7,480,11,670
"Kansas City, MO-KS, Metropolitan Statistical Area",1614534,893,821247,30,1528,21,50.9,542,9,748
"Kapaa, HI, Micropolitan Statistical Area",51177,388,17051,744,59,732,33.3,834,12,647
"Kearney, NE, Micropolitan Statistical Area",44076,335,27403,545,86,524,62.2,339,20,247
"Keene, NH, Micropolitan Statistical Area",70121,485,23197,610,86,526,33.1,838,12,602
"Kendallville, IN, Micropolitan Statistical Area",37877,266,14441,807,65,676,38.1,758,17,362
"Kennett, MO, Micropolitan Statistical Area",33112,196,20386,659,88,513,61.6,350,27,62
"Kennewick-Richland, WA, Metropolitan Statistical Area",150033,696,67618,257,174,257,45.1,658,12,643
"Kerrville, TX, Micropolitan Statistical Area",36304,245,17916,726,43,820,49.3,572,12,627
"Ketchikan, AK, Micropolitan Statistical Area",13828,9,4682,910,30,887,33.9,829,22,157
"Key West, FL, Micropolitan Statistical Area",78024,509,27220,549,60,721,34.9,814,8,815
"Kill Devil Hills, NC, Micropolitan Statistical Area",26602,115,11831,850,65,677,44.5,663,24,104
"Killeen-Temple, TX, Metropolitan Statistical Area",268822,772,135554,147,271,157,50.4,552,10,715
"Kingsport-Bristol-Bristol, TN-VA, Metropolitan Statistical Area",275678,776,155466,131,636,63,56.4,449,23,120
"Kingston, NY, Metropolitan Statistical Area",165304,717,86111,210,159,284,52.1,521,10,738
"Kingsville, TX, Micropolitan Statistical Area",30734,168,25315,574,39,840,82.4,46,13,579
"Kinston, NC, Micropolitan Statistical Area",57274,417,34755,455,105,433,60.7,372,18,292
"Kirksville, MO, Micropolitan Statistical Area",28813,140,12801,832,58,734,44.4,667,20,227
"Klamath Falls, OR, Micropolitan Statistical Area",57702,421,18723,706,71,642,32.4,845,12,599
"Knoxville, TN, Metropolitan Statistical Area",651618,852,449786,55,1114,32,69.0,213,17,369
"Kokomo, IN, Metropolitan Statistical Area",80827,526,35924,438,109,419,44.4,666,13,544
"La Crosse-Onalaska, WI-MN, Metropolitan Statistical Area",116401,638,73034,241,115,402,62.7,330,10,726
"La Grande, OR, Micropolitan Statistical Area",23598,83,7956,894,44,812,33.7,831,19,278
"Laconia, NH, Micropolitan Statistical Area",49216,376,21676,639,61,711,44.0,677,12,595
"Lafayette, LA, Metropolitan Statistical Area",382974,813,318740,71,227,193,83.2,40,6,875
"Lafayette-West Lafayette, IN, Metropolitan Statistical Area",158848,708,59663,293,174,258,37.6,768,11,672
"LaGrange, GA, Micropolitan Statistical Area",55536,405,38276,416,111,412,68.9,216,20,231
"Lake Charles, LA, Metropolitan Statistical Area",177394,725,134621,148,167,268,75.9,105,9,751
"Lake City, FL, Micropolitan Statistical Area",42613,324,20227,662,71,640,47.5,613,17,398
"Lake Havasu City-Kingman, AZ, Metropolitan Statistical Area",93497,566,24048,599,74,619,25.7,892,8,811
"Lakeland-Winter Haven, FL, Metropolitan Statistical Area",405382,822,191721,103,383,108,47.3,614,9,750
"Lamesa, TX, Micropolitan Statistical Area",14349,13,14391,811,39,839,100.3,3,27,51
"Lancaster, PA, Metropolitan Statistical Area",422822,825,213327,97,589,74,50.5,551,14,525
"Lansing-East Lansing, MI, Metropolitan Statistical Area",432674,827,159805,125,329,126,36.9,779,8,821
"Laramie, WY, Micropolitan Statistical Area",30797,171,9843,875,34,867,32.0,852,11,669
"Laredo, TX, Metropolitan Statistical Area",133239,667,107333,178,60,722,80.6,59,5,911
"Las Cruces, NM, Metropolitan Statistical Area",135510,671,79464,229,120,389,58.6,400,9,772
"Las Vegas, NM, Micropolitan Statistical Area",25743,107,15639,782,48,782,60.8,371,19,277
"Las Vegas-Henderson-Paradise, NV, Metropolitan Statistical Area",741459,860,265293,89,303,136,35.8,798,4,913
"Laurel, MS, Micropolitan Statistical Area",79145,517,64027,271,214,200,80.9,57,27,52
"Laurinburg, NC, Micropolitan Statistical Area",33754,202,21616,640,70,649,64.0,302,21,195
"Lawrence, KS, Metropolitan Statistical Area",81798,529,26582,555,75,614,32.5,844,9,759
"Lawrenceburg, TN, Micropolitan Statistical Area",35303,231,22662,613,125,374,64.2,296,35,4
"Lawton, OK, Metropolitan Statistical Area",118137,640,82940,217,171,260,70.2,187,14,495
"Lebanon, MO, Micropolitan Statistical Area",27158,123,14084,817,66,669,51.9,528,24,105
"Lebanon, PA, Metropolitan Statistical Area",113744,632,60528,289,156,285,53.2,503,14,532
"Levelland, TX, Micropolitan Statistical Area",24199,92,18285,716,47,789,75.6,109,19,255
"Lewisburg, PA, Micropolitan Statistical Area",36176,244,15449,786,64,683,42.7,696,18,330
"Lewisburg, TN, Micropolitan Statistical Area",21539,62,12261,841,70,646,56.9,436,32,8
"Lewiston, ID-WA, Metropolitan Statistical Area",51359,389,17857,727,61,716,34.8,815,12,625
"Lewiston-Auburn, ME, Metropolitan Statistical Area",105259,606,46620,354,71,639,44.3,669,7,854
"Lewistown, PA, Micropolitan Statistical Area",46197,346,25887,566,113,405,56.0,456,24,101
"Lexington, NE, Micropolitan Statistical Area",21868,66,15812,773,56,748,72.3,154,26,79
"Lexington-Fayette, KY, Metropolitan Statistical Area",348428,802,193034,102,386,106,55.4,464,11,668
"Liberal, KS, Micropolitan Statistical Area",18743,40,9043,885,24,903,48.2,596,13,568
"Lima, OH, Metropolitan Statistical Area",109755,621,54193,317,135,335,49.4,571,12,600
"Lincoln, IL, Micropolitan Statistical Area",30798,172,18028,722,55,757,58.5,403,18,317
"Lincoln, NE, Metropolitan Statistical Area",229091,754,123083,160,214,201,53.7,498,9,754
"Little Rock-North Little Rock-Conway, AR, Metropolitan Statistical Area",535034,839,318753,70,671,56,59.6,387,13,585
"Lock Haven, PA, Micropolitan Statistical Area",37182,259,15877,771,78,592,42.7,697,21,180
"Logan, UT-ID, Metropolitan Statistical Area",79415,518,70984,244,198,221,89.4,16,25,92
"Logan, WV, Micropolitan Statistical Area",43032,329,11914,849,119,391,27.7,885,28,48
"Logansport, IN, Micropolitan Statistical Area",38413,272,19224,691,71,641,50.0,559,18,285
"London, KY, Micropolitan Statistical Area",106440,607,64519,269,261,163,60.6,374,25,100
"Longview, TX, Metropolitan Statistical Area",180053,728,134526,149,329,127,74.7,122,18,297
"Longview, WA, Metropolitan Statistical Area",82119,531,27776,539,79,585,33.8,830,10,737
"Los Alamos, NM, Micropolitan Statistical Area",18115,36,14444,806,28,893,79.7,68,15,445
"Los Angeles-Long Beach-Anaheim, CA, Metropolitan Statistical Area",11273720,916,5847395,2,4395,2,51.9,527,4,915
"Louisville/Jefferson County, KY-IN, Metropolitan Statistical Area",1023084,875,641884,34,1170,30,62.7,331,11,650
"Lubbock, TX, Metropolitan Statistical Area",236698,756,158363,126,271,156,66.9,247,11,649
"Ludington, MI, Micropolitan Statistical Area",25537,103,11290,855,38,847,44.2,670,15,479
"Lufkin, TX, Micropolitan Statistical Area",69884,483,47756,348,117,396,68.3,223,17,392
"Lumberton, NC, Micropolitan Statistical Area",105179,605,59858,291,219,196,56.9,438,21,189
"Lynchburg, VA, Metropolitan Statistical Area",206226,744,122803,161,364,115,59.5,389,18,335
"Macomb, IL, Micropolitan Statistical Area",35244,229,14609,800,63,694,41.5,713,18,316
"Macon, GA, Metropolitan Statistical Area",206616,745,125740,156,241,176,60.9,366,12,639
"Madera, CA, Metropolitan Statistical Area",88090,551,25239,579,82,561,28.7,874,9,755
"Madison, IN, Micropolitan Statistical Area",29797,152,14838,796,68,660,49.8,564,23,125
"Madison, WI, Metropolitan Statistical Area",462662,831,268743,86,397,103,58.1,413,9,784
"Madisonville, KY, Micropolitan Statistical Area",46126,345,27867,535,95,471,60.4,375,21,200
"Magnolia, AR, Micropolitan Statistical Area",25691,106,19007,699,69,657,74.0,130,27,56
"Malone, NY, Micropolitan Statistical Area",46540,348,32200,481,66,673,69.2,207,14,512
"Malvern, AR, Micropolitan Statistical Area",26115,111,9156,884,52,770,35.1,811,20,238
"Manchester-Nashua, NH, Metropolitan Statistical Area",336073,796,155723,130,155,290,46.3,632,5,907
"Manhattan, KS, Metropolitan Statistical Area",83267,536,30403,501,84,551,36.5,787,10,714
"Manitowoc, WI, Micropolitan Statistical Area",80421,525,66420,261,85,536,82.6,43,11,697
"Mankato-North Mankato, MN, Metropolitan Statistical Area",82120,532,54250,316,100,448,66.1,264,12,606
"Mansfield, OH, Metropolitan Statistical Area",126137,659,50985,331,147,305,40.4,726,12,641
"Marietta, OH, Micropolitan Statistical Area",62254,453,27111,550,129,356,43.5,683,21,196
"Marinette, WI-MI, Micropolitan Statistical Area",65468,465,41395,389,97,463,63.2,322,15,484
"Marion, IN, Micropolitan Statistical Area",74169,496,31504,492,127,367,42.5,700,17,366
"Marion, NC, Micropolitan Statistical Area",35681,238,21250,647,104,436,59.6,388,29,32
"Marion, OH, Micropolitan Statistical Area",64274,462,28065,531,80,578,43.7,680,12,589
"Marquette, MI, Micropolitan Statistical Area",70887,488,32745,474,83,557,46.2,638,12,635
"Marshall, MN, Micropolitan Statistical Area",24789,96,18731,705,46,798,75.6,108,19,282
"Marshall, MO, Micropolitan Statistical Area",23523,81,16258,765,72,633,69.1,209,31,20
"Marshall, TX, Micropolitan Statistical Area",57483,418,35427,446,86,532,61.6,347,15,478
"Marshalltown, IA, Micropolitan Statistical Area",38276,268,22062,630,63,699,57.6,421,16,407
"Martin, TN, Micropolitan Statistical Area",31972,188,22038,631,117,397,68.9,215,37,2
"Martinsville, VA, Micropolitan Statistical Area",73104,492,39873,403,130,355,54.5,484,18,322
"Maryville, MO, Micropolitan Statistical Area",21709,65,12328,838,44,809,56.8,441,20,216
"Mason City, IA, Micropolitan Statistical Area",54724,399,36165,437,82,563,66.1,263,15,477
"Mayfield, KY, Micropolitan Statistical Area",33550,199,28295,529,107,425,84.3,37,32,15
"Maysville, KY, Micropolitan Statistical Area",16666,23,13035,830,54,760,78.2,84,32,9
"McAlester, OK, Micropolitan Statistical Area",40581,304,30355,505,124,377,74.8,120,31,21
"McAllen-Edinburg-Mission, TX, Metropolitan Statistical Area",383545,814,360833,65,277,151,94.1,9,7,840
"McComb, MS, Micropolitan Statistical Area",50210,381,37241,428,113,406,74.2,126,23,132
"McMinnville, TN, Micropolitan Statistical Area",32992,194,18904,702,116,400,57.3,431,35,5
"McPherson, KS, Micropolitan Statistical Area",27268,124,18981,700,59,730,69.6,201,22,158
"Meadville, PA, Micropolitan Statistical Area",86169,547,38848,412,168,265,45.1,656,19,250
"Medford, OR, Metropolitan Statistical Area",146389,684,48636,343,139,325,33.2,836,9,746
"Memphis, TN-MS-AR, Metropolitan Statistical Area",1075309,877,634285,35,969,35,59.0,398,9,763
"Menomonie, WI, Micropolitan Statistical Area",35909,240,22470,617,63,698,62.6,334,18,340
"Merced, CA, Metropolitan Statistical Area",178403,726,60694,287,134,341,34.0,824,8,825
"Meridian, MS, Micropolitan Statistical Area",103224,599,82015,222,283,145,79.5,70,27,50
"Merrill, WI, Micropolitan Statistical Area",26993,122,19264,690,39,844,71.4,171,14,499
"Mexico, MO, Micropolitan Statistical Area",23599,84,17018,745,60,725,72.1,158,25,82
"Miami, OK, Micropolitan Statistical Area",30561,164,25303,575,85,539,82.8,42,28,44
"Miami-Fort Lauderdale-West Palm Beach, FL, Metropolitan Statistical Area",4056100,910,1895691,10,1535,20,46.7,623,4,916
"Michigan City-La Porte, IN, Metropolitan Statistical Area",107066,611,47187,352,105,432,44.1,676,10,731
"Middlesborough, KY, Micropolitan Statistical Area",31506,180,20758,657,91,491,65.9,268,29,36
"Midland, MI, Metropolitan Statistical Area",75651,500,38239,417,81,570,50.5,547,11,686
"Midland, TX, Metropolitan Statistical Area",111567,627,78130,234,110,416,70.0,190,10,728
"Milledgeville, GA, Micropolitan Statistical Area",48438,367,25022,585,70,645,51.7,531,14,498
"Milwaukee-Waukesha-West Allis, WI, Metropolitan Statistical Area",1432149,886,876882,24,824,43,61.2,358,6,881
"Mineral Wells, TX, Micropolitan Statistical Area",25055,97,17362,736,66,672,69.3,205,26,70
"Minneapolis-St. Paul-Bloomington, MN-WI, Metropolitan Statistical Area",2595109,905,1542443,14,1730,14,59.4,391,7,855
"Minot, ND, Micropolitan Statistical Area",67609,472,42858,380,146,309,63.4,319,22,161
"Missoula, MT, Metropolitan Statistical Area",78687,516,23994,600,70,647,30.5,862,9,769
"Mitchell, SD, Micropolitan Statistical Area",20497,54,16855,749,46,801,82.2,48,22,135
"Moberly, MO, Micropolitan Statistical Area",24370,94,15861,772,56,747,65.1,276,23,121
"Mobile, AL, Metropolitan Statistical Area",378643,812,263315,91,388,105,69.5,203,10,706
"Modesto, CA, Metropolitan Statistical Area",370522,810,139238,142,250,167,37.6,767,7,852
"Monroe, LA, Metropolitan Statistical Area",162881,715,112526,173,234,183,69.1,210,14,503
"Monroe, MI, Metropolitan Statistical Area",133600,668,82215,220,117,398,61.5,351,9,779
"Montgomery, AL, Metropolitan Statistical Area",305175,788,225588,96,468,86,73.9,131,15,455
"Montrose, CO, Micropolitan Statistical Area",24423,95,10779,861,41,833,44.1,673,17,389
"Morehead City, NC, Micropolitan Statistical Area",52556,394,24590,589,90,495,46.8,621,17,365
"Morgan City, LA, Micropolitan Statistical Area",58086,423,45587,360,59,727,78.5,79,10,709
"Morgantown, WV, Metropolitan Statistical Area",104546,602,35756,443,231,186,34.2,821,22,142
"Morristown, TN, Metropolitan Statistical Area",83496,538,55076,312,191,231,66.0,266,23,123
"Moscow, ID, Micropolitan Statistical Area",30617,166,9930,872,44,810,32.4,846,14,502
"Moses Lake, WA, Micropolitan Statistical Area",54758,401,24934,586,111,411,45.5,650,20,215
"Moultrie, GA, Micropolitan Statistical Area",36645,248,29468,514,81,565,80.4,61,22,141
"Mount Airy, NC, Micropolitan Statistical Area",61704,449,33597,468,163,275,54.4,486,26,67
"Mount Pleasant, MI, Micropolitan Statistical Area",54624,397,19099,695,53,768,35.0,813,10,733
"Mount Pleasant, TX, Micropolitan Statistical Area",24009,91,16767,752,47,791,69.8,196,20,245
"Mount Sterling, KY, Micropolitan Statistical Area",34345,210,13431,822,91,487,39.1,743,26,65
"Mount Vernon, IL, Micropolitan Statistical Area",37020,256,22461,618,87,519,60.7,373,24,113
"Mount Vernon, OH, Micropolitan Statistical Area",47473,354,19729,677,91,493,41.6,712,19,261
"Mount Vernon-Anacortes, WA, Metropolitan Statistical Area",79555,519,28766,522,97,459,36.2,793,12,605
