1990 - List of Metro Data

For explanatory notes see the Methods page on our website: www.usreligioncensus.org

Metro Area,Population,PopRank,Adherents,AdhRank,Congregations,ConRank,Adherents %,Adh% Rank,Congregations Per 10K People,Con Per 10K Rank
"Ardmore, OK, Micropolitan Statistical Area",42919,327,37046,429,92,484,86.3,24,21,165
"Arkadelphia, AR, Micropolitan Statistical Area",21437,60,15673,778,73,626,73.1,142,34,6
"Arkansas City-Winfield, KS, Micropolitan Statistical Area",36915,253,21200,648,72,630,57.4,426,20,248
"Asheville, NC, Metropolitan Statistical Area",308001,789,207036,99,614,68,67.2,244,20,236
"Ashland, OH, Micropolitan Statistical Area",47507,355,21780,637,86,528,45.8,643,18,304
"Ashtabula, OH, Micropolitan Statistical Area",99821,588,45620,359,128,360,45.7,646,13,567
"Astoria, OR, Micropolitan Statistical Area",33301,198,8063,892,48,784,24.2,901,14,501
"Atchison, KS, Micropolitan Statistical Area",16932,26,10676,862,33,871,63.1,325,19,251
"Athens, OH, Micropolitan Statistical Area",59549,436,13417,823,94,475,22.5,908,16,428
"Athens, TN, Micropolitan Statistical Area",42383,321,34763,454,129,359,82.0,50,30,24
"Athens, TX, Micropolitan Statistical Area",58543,425,28106,530,103,439,48.0,603,18,338
"Athens-Clarke County, GA, Metropolitan Statistical Area",136025,673,63075,274,155,289,46.4,631,11,655
"Atlanta-Sandy Springs-Roswell, GA, Metropolitan Statistical Area",3082308,906,1662219,12,2530,7,53.9,494,8,804
"Atlantic City-Hammonton, NJ, Metropolitan Statistical Area",224327,752,113736,172,146,310,50.7,546,7,863
"Auburn, IN, Micropolitan Statistical Area",35324,232,15603,783,61,707,44.2,671,17,358
"Auburn, NY, Micropolitan Statistical Area",82313,534,35491,444,100,450,43.1,689,12,609
"Auburn-Opelika, AL, Metropolitan Statistical Area",87146,549,56111,309,106,429,64.4,289,12,607
"Augusta-Richmond County, GA-SC, Metropolitan Statistical Area",443205,830,264430,90,513,77,59.7,385,12,646
"Augusta-Waterville, ME, Micropolitan Statistical Area",115904,636,49846,336,116,399,43.0,691,10,722
"Austin, MN, Micropolitan Statistical Area",37385,261,28532,527,60,718,76.3,99,16,419
"Austin-Round Rock, TX, Metropolitan Statistical Area",846227,870,403660,59,639,61,47.7,607,8,822
"Bainbridge, GA, Micropolitan Statistical Area",25511,101,15590,784,53,765,61.1,360,21,192
"Bakersfield, CA, Metropolitan Statistical Area",543477,842,190667,106,433,93,35.1,809,8,810
"Baltimore-Columbia-Towson, MD, Metropolitan Statistical Area",2382172,899,1096218,17,1436,22,46.0,641,6,873
"Bangor, ME, Metropolitan Statistical Area",146601,686,45421,362,131,352,31.0,860,9,766
"Baraboo, WI, Micropolitan Statistical Area",46975,352,34309,462,79,590,73.0,144,17,387
"Bardstown, KY, Micropolitan Statistical Area",29710,151,20872,653,56,750,70.3,185,19,269
"Barnstable Town, MA, Metropolitan Statistical Area",186605,733,119830,164,129,357,64.2,295,7,846
"Barre, VT, Micropolitan Statistical Area",54928,402,22415,620,75,615,40.8,720,14,536
"Bartlesville, OK, Micropolitan Statistical Area",48066,363,40017,402,70,650,83.3,39,15,491
"Bastrop, LA, Micropolitan Statistical Area",31938,187,20786,656,67,666,65.1,277,21,179
"Batavia, NY, Micropolitan Statistical Area",60060,438,39260,408,73,627,65.4,274,12,608
"Batesville, AR, Micropolitan Statistical Area",31192,176,19152,694,95,473,61.4,353,30,23
"Baton Rouge, LA, Metropolitan Statistical Area",623853,851,436369,56,476,84,69.9,193,8,819
"Battle Creek, MI, Metropolitan Statistical Area",135982,672,52105,327,137,328,38.3,755,10,716
"Bay City, MI, Metropolitan Statistical Area",111723,628,74064,240,93,482,66.3,260,8,797
"Bay City, TX, Micropolitan Statistical Area",36928,254,27590,543,64,684,74.7,123,17,356
"Beatrice, NE, Micropolitan Statistical Area",22794,75,17991,723,61,715,78.9,75,27,59
"Beaumont-Port Arthur, TX, Metropolitan Statistical Area",374795,811,283626,84,401,102,75.7,107,11,687
"Beaver Dam, WI, Micropolitan Statistical Area",76559,504,49081,340,99,452,64.1,300,13,566
"Beckley, WV, Metropolitan Statistical Area",124771,657,44408,373,274,152,35.6,801,22,146
"Bedford, IN, Micropolitan Statistical Area",42836,326,19881,675,86,530,46.4,630,20,229
"Beeville, TX, Micropolitan Statistical Area",25135,98,16167,767,44,818,64.3,290,18,343
"Bellefontaine, OH, Micropolitan Statistical Area",42310,320,18423,713,70,651,43.5,684,17,403
"Bellingham, WA, Metropolitan Statistical Area",127780,661,36414,432,120,386,28.5,877,9,752
"Bemidji, MN, Micropolitan Statistical Area",34384,213,16531,759,58,741,48.1,600,17,381
"Bend-Redmond, OR, Metropolitan Statistical Area",74958,498,18161,719,77,607,24.2,900,10,705
"Bennettsville, SC, Micropolitan Statistical Area",29361,144,20906,651,78,597,71.2,175,27,63
"Bennington, VT, Micropolitan Statistical Area",35845,239,15807,774,47,787,44.1,675,13,559
"Berlin, NH-VT, Micropolitan Statistical Area",41233,308,18422,714,70,652,44.7,661,17,377
"Big Rapids, MI, Micropolitan Statistical Area",37308,260,12140,844,51,774,32.5,842,14,535
"Big Spring, TX, Micropolitan Statistical Area",33790,203,27497,544,65,675,81.4,54,19,260
"Big Stone Gap, VA, Micropolitan Statistical Area",61440,447,19710,678,164,273,32.1,850,27,60
"Billings, MT, Metropolitan Statistical Area",122411,653,57029,307,153,296,46.6,627,12,588
"Binghamton, NY, Metropolitan Statistical Area",264497,768,134191,150,231,185,50.7,545,9,780
"Birmingham-Hoover, AL, Metropolitan Statistical Area",956844,873,684711,32,1640,17,71.6,169,17,364
"Bismarck, ND, Metropolitan Statistical Area",89973,554,67060,258,125,372,74.5,124,14,528
"Blackfoot, ID, Micropolitan Statistical Area",37583,262,27598,542,78,595,73.4,138,21,194
"Blacksburg-Christiansburg-Radford, VA, Metropolitan Statistical Area",152720,701,57693,304,332,124,37.8,762,22,154
"Bloomington, IL, Metropolitan Statistical Area",145696,683,72089,242,171,261,49.5,570,12,632
"Bloomington, IN, Metropolitan Statistical Area",126259,660,44292,374,150,300,35.1,810,12,623
"Bloomsburg-Berwick, PA, Metropolitan Statistical Area",80937,527,43808,378,150,301,54.1,489,19,284
"Bluefield, WV-VA, Micropolitan Statistical Area",110940,623,51271,330,298,140,46.2,636,27,55
"Blytheville, AR, Micropolitan Statistical Area",57525,420,40366,399,126,370,70.2,188,22,148
"Bogalusa, LA, Micropolitan Statistical Area",43185,331,28942,518,78,593,67.0,246,18,307
"Boise City, ID, Metropolitan Statistical Area",319596,793,136586,145,363,116,42.7,695,11,657
"Boone, IA, Micropolitan Statistical Area",25186,99,14584,802,49,780,57.9,416,19,254
"Boone, NC, Micropolitan Statistical Area",36952,255,18785,704,86,533,50.8,543,23,117
"Borger, TX, Micropolitan Statistical Area",25689,105,21311,645,46,797,83.0,41,18,315
"Boston-Cambridge-Newton, MA-NH, Metropolitan Statistical Area",4133895,911,2750593,5,2093,12,66.5,255,5,901
"Boulder, CO, Metropolitan Statistical Area",225339,753,83838,214,152,297,37.2,775,7,853
"Bowling Green, KY, Metropolitan Statistical Area",112903,631,66805,259,265,161,59.2,395,23,115
"Bozeman, MT, Micropolitan Statistical Area",50463,382,19153,693,64,689,38.0,760,13,580
"Bradford, PA, Micropolitan Statistical Area",47131,353,22156,627,86,527,47.0,617,18,300
"Brainerd, MN, Micropolitan Statistical Area",66040,468,36401,433,113,407,55.1,469,17,367
"Branson, MO, Micropolitan Statistical Area",44639,340,16820,751,93,481,37.7,764,21,186
"Breckenridge, CO, Micropolitan Statistical Area",12881,6,2706,917,11,916,21.0,911,9,788
"Bremerton-Silverdale, WA, Metropolitan Statistical Area",189731,737,54353,315,130,353,28.6,875,7,848
"Brenham, TX, Micropolitan Statistical Area",26154,112,17964,724,44,816,68.7,218,17,386
"Brevard, NC, Micropolitan Statistical Area",25520,102,15335,788,55,753,60.1,381,22,162
"Bridgeport-Stamford-Norwalk, CT, Metropolitan Statistical Area",827645,868,545988,43,452,88,66.0,265,5,890
"Brookhaven, MS, Micropolitan Statistical Area",30278,159,28383,528,86,523,93.7,10,28,42
"Brookings, OR, Micropolitan Statistical Area",19327,47,4528,911,30,888,23.4,903,16,438
"Brookings, SD, Micropolitan Statistical Area",25207,100,15996,769,44,807,63.5,317,17,345
"Brownsville-Harlingen, TX, Metropolitan Statistical Area",260120,767,248470,94,195,226,95.5,7,7,826
"Brownwood, TX, Micropolitan Statistical Area",34371,212,25107,582,68,661,73.0,143,20,241
"Brunswick, GA, Metropolitan Statistical Area",82207,533,45301,363,135,336,55.1,471,16,408
"Bucyrus, OH, Micropolitan Statistical Area",47870,359,24816,588,91,489,51.8,530,19,264
"Buffalo-Cheektowaga-Niagara Falls, NY, Metropolitan Statistical Area",1189288,880,914872,22,791,44,76.9,94,7,857
"Burley, ID, Micropolitan Statistical Area",38893,284,27313,548,82,559,70.2,186,21,176
"Burlington, IA-IL, Micropolitan Statistical Area",50710,384,27373,546,88,507,54.0,492,17,355
"Burlington, NC, Metropolitan Statistical Area",108213,615,61017,284,160,282,56.4,450,15,486
"Burlington-South Burlington, VT, Metropolitan Statistical Area",177059,724,87718,208,149,303,49.5,569,8,793
"Butte-Silver Bow, MT, Micropolitan Statistical Area",33941,207,16404,761,34,869,48.3,595,10,721
"Cadillac, MI, Micropolitan Statistical Area",38507,274,14209,813,72,628,36.9,780,19,274
"Calhoun, GA, Micropolitan Statistical Area",35072,227,20223,663,77,606,57.7,420,22,147
"California-Lexington Park, MD, Metropolitan Statistical Area",75974,501,34642,458,60,723,45.6,648,8,812
"Cambridge, MD, Micropolitan Statistical Area",30236,158,14514,803,84,544,48.0,604,28,45
"Cambridge, OH, Micropolitan Statistical Area",39024,287,15723,777,89,500,40.3,728,23,126
"Camden, AR, Micropolitan Statistical Area",36400,247,25944,564,106,428,71.3,173,29,33
"Campbellsville, KY, Micropolitan Statistical Area",21146,58,16542,757,61,717,78.2,83,29,37
"Cañon City, CO, Micropolitan Statistical Area",32273,191,10105,871,46,796,31.3,859,14,508
"Canton, IL, Micropolitan Statistical Area",38080,267,17826,728,83,556,46.8,619,22,151
"Canton-Massillon, OH, Metropolitan Statistical Area",394106,817,191221,105,386,107,48.5,592,10,732
"Cape Coral-Fort Myers, FL, Metropolitan Statistical Area",335113,795,113928,171,212,203,34.0,826,6,865
"Cape Girardeau, MO-IL, Metropolitan Statistical Area",82878,535,53526,321,167,267,64.6,287,20,225
"Carbondale-Marion, IL, Metropolitan Statistical Area",118800,644,58958,299,202,217,49.6,568,17,376
"Carlsbad-Artesia, NM, Micropolitan Statistical Area",48605,370,46540,355,83,553,95.8,6,17,371
"Carson City, NV, Metropolitan Statistical Area",40443,302,13802,819,31,879,34.1,822,8,816
"Casper, WY, Metropolitan Statistical Area",61226,445,27941,534,66,668,45.6,647,11,683
"Cedar City, UT, Micropolitan Statistical Area",20789,56,16856,748,52,772,81.1,56,25,89
"Cedar Rapids, IA, Metropolitan Statistical Area",210640,748,121577,163,247,170,57.7,418,12,634
"Cedartown, GA, Micropolitan Statistical Area",33815,204,21844,636,63,700,64.6,286,19,279
"Celina, OH, Micropolitan Statistical Area",39443,291,31633,489,70,653,80.2,63,18,325
"Centralia, IL, Micropolitan Statistical Area",41561,312,28585,526,103,438,68.8,217,25,95
"Centralia, WA, Micropolitan Statistical Area",59358,433,22447,619,99,453,37.8,761,17,397
"Chambersburg-Waynesboro, PA, Metropolitan Statistical Area",121082,652,60881,286,211,205,50.3,555,17,349
"Champaign-Urbana, IL, Metropolitan Statistical Area",202848,743,88167,206,238,181,43.5,685,12,633
"Charleston, WV, Metropolitan Statistical Area",243472,758,90142,202,444,89,37.0,778,18,301
"Charleston-Mattoon, IL, Micropolitan Statistical Area",62314,454,24363,594,101,444,39.1,744,16,414
"Charleston-North Charleston, SC, Metropolitan Statistical Area",506875,837,260595,93,509,78,51.4,533,10,719
"Charlotte-Concord-Gastonia, NC-SC, Metropolitan Statistical Area",1341710,883,938542,21,2193,9,70.0,192,16,409
"Charlottesville, VA, Metropolitan Statistical Area",156758,706,75881,237,247,171,48.4,593,16,431
"Chattanooga, TN-GA, Metropolitan Statistical Area",433210,828,287935,81,655,59,66.5,257,15,466
"Cheyenne, WY, Metropolitan Statistical Area",73142,493,35849,440,79,588,49.0,582,11,681
"Chicago-Naperville-Elgin, IL-IN-WI, Metropolitan Statistical Area",8182076,915,5065284,3,4065,3,61.9,343,5,902
"Chico, CA, Metropolitan Statistical Area",182120,730,50082,334,137,329,27.5,886,8,824
"Chillicothe, OH, Micropolitan Statistical Area",69330,480,20121,667,84,547,29.0,871,12,611
"Cincinnati, OH-KY-IN, Metropolitan Statistical Area",1832313,895,972278,19,1621,18,53.1,505,9,773
"Claremont-Lebanon, NH-VT, Micropolitan Statistical Area",193725,739,65865,265,312,134,34.0,825,16,418
"Clarksburg, WV, Micropolitan Statistical Area",91509,561,44444,371,232,184,48.6,589,25,84
"Clarksdale, MS, Micropolitan Statistical Area",31665,182,18980,701,37,850,59.9,382,12,638
"Clarksville, TN-KY, Metropolitan Statistical Area",179800,727,93494,196,261,164,52.0,523,15,493
"Clearlake, CA, Micropolitan Statistical Area",50631,383,10881,860,54,762,21.5,910,11,690
"Cleveland, MS, Micropolitan Statistical Area",41875,314,25285,577,77,604,60.4,376,18,288
"Cleveland, TN, Metropolitan Statistical Area",87355,550,55726,310,205,215,63.8,310,23,116
"Cleveland-Elyria, OH, Metropolitan Statistical Area",2102248,897,1307029,16,1320,25,62.2,338,6,868
"Clewiston, FL, Micropolitan Statistical Area",25773,108,9333,881,35,858,36.2,791,14,538
"Clinton, IA, Micropolitan Statistical Area",51040,386,29733,512,75,613,58.3,409,15,489
"Clovis, NM, Micropolitan Statistical Area",42207,317,31606,490,59,733,74.9,117,14,522
"Coeur d'Alene, ID, Metropolitan Statistical Area",69795,482,22346,621,66,671,32.0,851,9,749
"Coffeyville, KS, Micropolitan Statistical Area",38816,280,24463,590,97,460,63.0,326,25,90
"Coldwater, MI, Micropolitan Statistical Area",41502,311,11997,847,45,804,28.9,872,11,679
"College Station-Bryan, TX, Metropolitan Statistical Area",150998,697,79256,230,162,279,52.5,515,11,685
"Colorado Springs, CO, Metropolitan Statistical Area",409482,823,157085,129,272,155,38.4,754,7,858
"Columbia, MO, Metropolitan Statistical Area",112379,630,52957,323,107,426,47.1,616,10,742
"Columbia, SC, Metropolitan Statistical Area",548335,843,318515,72,681,54,58.1,412,12,591
"Columbus, GA-AL, Metropolitan Statistical Area",266450,770,153919,134,319,130,57.8,417,12,619
"Columbus, IN, Metropolitan Statistical Area",63657,460,34440,460,86,534,54.1,491,14,542
"Columbus, MS, Micropolitan Statistical Area",59308,432,37952,419,88,515,64.0,303,15,482
"Columbus, NE, Micropolitan Statistical Area",29820,153,25527,573,42,824,85.6,28,14,516
"Columbus, OH, Metropolitan Statistical Area",1462258,888,578195,41,1283,26,39.5,737,9,777
"Concord, NH, Micropolitan Statistical Area",120005,648,38709,413,101,445,32.3,848,8,792
"Connersville, IN, Micropolitan Statistical Area",26015,110,10446,866,39,842,40.2,731,15,476
"Cookeville, TN, Micropolitan Statistical Area",78306,513,42259,383,238,178,54.0,493,30,25
"Coos Bay, OR, Micropolitan Statistical Area",60273,441,13955,818,81,566,23.2,905,13,547
"Cordele, GA, Micropolitan Statistical Area",20011,51,12622,835,44,808,63.1,323,22,145
"Corinth, MS, Micropolitan Statistical Area",31722,184,22881,611,88,511,72.1,157,28,46
"Cornelia, GA, Micropolitan Statistical Area",27621,131,16416,760,55,758,59.4,392,20,237
"Corning, NY, Micropolitan Statistical Area",99088,586,44512,369,138,326,44.9,659,14,526
"Corpus Christi, TX, Metropolitan Statistical Area",367786,807,272408,85,337,121,74.1,128,9,760
"Corsicana, TX, Micropolitan Statistical Area",39926,294,27357,547,82,558,68.5,221,21,201
"Cortland, NY, Micropolitan Statistical Area",48963,373,19290,687,51,778,39.4,739,10,703
"Corvallis, OR, Metropolitan Statistical Area",70811,486,19407,686,57,746,27.4,888,8,806
"Coshocton, OH, Micropolitan Statistical Area",35427,234,14931,792,69,655,42.1,706,19,252
"Craig, CO, Micropolitan Statistical Area",11357,3,5592,904,19,909,49.2,577,17,393
"Crawfordsville, IN, Micropolitan Statistical Area",34436,216,16059,768,62,701,46.6,624,18,310
"Crescent City, CA, Micropolitan Statistical Area",23460,80,7986,893,25,898,34.0,823,11,692
"Crestview-Fort Walton Beach-Destin, FL, Metropolitan Statistical Area",171536,719,79472,228,229,191,46.3,633,13,548
"Crossville, TN, Micropolitan Statistical Area",34736,222,15659,779,88,506,45.1,657,25,85
"Cullman, AL, Micropolitan Statistical Area",67613,473,52724,324,208,212,78.0,88,31,19
"Cullowhee, NC, Micropolitan Statistical Area",26846,119,16395,763,88,518,61.1,362,33,7
"Cumberland, MD-WV, Metropolitan Statistical Area",101643,594,57169,306,211,207,56.2,453,21,193
"Dallas-Fort Worth-Arlington, TX, Metropolitan Statistical Area",4018778,909,2270756,7,2906,5,56.5,446,7,839
"Dalton, GA, Metropolitan Statistical Area",98609,584,44698,366,130,354,45.3,652,13,555
"Danville, IL, Metropolitan Statistical Area",88257,553,41969,385,137,331,47.6,612,16,437
"Danville, KY, Micropolitan Statistical Area",45686,343,33297,471,120,388,72.9,146,26,71
"Danville, VA, Micropolitan Statistical Area",108711,617,60622,288,195,225,55.8,460,18,313
"Daphne-Fairhope-Foley, AL, Metropolitan Statistical Area",98280,583,59109,298,181,248,60.1,380,18,286
"Davenport-Moline-Rock Island, IA-IL, Metropolitan Statistical Area",368151,808,205831,100,364,114,55.9,458,10,725
"Dayton, OH, Metropolitan Statistical Area",803722,864,374571,63,683,53,46.6,626,8,789
"Dayton, TN, Micropolitan Statistical Area",24344,93,12441,837,63,696,51.1,538,26,77
"Decatur, AL, Metropolitan Statistical Area",131556,664,89625,205,268,160,68.1,228,20,209
"Decatur, IL, Metropolitan Statistical Area",117206,639,64342,270,134,340,54.9,475,11,651
"Decatur, IN, Micropolitan Statistical Area",31095,174,22283,623,76,609,71.7,166,24,103
"Defiance, OH, Micropolitan Statistical Area",39350,289,23937,601,67,665,60.8,368,17,374
"Del Rio, TX, Micropolitan Statistical Area",38721,276,13634,821,31,880,35.2,805,8,808
"Deltona-Daytona Beach-Ormond Beach, FL, Metropolitan Statistical Area",399413,819,145641,137,278,149,36.5,789,7,845
"Deming, NM, Micropolitan Statistical Area",18110,35,10299,867,23,906,56.9,440,13,575
"Denver-Aurora-Lakewood, CO, Metropolitan Statistical Area",1650489,894,629295,36,917,38,38.1,757,6,885
"DeRidder, LA, Micropolitan Statistical Area",30083,155,19213,692,58,739,63.9,309,19,259
"Des Moines-West Des Moines, IA, Metropolitan Statistical Area",416346,824,207240,98,442,90,49.8,566,11,694
"Detroit-Warren-Dearborn, MI, Metropolitan Statistical Area",4248699,913,2483285,6,1953,13,58.4,407,5,908
"Dickinson, ND, Micropolitan Statistical Area",22832,76,18215,717,39,845,79.8,65,17,370
"Dixon, IL, Micropolitan Statistical Area",34392,214,21983,633,65,678,63.9,307,19,268
"Dodge City, KS, Micropolitan Statistical Area",27463,126,14398,810,34,865,52.4,517,12,596
"Dothan, AL, Metropolitan Statistical Area",120352,650,91933,199,280,147,76.4,98,23,118
"Douglas, GA, Micropolitan Statistical Area",29592,147,17347,737,59,731,58.6,401,20,235
"Dover, DE, Metropolitan Statistical Area",110993,626,38582,415,98,457,34.8,816,9,774
"Dublin, GA, Micropolitan Statistical Area",48317,366,35889,439,134,344,74.3,125,28,47
"DuBois, PA, Micropolitan Statistical Area",78097,510,44441,372,194,229,56.9,439,25,94
"Dubuque, IA, Metropolitan Statistical Area",86403,548,61248,282,77,600,70.9,180,9,768
"Duluth, MN-WI, Metropolitan Statistical Area",269230,773,142562,139,335,123,53.0,511,12,590
"Dumas, TX, Micropolitan Statistical Area",17865,33,11677,852,36,853,65.4,275,20,224
"Duncan, OK, Micropolitan Statistical Area",42299,319,34053,464,82,564,80.5,60,19,256
"Dunn, NC, Micropolitan Statistical Area",67822,475,38913,411,124,376,57.4,429,18,295
"Durango, CO, Micropolitan Statistical Area",32284,192,11439,854,46,795,35.4,802,14,509
"Durant, OK, Micropolitan Statistical Area",32089,190,21451,643,86,529,66.8,250,27,58
"Durham-Chapel Hill, NC, Metropolitan Statistical Area",344625,801,176984,116,417,96,51.4,534,12,613
"Dyersburg, TN, Micropolitan Statistical Area",34854,224,23750,606,100,449,68.1,227,29,40
"Eagle Pass, TX, Micropolitan Statistical Area",36378,246,30743,498,25,901,84.5,34,7,847
"East Stroudsburg, PA, Metropolitan Statistical Area",95709,576,41118,393,84,545,43.0,692,9,776
"Easton, MD, Micropolitan Statistical Area",30549,163,14837,797,56,749,48.6,590,18,293
"Eau Claire, WI, Metropolitan Statistical Area",137543,674,82749,218,162,278,60.2,379,12,630
"Edwards, CO, Micropolitan Statistical Area",21928,67,5262,907,25,899,24.0,902,11,652
"Effingham, IL, Micropolitan Statistical Area",31704,183,24869,587,67,664,78.4,80,21,174
"El Campo, TX, Micropolitan Statistical Area",39955,296,31673,488,60,724,79.3,72,15,470
"El Centro, CA, Metropolitan Statistical Area",109303,618,60919,285,96,467,55.7,461,9,775
"El Dorado, AR, Micropolitan Statistical Area",46719,350,36301,436,120,387,77.7,90,26,78
"El Paso, TX, Metropolitan Statistical Area",594525,845,489434,49,289,141,82.3,47,5,904
"Elizabeth City, NC, Micropolitan Statistical Area",47649,356,34722,456,101,446,72.9,147,21,170
"Elizabethtown-Fort Knox, KY, Metropolitan Statistical Area",125089,658,69286,252,181,253,55.4,465,14,496
"Elk City, OK, Micropolitan Statistical Area",18812,41,16933,746,46,800,90.0,14,24,102
"Elkhart-Goshen, IN, Metropolitan Statistical Area",156198,705,70640,246,227,194,45.2,654,15,492
"Elkins, WV, Micropolitan Statistical Area",27803,134,9636,877,74,621,34.7,817,27,61
"Elko, NV, Micropolitan Statistical Area",35077,228,11137,857,42,827,31.8,854,12,618
"Ellensburg, WA, Micropolitan Statistical Area",26725,117,9396,880,38,848,35.2,806,14,511
"Elmira, NY, Metropolitan Statistical Area",95195,574,52282,326,89,504,54.9,474,9,753
"Emporia, KS, Micropolitan Statistical Area",34732,221,17109,741,54,764,49.3,575,16,436
"Enid, OK, Micropolitan Statistical Area",56735,413,39280,407,90,496,69.2,206,16,425
"Enterprise, AL, Micropolitan Statistical Area",40240,300,30555,500,101,447,75.9,104,25,87
"Erie, PA, Metropolitan Statistical Area",275572,775,159848,124,246,172,58.0,414,9,767
"Escanaba, MI, Micropolitan Statistical Area",37780,265,24054,598,58,736,63.7,311,15,453
"Española, NM, Micropolitan Statistical Area",34365,211,25879,567,89,502,75.3,114,26,75
"Eugene, OR, Metropolitan Statistical Area",282912,779,69530,251,270,159,24.6,898,10,739
"Eureka-Arcata-Fortuna, CA, Micropolitan Statistical Area",119118,646,35186,450,144,316,29.5,868,12,614
"Evanston, WY, Micropolitan Statistical Area",18705,39,11958,848,42,825,63.9,306,22,134
"Evansville, IN-KY, Metropolitan Statistical Area",278990,778,157819,127,320,129,56.6,444,11,648
"Fairbanks, AK, Metropolitan Statistical Area",77720,508,22677,612,81,567,29.2,870,10,702
"Fairfield, IA, Micropolitan Statistical Area",16310,20,7120,897,29,891,43.7,681,18,323
"Fairmont, WV, Micropolitan Statistical Area",57249,416,29684,513,146,306,51.9,529,26,80
"Fallon, NV, Micropolitan Statistical Area",17938,34,5040,908,17,915,28.1,882,9,747
"Fargo, ND-MN, Metropolitan Statistical Area",153296,702,101534,190,181,251,66.2,261,12,629
"Faribault-Northfield, MN, Micropolitan Statistical Area",49183,375,32425,480,53,769,65.9,267,11,684
"Farmington, MO, Micropolitan Statistical Area",48904,372,31249,494,109,420,63.9,308,22,137
"Farmington, NM, Metropolitan Statistical Area",91605,562,44590,368,128,361,48.7,587,14,523
"Fayetteville, NC, Metropolitan Statistical Area",297422,786,136684,144,283,144,46.0,642,10,744
"Fayetteville-Springdale-Rogers, AR-MO, Metropolitan Statistical Area",239464,757,126900,155,464,87,53.0,508,19,257
"Fergus Falls, MN, Micropolitan Statistical Area",50714,385,40452,397,126,369,79.8,66,25,93
"Fernley, NV, Micropolitan Statistical Area",20001,50,3879,912,19,910,19.4,917,9,745
"Findlay, OH, Micropolitan Statistical Area",65536,466,33607,467,83,555,51.3,536,13,581
