2000 - List of Metro Data

For explanatory notes see the Methods page on our website: www.usreligioncensus.org

Metro Area,Population,PopRank,Adherents,AdhRank,Congregations,ConRank,Adherents %,Adh% Rank,Congregations Per 10K People,Con Per 10K Rank
"Big Stone Gap, VA, Micropolitan Statistical Area",62508,422,19242,693,157,294,30.8,849,25,57
"Billings, MT, Metropolitan Statistical Area",139946,653,66825,266,174,275,47.8,493,12,545
"Binghamton, NY, Metropolitan Statistical Area",252320,750,130654,158,258,177,51.8,400,10,664
"Birmingham-Hoover, AL, Metropolitan Statistical Area",1051301,869,599891,43,1605,22,57.1,297,15,398
"Bismarck, ND, Metropolitan Statistical Area",100828,557,78547,238,124,391,77.9,44,12,553
"Blackfoot, ID, Micropolitan Statistical Area",41735,277,29282,515,84,559,70.2,110,20,166
"Blacksburg-Christiansburg-Radford, VA, Metropolitan Statistical Area",165198,691,58970,296,321,133,35.7,772,19,197
"Bloomington, IL, Metropolitan Statistical Area",167231,694,74816,243,169,281,44.7,569,10,677
"Bloomington, IN, Metropolitan Statistical Area",142349,659,45850,368,149,315,32.2,833,10,650
"Bloomsburg-Berwick, PA, Metropolitan Statistical Area",82387,501,40240,404,143,329,48.8,478,17,284
"Bluefield, WV-VA, Micropolitan Statistical Area",107578,576,45748,370,284,151,42.5,627,26,44
"Blytheville, AR, Micropolitan Statistical Area",51979,358,32928,475,122,399,63.3,193,23,94
"Bogalusa, LA, Micropolitan Statistical Area",43926,294,27728,540,85,548,63.1,198,19,200
"Boise City, ID, Metropolitan Statistical Area",464840,818,197743,109,463,95,42.5,626,10,689
"Boone, IA, Micropolitan Statistical Area",26224,83,14325,803,44,821,54.6,337,17,310
"Boone, NC, Micropolitan Statistical Area",42693,285,20284,674,86,542,47.5,502,20,165
"Borger, TX, Micropolitan Statistical Area",23857,62,20183,678,49,796,84.6,15,21,155
"Boston-Cambridge-Newton, MA-NH, Metropolitan Statistical Area",4392342,908,2910751,5,2218,10,66.3,152,5,901
"Boulder, CO, Metropolitan Statistical Area",291288,765,137473,153,204,227,47.2,513,7,827
"Bowling Green, KY, Metropolitan Statistical Area",134976,644,66757,267,263,171,49.5,465,19,194
"Bozeman, MT, Micropolitan Statistical Area",67831,449,24013,589,76,621,35.4,778,11,602
"Bradford, PA, Micropolitan Statistical Area",45936,314,23284,606,83,566,50.7,425,18,247
"Brainerd, MN, Micropolitan Statistical Area",82249,500,48344,355,123,394,58.8,268,15,417
"Branson, MO, Micropolitan Statistical Area",68361,451,23213,607,106,440,34.0,808,16,385
"Breckenridge, CO, Micropolitan Statistical Area",23548,59,4074,917,17,916,17.3,916,7,819
"Bremerton-Silverdale, WA, Metropolitan Statistical Area",231969,742,65550,273,159,290,28.3,871,7,836
"Brenham, TX, Micropolitan Statistical Area",30373,122,21752,640,48,801,71.6,97,16,370
"Brevard, NC, Micropolitan Statistical Area",29334,111,17573,737,62,722,59.9,250,21,138
"Bridgeport-Stamford-Norwalk, CT, Metropolitan Statistical Area",882567,866,619007,41,475,92,70.1,111,5,890
"Brookhaven, MS, Micropolitan Statistical Area",33166,151,25296,567,78,605,76.3,58,24,90
"Brookings, OR, Micropolitan Statistical Area",21137,42,4101,916,31,889,19.4,915,15,434
"Brookings, SD, Micropolitan Statistical Area",28220,100,17133,746,49,798,60.7,235,17,282
"Brownsville-Harlingen, TX, Metropolitan Statistical Area",335227,780,177125,125,223,202,52.8,374,7,839
"Brownwood, TX, Micropolitan Statistical Area",37674,216,27400,542,79,599,72.7,86,21,147
"Brunswick, GA, Metropolitan Statistical Area",93044,539,43108,382,138,339,46.3,529,15,429
"Bucyrus, OH, Micropolitan Statistical Area",46966,327,25477,565,85,549,54.2,346,18,246
"Buffalo-Cheektowaga-Niagara Falls, NY, Metropolitan Statistical Area",1170111,876,830500,28,752,54,71.0,102,6,850
"Burley, ID, Micropolitan Statistical Area",41590,272,30659,501,83,573,73.7,81,20,173
"Burlington, IA-IL, Micropolitan Statistical Area",50564,351,22308,629,80,594,44.1,588,16,367
"Burlington, NC, Metropolitan Statistical Area",130794,636,55328,318,153,302,42.3,632,12,580
"Burlington-South Burlington, VT, Metropolitan Statistical Area",198889,722,86685,219,166,286,43.6,599,8,775
"Butte-Silver Bow, MT, Micropolitan Statistical Area",34606,175,18786,706,39,856,54.3,344,11,598
"Cadillac, MI, Micropolitan Statistical Area",44962,303,17177,745,71,656,38.2,725,16,372
"Calhoun, GA, Micropolitan Statistical Area",44104,297,24928,574,87,532,56.5,306,20,187
"California-Lexington Park, MD, Metropolitan Statistical Area",86211,514,24332,583,61,724,28.2,872,7,826
"Cambridge, MD, Micropolitan Statistical Area",30674,124,12735,836,85,550,41.5,651,28,28
"Cambridge, OH, Micropolitan Statistical Area",40792,260,13240,826,86,538,32.5,829,21,143
"Camden, AR, Micropolitan Statistical Area",34534,173,21447,650,113,417,62.1,217,33,6
"Campbellsville, KY, Micropolitan Statistical Area",22927,55,16957,747,67,683,74.0,80,29,15
"Cañon City, CO, Micropolitan Statistical Area",46145,316,16618,753,47,811,36.0,764,10,669
"Canton, IL, Micropolitan Statistical Area",38250,224,14964,795,85,547,39.1,704,22,114
"Canton-Massillon, OH, Metropolitan Statistical Area",406934,807,205181,104,397,109,50.4,433,10,698
"Cape Coral-Fort Myers, FL, Metropolitan Statistical Area",440888,814,168506,130,250,179,38.2,724,6,879
"Cape Girardeau, MO-IL, Metropolitan Statistical Area",90312,522,51013,340,155,298,56.5,308,17,295
"Carbondale-Marion, IL, Metropolitan Statistical Area",120923,614,55960,312,194,241,46.3,531,16,352
"Carlsbad-Artesia, NM, Micropolitan Statistical Area",51658,357,38250,424,82,577,74.0,79,16,361
"Carson City, NV, Metropolitan Statistical Area",52457,360,20860,663,33,874,39.8,688,6,855
"Casper, WY, Metropolitan Statistical Area",66533,443,29232,517,64,699,43.9,594,10,705
"Cedar City, UT, Micropolitan Statistical Area",33779,162,25774,556,91,505,76.3,57,27,36
"Cedar Rapids, IA, Metropolitan Statistical Area",237230,746,138071,152,254,178,58.2,278,11,636
"Cedartown, GA, Micropolitan Statistical Area",38127,222,21322,654,63,713,55.9,315,17,326
"Celina, OH, Micropolitan Statistical Area",40924,262,34271,463,65,697,83.7,17,16,360
"Centralia, IL, Micropolitan Statistical Area",41691,275,26073,554,99,456,62.5,213,24,84
"Centralia, WA, Micropolitan Statistical Area",68600,452,22549,624,89,522,32.9,825,13,521
"Chambersburg-Waynesboro, PA, Metropolitan Statistical Area",129313,634,50455,343,193,245,39.0,706,15,420
"Champaign-Urbana, IL, Metropolitan Statistical Area",210279,732,92878,201,246,184,44.2,585,12,579
"Charleston, WV, Metropolitan Statistical Area",235938,745,76164,242,412,107,32.3,832,17,273
"Charleston-Mattoon, IL, Micropolitan Statistical Area",64449,434,25061,573,106,439,38.9,709,16,333
"Charleston-North Charleston, SC, Metropolitan Statistical Area",548972,833,214937,100,500,86,39.2,703,9,730
"Charlotte-Concord-Gastonia, NC-SC, Metropolitan Statistical Area",1717331,889,863061,27,2092,12,50.3,443,12,558
"Charlottesville, VA, Metropolitan Statistical Area",189644,715,70659,250,264,170,37.3,744,14,475
"Chattanooga, TN-GA, Metropolitan Statistical Area",476498,822,249902,90,678,60,52.4,384,14,453
"Cheyenne, WY, Metropolitan Statistical Area",81607,497,38925,418,83,571,47.7,495,10,672
"Chicago-Naperville-Elgin, IL-IN-WI, Metropolitan Statistical Area",9098554,915,5087880,3,4425,3,55.9,316,5,905
"Chico, CA, Metropolitan Statistical Area",203171,726,55651,315,152,305,27.4,879,7,805
"Chillicothe, OH, Micropolitan Statistical Area",73345,466,18495,712,91,506,25.2,896,12,547
"Cincinnati, OH-KY-IN, Metropolitan Statistical Area",1994852,894,891436,25,1607,21,44.7,570,8,790
"Claremont-Lebanon, NH-VT, Micropolitan Statistical Area",207845,730,63702,280,281,154,30.6,851,14,492
"Clarksburg, WV, Micropolitan Statistical Area",92144,534,38761,419,218,207,42.1,637,24,86
"Clarksdale, MS, Micropolitan Statistical Area",30622,123,11560,853,38,858,37.8,737,12,546
"Clarksville, TN-KY, Metropolitan Statistical Area",219630,735,102814,189,279,158,46.8,520,13,536
"Clearlake, CA, Micropolitan Statistical Area",58309,399,18880,701,61,727,32.4,830,10,651
"Cleveland, MS, Micropolitan Statistical Area",40633,258,14122,807,67,676,34.8,793,16,331
"Cleveland, TN, Metropolitan Statistical Area",104015,569,62770,283,207,223,60.3,240,20,177
"Cleveland-Elyria, OH, Metropolitan Statistical Area",2148010,895,1158946,19,1375,27,54.0,353,6,852
"Clewiston, FL, Micropolitan Statistical Area",36210,194,8311,898,40,850,23.0,906,11,612
"Clinton, IA, Micropolitan Statistical Area",50149,350,26894,547,68,668,53.6,363,14,491
"Clovis, NM, Micropolitan Statistical Area",45044,304,26557,551,57,747,59.0,263,13,537
"Coeur d'Alene, ID, Metropolitan Statistical Area",108685,580,34786,456,76,623,32.0,836,7,829
"Coffeyville, KS, Micropolitan Statistical Area",36254,195,20988,661,85,553,57.9,283,23,96
"Coldwater, MI, Micropolitan Statistical Area",45787,312,13687,817,50,790,29.9,855,11,620
"College Station-Bryan, TX, Metropolitan Statistical Area",184885,712,92958,200,176,272,50.3,441,10,713
"Colorado Springs, CO, Metropolitan Statistical Area",537484,832,196782,110,315,138,36.6,753,6,872
"Columbia, MO, Metropolitan Statistical Area",135454,645,55453,316,129,369,40.9,658,10,712
"Columbia, SC, Metropolitan Statistical Area",647158,845,291006,80,680,58,45.0,561,11,646
"Columbus, GA-AL, Metropolitan Statistical Area",281768,761,126731,162,301,145,45.0,559,11,639
"Columbus, IN, Metropolitan Statistical Area",71435,460,36596,438,85,555,51.2,409,12,573
"Columbus, MS, Micropolitan Statistical Area",61586,415,32501,479,89,525,52.8,377,14,441
"Columbus, NE, Micropolitan Statistical Area",31566,132,25572,562,42,830,81.0,32,13,503
"Columbus, OH, Metropolitan Statistical Area",1675154,887,601656,42,1338,29,35.9,765,8,793
"Concord, NH, Micropolitan Statistical Area",136225,647,52540,327,99,457,38.6,718,7,816
"Connersville, IN, Micropolitan Statistical Area",25588,76,11247,860,43,826,44.0,593,17,307
"Cookeville, TN, Micropolitan Statistical Area",93417,540,48018,357,259,175,51.4,406,28,27
"Coos Bay, OR, Micropolitan Statistical Area",62788,424,15936,769,86,534,25.4,895,14,487
"Cordele, GA, Micropolitan Statistical Area",21996,48,10034,876,47,808,45.6,546,21,126
"Corinth, MS, Micropolitan Statistical Area",34558,174,25127,571,93,488,72.7,87,27,37
"Cornelia, GA, Micropolitan Statistical Area",35902,185,18863,702,62,720,52.5,383,17,288
"Corning, NY, Micropolitan Statistical Area",98726,550,42160,391,137,343,42.7,624,14,476
"Corpus Christi, TX, Metropolitan Statistical Area",403280,806,220588,97,352,122,54.7,335,9,750
"Corsicana, TX, Micropolitan Statistical Area",45124,306,29061,521,91,503,64.4,177,20,163
"Cortland, NY, Micropolitan Statistical Area",48599,336,15939,768,54,768,32.8,827,11,607
"Corvallis, OR, Metropolitan Statistical Area",78153,484,17684,734,59,741,22.6,908,8,802
"Coshocton, OH, Micropolitan Statistical Area",36655,201,14302,804,72,642,39.0,705,20,191
"Craig, CO, Micropolitan Statistical Area",13184,4,5203,913,22,912,39.5,696,17,314
"Crawfordsville, IN, Micropolitan Statistical Area",37629,215,17222,742,71,655,45.8,538,19,221
"Crescent City, CA, Micropolitan Statistical Area",27507,93,9796,883,28,897,35.6,775,10,670
"Crestview-Fort Walton Beach-Destin, FL, Metropolitan Statistical Area",211099,734,88082,215,234,195,41.7,647,11,610
"Crossville, TN, Micropolitan Statistical Area",46802,325,21249,656,93,492,45.4,549,20,178
"Cullman, AL, Micropolitan Statistical Area",77483,482,55136,319,220,204,71.2,99,28,21
"Cullowhee, NC, Micropolitan Statistical Area",33121,149,14297,805,75,624,43.2,614,23,110
"Cumberland, MD-WV, Metropolitan Statistical Area",102008,558,53857,322,205,225,52.8,376,20,167
"Dallas-Fort Worth-Arlington, TX, Metropolitan Statistical Area",5204100,913,2717970,6,3352,5,52.2,390,6,849
"Dalton, GA, Metropolitan Statistical Area",120064,609,55723,314,135,352,46.4,528,11,600
"Danville, IL, Metropolitan Statistical Area",83924,508,33455,468,133,357,39.9,681,16,364
"Danville, KY, Micropolitan Statistical Area",51058,353,36901,435,133,355,72.3,90,26,47
"Danville, VA, Micropolitan Statistical Area",110156,584,51806,332,189,250,47.0,514,17,296
"Daphne-Fairhope-Foley, AL, Metropolitan Statistical Area",140415,655,66336,269,201,231,47.2,507,14,449
"Davenport-Moline-Rock Island, IA-IL, Metropolitan Statistical Area",376054,796,190067,115,373,117,50.5,430,10,691
"Dayton, OH, Metropolitan Statistical Area",805816,859,328022,75,679,59,40.7,665,8,770
"Dayton, TN, Micropolitan Statistical Area",28400,104,12892,831,65,693,45.4,550,23,106
"Decatur, AL, Metropolitan Statistical Area",145867,668,83247,227,276,165,57.1,296,19,216
"Decatur, IL, Metropolitan Statistical Area",114706,597,57146,305,139,334,49.8,452,12,563
"Decatur, IN, Micropolitan Statistical Area",33625,159,21061,660,83,568,62.6,209,25,67
"Defiance, OH, Micropolitan Statistical Area",39500,242,25691,558,70,657,65.0,169,18,266
"Del Rio, TX, Micropolitan Statistical Area",44856,301,22207,632,38,859,49.5,460,8,766
"Deltona-Daytona Beach-Ormond Beach, FL, Metropolitan Statistical Area",493175,827,183654,121,324,131,37.2,745,7,841
"Deming, NM, Micropolitan Statistical Area",25016,70,8845,893,28,898,35.4,779,11,604
"Denver-Aurora-Lakewood, CO, Metropolitan Statistical Area",2157742,896,822708,29,1114,34,38.1,729,5,898
"DeRidder, LA, Micropolitan Statistical Area",32986,147,17869,726,60,736,54.2,349,18,241
"Des Moines-West Des Moines, IA, Metropolitan Statistical Area",481398,823,227342,94,485,89,47.2,509,10,680
"Detroit-Warren-Dearborn, MI, Metropolitan Statistical Area",4452557,909,1861576,11,2012,14,41.8,645,5,908
"Dickinson, ND, Micropolitan Statistical Area",22636,51,19234,694,35,869,85.0,14,15,387
"Dixon, IL, Micropolitan Statistical Area",36062,190,23122,613,56,756,64.1,182,16,384
"Dodge City, KS, Micropolitan Statistical Area",32458,139,15486,780,31,880,47.7,494,10,711
"Dothan, AL, Metropolitan Statistical Area",130861,637,87046,218,278,162,66.5,150,21,134
"Douglas, GA, Micropolitan Statistical Area",37413,210,16605,754,67,684,44.4,577,18,256
"Dover, DE, Metropolitan Statistical Area",126697,627,40681,399,109,434,32.1,835,9,759
"Dublin, GA, Micropolitan Statistical Area",53434,369,28761,526,136,345,53.8,357,25,52
"DuBois, PA, Micropolitan Statistical Area",83382,507,43004,383,194,242,51.6,401,23,100
"Dubuque, IA, Metropolitan Statistical Area",89156,520,69794,254,72,648,78.3,43,8,789
"Duluth, MN-WI, Metropolitan Statistical Area",275486,759,145645,149,336,128,52.9,372,12,556
"Dumas, TX, Micropolitan Statistical Area",20121,33,10821,869,35,868,53.8,359,17,280
"Duncan, OK, Micropolitan Statistical Area",43182,289,36023,445,87,533,83.4,18,20,164
"Dunn, NC, Micropolitan Statistical Area",91025,528,29682,511,112,426,32.6,828,12,552
"Durango, CO, Micropolitan Statistical Area",43941,295,15531,779,49,795,35.3,781,11,606
"Durant, OK, Micropolitan Statistical Area",36534,198,23723,598,89,520,64.9,170,24,71
"Durham-Chapel Hill, NC, Metropolitan Statistical Area",423803,811,158514,137,426,104,37.4,740,10,686
"Dyersburg, TN, Micropolitan Statistical Area",37279,208,21373,651,89,523,57.3,292,24,80
"Eagle Pass, TX, Micropolitan Statistical Area",47297,328,16403,761,25,907,34.7,794,5,894
"East Stroudsburg, PA, Metropolitan Statistical Area",138687,649,62794,282,89,516,45.3,553,6,851
"Easton, MD, Micropolitan Statistical Area",33812,163,16033,765,46,817,47.4,503,14,490
"Eau Claire, WI, Metropolitan Statistical Area",148337,671,83921,226,153,303,56.6,305,10,661
"Edwards, CO, Micropolitan Statistical Area",41659,274,14059,809,30,890,33.7,811,7,820
"Effingham, IL, Micropolitan Statistical Area",34264,169,25173,570,63,708,73.5,84,18,233
"El Campo, TX, Micropolitan Statistical Area",41188,266,31666,487,61,729,76.9,55,15,430
"El Centro, CA, Metropolitan Statistical Area",142361,660,89057,212,104,448,62.6,212,7,812
"El Dorado, AR, Micropolitan Statistical Area",45629,311,30774,498,124,392,67.4,140,27,33
"El Paso, TX, Metropolitan Statistical Area",682966,848,433003,59,307,141,63.4,191,4,909
"Elizabeth City, NC, Micropolitan Statistical Area",53150,366,19158,695,81,586,36.0,763,15,399
"Elizabethtown-Fort Knox, KY, Metropolitan Statistical Area",133892,642,72243,245,201,232,54.0,352,15,415
"Elk City, OK, Micropolitan Statistical Area",19799,30,16305,762,47,812,82.4,22,24,85
"Elkhart-Goshen, IN, Metropolitan Statistical Area",182791,710,70199,253,281,157,38.4,721,15,390
"Elkins, WV, Micropolitan Statistical Area",28262,102,10763,870,71,653,38.1,730,25,56
"Elko, NV, Micropolitan Statistical Area",46942,326,17191,744,50,794,36.6,752,11,640
"Ellensburg, WA, Micropolitan Statistical Area",33362,155,9950,879,37,863,29.8,856,11,609
"Elmira, NY, Metropolitan Statistical Area",91070,529,42608,385,93,491,46.8,522,10,666
"Emporia, KS, Micropolitan Statistical Area",35935,187,16530,756,60,737,46.0,534,17,313
"Enid, OK, Micropolitan Statistical Area",57813,395,35799,450,96,473,61.9,219,17,321
"Enterprise, AL, Micropolitan Statistical Area",43615,290,30349,505,99,460,69.6,119,23,108
"Erie, PA, Metropolitan Statistical Area",280843,760,165161,132,260,173,58.8,266,9,724
"Escanaba, MI, Micropolitan Statistical Area",38520,230,30709,499,55,767,79.7,37,14,452
"Española, NM, Micropolitan Statistical Area",41190,267,26037,555,86,536,63.2,195,21,148
"Eugene, OR, Metropolitan Statistical Area",322977,778,79189,235,278,163,24.5,898,9,757
"Eureka-Arcata-Fortuna, CA, Micropolitan Statistical Area",126518,626,46951,364,152,306,37.1,746,12,567
"Evanston, WY, Micropolitan Statistical Area",19742,28,12260,842,39,853,62.1,218,20,183
"Evansville, IN-KY, Metropolitan Statistical Area",296195,767,149331,145,320,136,50.4,434,11,629
"Fairbanks, AK, Metropolitan Statistical Area",82840,503,28433,533,77,613,34.3,803,9,722
"Fairfield, IA, Micropolitan Statistical Area",16181,13,6794,907,27,900,42.0,640,17,315
"Fairmont, WV, Micropolitan Statistical Area",56598,390,24298,584,138,338,42.9,619,24,70
"Fallon, NV, Micropolitan Statistical Area",23982,63,7102,904,19,914,29.6,861,8,795
"Fargo, ND-MN, Metropolitan Statistical Area",174367,701,103195,187,183,260,59.2,261,10,648
"Faribault-Northfield, MN, Micropolitan Statistical Area",56665,391,37623,431,57,752,66.4,151,10,684
"Farmington, MO, Micropolitan Statistical Area",55641,382,28494,531,111,427,51.2,410,20,174
"Farmington, NM, Metropolitan Statistical Area",113801,596,45833,369,137,342,40.3,673,12,566
"Fayetteville, NC, Metropolitan Statistical Area",336609,781,113002,176,260,174,33.6,815,8,801
"Fayetteville-Springdale-Rogers, AR-MO, Metropolitan Statistical Area",347045,786,174468,126,526,80,50.3,442,15,403
"Fergus Falls, MN, Micropolitan Statistical Area",57159,393,39949,407,123,395,69.9,114,22,123
"Fernley, NV, Micropolitan Statistical Area",34501,172,8162,900,31,887,23.7,903,9,737
"Findlay, OH, Micropolitan Statistical Area",71295,459,32521,478,77,618,45.6,547,11,630
