2000 - List of Metro Data

For explanatory notes see the Methods page on our website: www.usreligioncensus.org

Metro Area,Population,PopRank,Adherents,AdhRank,Congregations,ConRank,Adherents %,Adh% Rank,Congregations Per 10K People,Con Per 10K Rank
"Fitzgerald, GA, Micropolitan Statistical Area",17484,21,10303,874,33,873,58.9,265,19,219
"Flagstaff, AZ, Metropolitan Statistical Area",116320,601,35932,446,141,331,30.9,845,12,562
"Flint, MI, Metropolitan Statistical Area",436148,813,161474,134,344,126,37.0,748,8,797
"Florence, SC, Metropolitan Statistical Area",193155,718,85196,222,319,137,44.1,590,17,328
"Florence-Muscle Shoals, AL, Metropolitan Statistical Area",142950,661,86562,221,305,144,60.6,237,21,130
"Fond du Lac, WI, Metropolitan Statistical Area",97296,547,65904,270,98,461,67.7,139,10,681
"Forest City, NC, Micropolitan Statistical Area",62901,425,44162,377,150,311,70.2,109,24,81
"Forrest City, AR, Micropolitan Statistical Area",29329,110,13221,827,57,748,45.1,557,19,196
"Fort Collins, CO, Metropolitan Statistical Area",251494,749,98728,195,173,278,39.3,700,7,833
"Fort Dodge, IA, Micropolitan Statistical Area",40235,253,24574,579,63,709,61.1,232,16,377
"Fort Leonard Wood, MO, Micropolitan Statistical Area",41165,265,17920,722,73,640,43.5,600,18,264
"Fort Madison-Keokuk, IA-IL-MO, Micropolitan Statistical Area",65593,438,36474,439,159,292,55.6,325,24,72
"Fort Morgan, CO, Micropolitan Statistical Area",27171,92,15976,766,41,844,58.8,267,15,409
"Fort Polk South, LA, Micropolitan Statistical Area",52531,363,22450,627,78,607,42.7,623,15,427
"Fort Smith, AR-OK, Metropolitan Statistical Area",255399,752,152908,142,517,81,59.9,251,20,161
"Fort Wayne, IN, Metropolitan Statistical Area",390156,800,196200,111,390,110,50.3,439,10,687
"Frankfort, IN, Micropolitan Statistical Area",33866,165,13211,828,59,739,39.0,707,17,279
"Frankfort, KY, Micropolitan Statistical Area",66798,444,42102,392,106,441,63.0,200,16,362
"Fredericksburg, TX, Micropolitan Statistical Area",20814,40,15706,773,31,879,75.5,64,15,423
"Freeport, IL, Micropolitan Statistical Area",48979,339,28525,530,73,637,58.2,277,15,421
"Fremont, NE, Micropolitan Statistical Area",36160,193,25281,569,54,769,69.9,113,15,418
"Fremont, OH, Micropolitan Statistical Area",61792,417,31484,490,74,636,51.0,418,12,570
"Fresno, CA, Metropolitan Statistical Area",799407,858,380156,63,515,82,47.6,500,6,848
"Gadsden, AL, Metropolitan Statistical Area",103459,566,70675,249,214,214,68.3,130,21,151
"Gaffney, SC, Micropolitan Statistical Area",52537,364,30538,504,94,487,58.1,281,18,257
"Gainesville, FL, Metropolitan Statistical Area",232392,744,79236,234,219,206,34.1,807,9,718
"Gainesville, GA, Metropolitan Statistical Area",139311,651,65295,275,122,398,46.9,517,9,748
"Gainesville, TX, Micropolitan Statistical Area",36363,197,22069,634,62,719,60.7,236,17,299
"Galesburg, IL, Micropolitan Statistical Area",55836,384,22798,619,74,632,40.8,662,13,505
"Gallup, NM, Micropolitan Statistical Area",74798,475,29745,510,81,587,39.8,687,11,628
"Garden City, KS, Micropolitan Statistical Area",45054,305,24104,587,47,806,53.5,365,10,653
"Gardnerville Ranchos, NV, Micropolitan Statistical Area",41259,269,9328,887,27,899,22.6,909,7,842
"Georgetown, SC, Micropolitan Statistical Area",55797,383,24722,577,89,518,44.3,582,16,355
"Gettysburg, PA, Metropolitan Statistical Area",91292,530,49704,347,117,410,54.4,342,13,530
"Gillette, WY, Micropolitan Statistical Area",33698,161,17809,727,39,857,52.8,373,12,586
"Glasgow, KY, Micropolitan Statistical Area",48070,330,23767,594,123,393,49.4,466,26,51
"Glens Falls, NY, Metropolitan Statistical Area",124345,623,56302,310,135,351,45.3,552,11,623
"Glenwood Springs, CO, Micropolitan Statistical Area",58663,401,14962,796,60,732,25.5,892,10,663
"Gloversville, NY, Micropolitan Statistical Area",55073,378,23974,590,52,784,43.5,601,9,717
"Goldsboro, NC, Metropolitan Statistical Area",113329,595,42242,389,146,320,37.3,743,13,526
"Grand Forks, ND-MN, Metropolitan Statistical Area",97478,549,63271,281,150,310,64.9,171,15,389
"Grand Island, NE, Metropolitan Statistical Area",77708,483,62302,284,126,379,80.2,33,16,344
"Grand Junction, CO, Metropolitan Statistical Area",116935,602,33221,471,112,423,28.4,869,10,707
"Grand Rapids-Wyoming, MI, Metropolitan Statistical Area",930670,867,469079,52,780,53,50.4,436,8,772
"Grants Pass, OR, Metropolitan Statistical Area",75726,480,15225,788,63,706,20.1,914,8,777
"Grants, NM, Micropolitan Statistical Area",25595,77,16183,763,47,813,63.2,194,18,234
"Great Bend, KS, Micropolitan Statistical Area",28205,99,21277,655,56,758,75.4,65,20,180
"Great Falls, MT, Metropolitan Statistical Area",80357,494,34762,457,86,545,43.3,610,11,637
"Greeley, CO, Metropolitan Statistical Area",180936,706,66592,268,157,293,36.8,751,9,756
"Green Bay, WI, Metropolitan Statistical Area",282486,762,203007,105,211,217,71.9,95,7,807
"Greeneville, TN, Micropolitan Statistical Area",62909,426,30175,508,168,285,48.0,488,27,40
"Greenfield Town, MA, Micropolitan Statistical Area",71535,461,51527,338,89,519,72.0,92,12,544
"Greensboro-High Point, NC, Metropolitan Statistical Area",643447,844,280043,85,810,50,43.5,602,13,543
"Greensburg, IN, Micropolitan Statistical Area",24555,67,15002,791,55,760,61.1,230,22,112
"Greenville, MS, Micropolitan Statistical Area",62977,427,27781,539,69,662,44.1,589,11,618
"Greenville, NC, Metropolitan Statistical Area",133719,641,42333,388,136,348,31.7,838,10,673
"Greenville, OH, Micropolitan Statistical Area",53309,367,22533,625,85,552,42.3,633,16,356
"Greenville-Anderson-Mauldin, SC, Metropolitan Statistical Area",725662,851,405533,60,994,39,55.9,319,14,486
"Greenwood, MS, Micropolitan Statistical Area",48716,338,21695,645,95,476,44.5,574,20,193
"Greenwood, SC, Micropolitan Statistical Area",92438,536,51710,334,171,279,55.9,314,18,230
"Grenada, MS, Micropolitan Statistical Area",23263,57,10497,872,42,833,45.1,556,18,248
"Gulfport-Biloxi-Pascagoula, MS, Metropolitan Statistical Area",363988,790,184868,120,379,116,50.8,420,10,657
"Guymon, OK, Micropolitan Statistical Area",20107,32,16655,750,55,766,82.8,20,27,31
"Hagerstown-Martinsburg, MD-WV, Metropolitan Statistical Area",207828,729,84910,223,285,150,40.9,661,14,485
"Hailey, ID, Micropolitan Statistical Area",24026,64,6590,908,27,901,27.4,878,11,601
"Hammond, LA, Metropolitan Statistical Area",100588,556,46726,366,120,403,46.5,527,12,572
"Hanford-Corcoran, CA, Metropolitan Statistical Area",129461,635,51639,336,90,509,39.9,680,7,831
"Hannibal, MO, Micropolitan Statistical Area",37915,219,22669,622,81,584,59.8,252,21,127
"Harrisburg-Carlisle, PA, Metropolitan Statistical Area",509074,829,258515,88,619,71,50.8,421,12,560
"Harrison, AR, Micropolitan Statistical Area",42556,284,20645,668,102,451,48.5,482,24,79
"Harrisonburg, VA, Metropolitan Statistical Area",108167,578,50068,344,204,226,46.3,530,19,222
"Hartford-West Hartford-East Hartford, CT, Metropolitan Statistical Area",1148618,875,640578,36,648,65,55.8,322,6,881
"Hastings, NE, Micropolitan Statistical Area",31151,129,19579,688,43,828,62.9,203,14,481
"Hattiesburg, MS, Metropolitan Statistical Area",123812,620,78780,237,216,212,63.6,186,17,275
"Hays, KS, Micropolitan Statistical Area",27507,94,13503,821,24,908,49.1,470,9,751
"Heber, UT, Micropolitan Statistical Area",15215,10,11281,859,29,895,74.1,78,19,212
"Helena, MT, Micropolitan Statistical Area",65765,440,31038,494,84,564,47.2,512,13,531
"Helena-West Helena, AR, Micropolitan Statistical Area",26445,84,11465,856,47,807,43.4,606,18,263
"Henderson, NC, Micropolitan Statistical Area",42954,288,19623,687,72,646,45.7,543,17,311
"Hereford, TX, Micropolitan Statistical Area",18561,25,15261,787,28,896,82.2,23,15,410
"Hermiston-Pendleton, OR, Micropolitan Statistical Area",81543,496,33663,465,135,353,41.3,653,17,325
"Hickory-Lenoir-Morganton, NC, Metropolitan Statistical Area",341820,782,209147,103,570,76,61.2,229,17,317
"Hillsdale, MI, Micropolitan Statistical Area",46527,321,11063,861,61,725,23.8,901,13,516
"Hilo, HI, Micropolitan Statistical Area",148677,672,59129,293,168,282,39.8,686,11,597
"Hilton Head Island-Bluffton-Beaufort, SC, Metropolitan Statistical Area",141615,657,47291,361,104,445,33.4,818,7,811
"Hinesville, GA, Metropolitan Statistical Area",71914,464,16496,757,48,802,22.9,907,7,838
"Hobbs, NM, Micropolitan Statistical Area",55511,381,45252,374,100,454,81.5,28,18,250
"Holland, MI, Micropolitan Statistical Area",105665,572,40221,405,119,405,38.1,731,11,599
"Homosassa Springs, FL, Metropolitan Statistical Area",118085,605,42730,384,96,470,36.2,759,8,785
"Hood River, OR, Micropolitan Statistical Area",20411,34,9764,885,31,885,47.8,491,15,401
"Hot Springs, AR, Metropolitan Statistical Area",88068,519,52580,326,143,328,59.7,256,16,343
"Houghton, MI, Micropolitan Statistical Area",38317,226,18725,709,61,728,48.9,475,16,359
"Houma-Thibodaux, LA, Metropolitan Statistical Area",194477,721,146079,148,110,430,75.1,71,6,880
"Houston-The Woodlands-Sugar Land, TX, Metropolitan Statistical Area",4693161,910,2342309,7,2538,8,49.9,450,5,888
"Hudson, NY, Micropolitan Statistical Area",63094,428,28875,524,81,582,45.8,539,13,528
"Huntingdon, PA, Micropolitan Statistical Area",45586,309,17973,721,127,376,39.4,697,28,24
"Huntington, IN, Micropolitan Statistical Area",38075,221,19423,692,69,665,51.0,416,18,245
"Huntington-Ashland, WV-KY-OH, Metropolitan Statistical Area",362346,789,131963,156,598,75,36.4,754,17,329
"Huntsville, AL, Metropolitan Statistical Area",342376,783,187608,117,486,88,54.8,333,14,454
"Huntsville, TX, Micropolitan Statistical Area",75537,476,26913,546,83,565,35.6,774,11,617
"Huron, SD, Micropolitan Statistical Area",17023,19,12823,834,40,847,75.3,66,23,91
"Hutchinson, KS, Micropolitan Statistical Area",64790,436,33286,470,93,495,51.4,407,14,447
"Hutchinson, MN, Micropolitan Statistical Area",34898,177,30692,500,49,799,87.9,7,14,463
"Idaho Falls, ID, Metropolitan Statistical Area",104576,570,79514,233,200,234,76.0,61,19,210
"Indiana, PA, Micropolitan Statistical Area",89605,521,38686,422,177,271,43.2,613,20,184
"Indianapolis-Carmel-Anderson, IN, Metropolitan Statistical Area",1658462,886,669338,33,1410,26,40.4,671,9,763
"Indianola, MS, Micropolitan Statistical Area",34369,171,9910,882,50,791,28.8,866,15,436
"Ionia, MI, Micropolitan Statistical Area",61518,414,22031,636,63,711,35.8,769,10,662
"Iowa City, IA, Metropolitan Statistical Area",131676,639,52900,325,129,371,40.2,675,10,696
"Iron Mountain, MI-WI, Micropolitan Statistical Area",32560,142,24445,580,47,805,75.1,73,14,442
"Ithaca, NY, Metropolitan Statistical Area",96501,546,25616,561,79,600,26.5,888,8,782
"Jackson, MI, Metropolitan Statistical Area",158422,684,55827,313,124,387,35.2,783,8,799
"Jackson, MS, Metropolitan Statistical Area",525346,830,275419,86,622,70,52.4,385,12,575
"Jackson, OH, Micropolitan Statistical Area",32641,144,10885,868,65,694,33.3,819,20,176
"Jackson, TN, Metropolitan Statistical Area",121897,617,67310,264,202,230,55.2,327,17,323
"Jackson, WY-ID, Micropolitan Statistical Area",24250,65,7464,902,26,905,30.8,850,11,634
"Jacksonville, FL, Metropolitan Statistical Area",1122750,874,483972,51,811,49,43.1,616,7,818
"Jacksonville, IL, Micropolitan Statistical Area",42153,280,22756,621,90,510,54.0,351,21,128
"Jacksonville, NC, Metropolitan Statistical Area",150355,674,38748,420,97,467,25.8,891,6,846
"Jacksonville, TX, Micropolitan Statistical Area",46659,324,27218,544,112,419,58.3,274,24,76
"Jamestown, ND, Micropolitan Statistical Area",21908,46,15275,786,44,820,69.7,116,20,168
"Jamestown-Dunkirk-Fredonia, NY, Micropolitan Statistical Area",139750,652,70267,252,198,237,50.3,440,14,456
"Janesville-Beloit, WI, Metropolitan Statistical Area",152307,676,78161,239,133,359,51.3,408,9,749
"Jasper, IN, Micropolitan Statistical Area",52511,361,35846,448,92,499,68.3,133,18,271
"Jefferson City, MO, Metropolitan Statistical Area",140052,654,87875,217,218,208,62.7,205,16,380
"Jefferson, GA, Micropolitan Statistical Area",41589,271,15069,789,63,707,36.2,758,15,405
"Jesup, GA, Micropolitan Statistical Area",26569,87,16790,749,61,730,63.2,196,23,102
"Johnson City, TN, Metropolitan Statistical Area",181607,708,99509,194,385,112,54.8,334,21,137
"Johnstown, PA, Metropolitan Statistical Area",152598,677,124528,166,246,183,81.6,27,16,349
"Jonesboro, AR, Metropolitan Statistical Area",107762,577,70589,251,238,191,65.5,162,22,116
"Joplin, MO, Metropolitan Statistical Area",157322,682,84630,224,277,164,53.8,358,18,269
"Junction City, KS, Micropolitan Statistical Area",27947,97,8563,894,30,892,30.6,852,11,632
"Juneau, AK, Micropolitan Statistical Area",30711,125,9227,888,37,864,30.0,854,12,565
"Kahului-Wailuku-Lahaina, HI, Metropolitan Statistical Area",128241,630,57045,306,129,368,44.5,576,10,683
"Kalamazoo-Portage, MI, Metropolitan Statistical Area",314866,771,107725,180,267,168,34.2,804,8,765
"Kalispell, MT, Micropolitan Statistical Area",74471,472,29790,509,95,481,40.0,677,13,533
"Kankakee, IL, Metropolitan Statistical Area",103833,568,49364,351,105,444,47.5,501,10,676
"Kansas City, MO-KS, Metropolitan Statistical Area",1811644,892,874530,26,1666,20,48.3,485,9,727
"Kapaa, HI, Micropolitan Statistical Area",58463,400,30587,502,77,620,52.3,388,13,510
"Kearney, NE, Micropolitan Statistical Area",49141,343,31326,491,80,598,63.7,183,16,340
"Keene, NH, Micropolitan Statistical Area",73825,470,22764,620,77,614,30.8,846,10,654
"Kendallville, IN, Micropolitan Statistical Area",46275,317,13712,815,59,738,29.6,860,13,534
"Kennett, MO, Micropolitan Statistical Area",33155,150,17800,728,82,579,53.7,361,25,66
"Kennewick-Richland, WA, Metropolitan Statistical Area",191822,716,83240,228,195,240,43.4,605,10,674
"Kerrville, TX, Micropolitan Statistical Area",43649,291,23175,609,42,832,53.1,370,10,704
"Ketchikan, AK, Micropolitan Statistical Area",14059,6,4844,914,26,906,34.5,800,18,231
"Key West, FL, Micropolitan Statistical Area",79589,489,23422,604,72,643,29.4,862,9,733
"Kill Devil Hills, NC, Micropolitan Statistical Area",34116,166,13477,822,62,717,39.5,692,18,243
"Killeen-Temple, TX, Metropolitan Statistical Area",330714,779,151569,143,295,147,45.8,536,9,740
"Kingsport-Bristol-Bristol, TN-VA, Metropolitan Statistical Area",298484,768,153869,141,617,74,51.6,402,21,152
"Kingston, NY, Metropolitan Statistical Area",177749,704,89990,207,157,295,50.6,427,9,743
"Kingsville, TX, Micropolitan Statistical Area",31963,135,11546,854,39,854,36.1,760,12,555
"Kinston, NC, Micropolitan Statistical Area",59593,408,23744,596,96,468,39.8,682,16,350
"Kirksville, MO, Micropolitan Statistical Area",29147,109,12294,841,59,740,42.2,634,20,162
"Klamath Falls, OR, Micropolitan Statistical Area",63775,432,19948,682,75,628,31.3,843,12,577
"Knoxville, TN, Metropolitan Statistical Area",748259,854,451415,56,1106,35,60.3,241,15,431
"Kokomo, IN, Metropolitan Statistical Area",84964,511,40463,401,104,447,47.6,497,12,554
"La Crosse-Onalaska, WI-MN, Metropolitan Statistical Area",126838,629,84514,225,124,389,66.6,149,10,697
"La Grande, OR, Micropolitan Statistical Area",24530,66,8246,899,45,818,33.6,814,18,237
"Laconia, NH, Micropolitan Statistical Area",56325,388,25701,557,51,788,45.6,545,9,732
"Lafayette, LA, Metropolitan Statistical Area",425023,812,344912,70,235,194,81.2,31,6,886
"Lafayette-West Lafayette, IN, Metropolitan Statistical Area",178541,705,69219,256,178,269,38.8,712,10,688
"LaGrange, GA, Micropolitan Statistical Area",58779,403,30803,497,112,425,52.4,386,19,213
"Lake Charles, LA, Metropolitan Statistical Area",193568,719,126612,163,175,274,65.4,164,9,734
"Lake City, FL, Micropolitan Statistical Area",56513,389,19092,696,67,679,33.8,810,12,574
"Lake Havasu City-Kingman, AZ, Metropolitan Statistical Area",155032,680,43405,381,92,497,28.0,874,6,868
"Lakeland-Winter Haven, FL, Metropolitan Statistical Area",483924,824,202576,106,470,94,41.9,643,10,700
"Lamesa, TX, Micropolitan Statistical Area",14985,8,11939,845,36,865,79.7,38,24,75
"Lancaster, PA, Metropolitan Statistical Area",470658,820,227775,93,662,61,48.4,483,14,459
"Lansing-East Lansing, MI, Metropolitan Statistical Area",447822,816,168105,131,352,123,37.5,738,8,798
"Laramie, WY, Micropolitan Statistical Area",32014,136,11960,844,42,831,37.4,741,13,512
"Laredo, TX, Metropolitan Statistical Area",193117,717,142154,150,81,585,73.6,82,4,912
"Las Cruces, NM, Metropolitan Statistical Area",174682,702,135112,154,144,327,77.3,50,8,779
"Las Vegas, NM, Micropolitan Statistical Area",30126,120,23141,612,57,750,76.8,56,19,217
"Las Vegas-Henderson-Paradise, NV, Metropolitan Statistical Area",1375738,880,498697,49,487,87,36.2,756,4,917
"Laurel, MS, Micropolitan Statistical Area",83107,506,52248,330,203,229,62.9,202,24,69
"Laurinburg, NC, Micropolitan Statistical Area",35998,189,13336,825,61,723,37.0,747,17,302
"Lawrence, KS, Metropolitan Statistical Area",99965,554,29075,520,84,560,29.1,865,8,771
"Lawrenceburg, TN, Micropolitan Statistical Area",39926,249,26290,552,137,341,65.8,158,34,3
"Lawton, OK, Metropolitan Statistical Area",121610,616,71185,248,174,276,58.5,270,14,450
"Lebanon, MO, Micropolitan Statistical Area",32513,141,16439,758,78,610,50.6,429,24,77
"Lebanon, PA, Metropolitan Statistical Area",120327,611,58548,297,152,304,48.7,479,13,539
"Levelland, TX, Micropolitan Statistical Area",22716,52,19554,689,54,771,86.1,10,24,83
"Lewisburg, PA, Micropolitan Statistical Area",41624,273,15386,783,62,715,37.0,749,15,422
"Lewisburg, TN, Micropolitan Statistical Area",26767,88,12242,843,67,677,45.7,542,25,59
"Lewiston, ID-WA, Metropolitan Statistical Area",57961,396,22876,616,74,631,39.5,695,13,532
"Lewiston-Auburn, ME, Metropolitan Statistical Area",103793,567,51674,335,75,627,49.8,453,7,817
"Lewistown, PA, Micropolitan Statistical Area",46486,319,21738,641,109,433,46.8,523,23,95
"Lexington, NE, Micropolitan Statistical Area",26508,85,23531,601,58,743,88.8,4,22,118
"Lexington-Fayette, KY, Metropolitan Statistical Area",408326,808,201536,107,434,99,49.4,468,11,643
"Liberal, KS, Micropolitan Statistical Area",22510,50,8929,891,26,904,39.7,689,12,588
"Lima, OH, Metropolitan Statistical Area",108473,579,59133,292,125,383,54.5,341,12,590
"Lincoln, IL, Micropolitan Statistical Area",31183,130,17871,725,52,787,57.3,293,17,316
"Lincoln, NE, Metropolitan Statistical Area",266787,757,124635,165,232,196,46.7,524,9,753
"Little Rock-North Little Rock-Conway, AR, Metropolitan Statistical Area",610518,842,352316,67,817,48,57.7,285,13,501
"Lock Haven, PA, Micropolitan Statistical Area",37914,218,15287,785,80,588,40.3,672,21,141
"Logan, UT-ID, Metropolitan Statistical Area",102720,561,87957,216,281,156,85.6,13,27,30
"Logan, WV, Micropolitan Statistical Area",37710,217,9161,889,99,458,24.3,899,26,45
"Logansport, IN, Micropolitan Statistical Area",40930,263,15734,771,57,746,38.4,719,14,474
"London, KY, Micropolitan Statistical Area",120375,612,65288,276,239,187,54.2,348,20,181
"Longview, TX, Metropolitan Statistical Area",194042,720,127736,161,348,125,65.8,159,18,254
"Longview, WA, Metropolitan Statistical Area",92948,537,29643,512,87,530,31.9,837,9,720
"Los Alamos, NM, Micropolitan Statistical Area",18343,23,14996,793,29,894,81.8,26,16,369
"Los Angeles-Long Beach-Anaheim, CA, Metropolitan Statistical Area",12365619,916,6803405,2,5129,2,55.0,330,4,914
"Louisville/Jefferson County, KY-IN, Metropolitan Statistical Area",1121549,873,591843,44,1225,31,52.8,378,11,619
"Lubbock, TX, Metropolitan Statistical Area",256250,754,156321,140,275,166,61.0,233,11,633
"Ludington, MI, Micropolitan Statistical Area",28274,103,10926,867,41,840,38.6,714,15,437
"Lufkin, TX, Micropolitan Statistical Area",80130,493,54588,320,129,370,68.1,135,16,351
"Lumberton, NC, Micropolitan Statistical Area",123245,619,52327,328,220,205,42.5,630,18,259
"Lynchburg, VA, Metropolitan Statistical Area",228616,740,131342,157,364,120,57.5,289,16,357
"Macomb, IL, Micropolitan Statistical Area",32913,146,11634,850,56,755,35.3,780,17,301
"Macon, GA, Metropolitan Statistical Area",222385,737,91284,204,241,186,41.0,656,11,627
"Madera, CA, Metropolitan Statistical Area",123109,618,38932,417,88,528,31.6,839,7,822
"Madison, IN, Micropolitan Statistical Area",31705,133,16438,759,67,685,51.8,398,21,139
"Madison, WI, Metropolitan Statistical Area",535421,831,288840,81,429,101,53.9,354,8,792
"Madisonville, KY, Micropolitan Statistical Area",46519,320,26626,550,95,475,57.2,294,20,159
"Magnolia, AR, Micropolitan Statistical Area",25603,78,16426,760,78,611,64.2,181,30,10
"Malone, NY, Micropolitan Statistical Area",51134,355,32528,477,65,698,63.6,187,13,535
"Malvern, AR, Micropolitan Statistical Area",30353,121,17750,731,90,513,58.5,272,30,13
"Manchester-Nashua, NH, Metropolitan Statistical Area",380841,798,221420,96,189,251,58.1,280,5,903
"Manhattan, KS, Metropolitan Statistical Area",81051,495,29243,516,94,482,36.1,762,12,584
"Manitowoc, WI, Micropolitan Statistical Area",82893,505,67487,263,82,574,81.4,29,10,695
"Mankato-North Mankato, MN, Metropolitan Statistical Area",85712,512,51797,333,93,489,60.4,239,11,625
"Mansfield, OH, Metropolitan Statistical Area",128852,631,49731,346,146,319,38.6,717,11,596
"Marietta, OH, Micropolitan Statistical Area",63251,429,25284,568,126,381,40.0,679,20,175
"Marinette, WI-MI, Micropolitan Statistical Area",68710,453,45419,372,96,469,66.1,154,14,468
"Marion, IN, Micropolitan Statistical Area",73403,468,30334,506,125,386,41.3,652,17,300
"Marion, NC, Micropolitan Statistical Area",42151,279,20200,677,107,437,47.9,489,25,53
"Marion, OH, Micropolitan Statistical Area",66209,441,23779,593,79,601,35.9,766,12,571
"Marquette, MI, Micropolitan Statistical Area",64634,435,36819,436,80,597,57.0,299,12,549
"Marshall, MN, Micropolitan Statistical Area",25425,73,17695,733,42,835,69.6,118,17,327
"Marshall, MO, Micropolitan Statistical Area",23756,60,13114,829,71,652,55.2,328,30,11
"Marshall, TX, Micropolitan Statistical Area",62110,418,34891,454,95,480,56.2,312,15,396
"Marshalltown, IA, Micropolitan Statistical Area",39311,239,22372,628,66,687,56.9,301,17,309
"Martin, TN, Micropolitan Statistical Area",34895,176,22110,633,115,414,63.4,192,33,4
"Martinsville, VA, Micropolitan Statistical Area",73346,467,33555,467,132,362,45.7,541,18,252
"Maryville, MO, Micropolitan Statistical Area",21912,47,11842,847,44,824,54.0,350,20,169
"Mason City, IA, Micropolitan Statistical Area",54356,373,37115,432,74,635,68.3,132,14,489
"Mayfield, KY, Micropolitan Statistical Area",37028,205,28171,535,105,443,76.1,59,28,22
"Maysville, KY, Micropolitan Statistical Area",16800,18,11577,852,55,763,68.9,125,33,5
"McAlester, OK, Micropolitan Statistical Area",43953,296,31142,493,123,397,70.9,104,28,23
"McAllen-Edinburg-Mission, TX, Metropolitan Statistical Area",569463,837,286865,83,320,134,50.4,438,6,883
"McComb, MS, Micropolitan Statistical Area",52539,365,33200,472,109,436,63.2,197,21,149
"McMinnville, TN, Micropolitan Statistical Area",38276,225,20115,680,120,404,52.6,382,31,9
"McPherson, KS, Micropolitan Statistical Area",29554,112,18807,704,64,704,63.6,185,22,119
"Meadville, PA, Micropolitan Statistical Area",90366,524,36728,437,173,277,40.6,667,19,208
"Medford, OR, Metropolitan Statistical Area",181269,707,40212,406,151,308,22.2,912,8,776
"Memphis, TN-MS-AR, Metropolitan Statistical Area",1213220,877,515485,48,998,38,42.5,628,8,780
"Menomonie, WI, Micropolitan Statistical Area",39858,248,20128,679,61,726,50.5,431,15,394
"Merced, CA, Metropolitan Statistical Area",210554,733,106068,183,139,336,50.4,437,7,840
"Meridian, MS, Micropolitan Statistical Area",106569,574,68942,257,283,153,64.7,174,27,42
"Merrill, WI, Micropolitan Statistical Area",29641,113,20247,675,40,851,68.3,131,13,495
"Mexico, MO, Micropolitan Statistical Area",25853,79,17621,736,62,721,68.2,134,24,78
"Miami, OK, Micropolitan Statistical Area",33194,152,25545,563,86,537,77.0,53,26,49
"Miami-Fort Lauderdale-West Palm Beach, FL, Metropolitan Statistical Area",5007988,912,2269623,8,1921,15,45.3,551,4,916
"Michigan City-La Porte, IN, Metropolitan Statistical Area",110106,583,49389,350,109,432,44.9,565,10,694
"Middlesborough, KY, Micropolitan Statistical Area",30060,119,20478,672,96,471,68.1,136,32,8
"Midland, MI, Metropolitan Statistical Area",82874,504,37957,426,80,596,45.8,537,10,703
"Midland, TX, Metropolitan Statistical Area",120755,613,74572,244,116,412,61.8,224,10,706
"Milledgeville, GA, Micropolitan Statistical Area",54776,377,14650,800,69,663,26.7,887,13,542
"Milwaukee-Waukesha-West Allis, WI, Metropolitan Statistical Area",1500744,882,820785,30,874,45,54.7,336,6,873
"Mineral Wells, TX, Micropolitan Statistical Area",27026,91,15718,772,60,731,58.2,279,22,115
"Minneapolis-St. Paul-Bloomington, MN-WI, Metropolitan Statistical Area",3031922,902,1722507,12,1879,17,56.8,302,6,861
"Minot, ND, Micropolitan Statistical Area",67392,448,39933,408,125,384,59.3,260,19,228
"Missoula, MT, Metropolitan Statistical Area",95802,544,31006,495,86,546,32.4,831,9,739
"Mitchell, SD, Micropolitan Statistical Area",21880,45,17258,740,43,829,78.9,41,20,190
"Moberly, MO, Micropolitan Statistical Area",24663,68,14218,806,55,761,57.6,286,22,113
"Mobile, AL, Metropolitan Statistical Area",399843,803,212931,101,382,114,53.3,369,10,710
"Modesto, CA, Metropolitan Statistical Area",446997,815,195446,112,278,159,43.7,595,6,860
"Monroe, LA, Metropolitan Statistical Area",170053,698,99933,192,239,188,58.8,269,14,461
"Monroe, MI, Metropolitan Statistical Area",145945,669,78156,240,127,378,53.6,364,9,752
"Montgomery, AL, Metropolitan Statistical Area",346530,785,172091,127,427,103,49.7,456,12,551
"Montrose, CO, Micropolitan Statistical Area",33432,156,9918,881,47,809,29.7,859,14,460
"Morehead City, NC, Micropolitan Statistical Area",59383,406,24833,575,97,464,41.8,644,16,337
"Morgan City, LA, Micropolitan Statistical Area",53500,370,34605,459,53,780,64.7,176,10,693
"Morgantown, WV, Metropolitan Statistical Area",111200,587,33145,473,214,213,29.8,857,19,203
"Morristown, TN, Metropolitan Statistical Area",102422,560,59806,288,188,252,58.4,273,18,235
"Moscow, ID, Micropolitan Statistical Area",34935,178,10942,866,46,816,31.3,842,13,511
"Moses Lake, WA, Micropolitan Statistical Area",74698,473,32271,482,117,411,43.2,612,16,376
"Moultrie, GA, Micropolitan Statistical Area",42053,278,23047,614,83,567,54.8,332,20,186
"Mount Airy, NC, Micropolitan Statistical Area",71219,458,36133,443,168,284,50.7,424,24,88
"Mount Pleasant, MI, Micropolitan Statistical Area",63351,430,17699,732,58,744,27.9,875,9,728
"Mount Pleasant, TX, Micropolitan Statistical Area",28118,98,19966,681,66,689,71.0,101,23,93
"Mount Sterling, KY, Micropolitan Statistical Area",40195,251,13735,814,87,531,34.2,805,22,120
"Mount Vernon, IL, Micropolitan Statistical Area",40045,250,21841,637,94,484,54.5,339,23,92
"Mount Vernon, OH, Micropolitan Statistical Area",54503,374,21159,659,95,477,38.8,711,17,276
"Mount Vernon-Anacortes, WA, Metropolitan Statistical Area",102979,563,44794,376,104,446,43.5,603,10,678
