1971 - List of Metro Data

For explanatory notes see the Methods page on our website: www.usreligioncensus.org

Metro Area,Population,PopRank,Adherents,AdhRank,Congregations,ConRank,Adherents %,Adh% Rank,Congregations Per 10K People,Con Per 10K Rank
"Billings, MT, Metropolitan Statistical Area",95378,636,43977,299,95,339,46.1,544,10,640
"Binghamton, NY, Metropolitan Statistical Area",268328,805,132487,116,189,161,49.4,483,7,793
"Birmingham-Hoover, AL, Metropolitan Statistical Area",833075,875,390077,43,1166,17,46.8,524,14,391
"Bismarck, ND, Metropolitan Statistical Area",66978,539,53682,253,98,333,80.1,40,15,360
"Blackfoot, ID, Micropolitan Statistical Area",29167,226,3992,893,15,884,13.7,912,5,867
"Blacksburg-Christiansburg-Radford, VA, Metropolitan Statistical Area",114833,684,45785,288,261,110,39.9,682,23,87
"Bloomington, IL, Metropolitan Statistical Area",121364,695,66160,205,147,218,54.5,350,12,526
"Bloomington, IN, Metropolitan Statistical Area",97012,642,32967,380,104,315,34.0,785,11,600
"Bloomsburg-Berwick, PA, Metropolitan Statistical Area",71622,554,37113,348,140,229,51.8,417,20,165
"Bluefield, WV-VA, Micropolitan Statistical Area",103022,660,45856,287,235,121,44.5,581,23,86
"Blytheville, AR, Micropolitan Statistical Area",62060,517,29196,416,87,372,47.0,520,14,389
"Bogalusa, LA, Micropolitan Statistical Area",41987,381,19221,575,50,655,45.8,555,12,537
"Boise City, ID, Metropolitan Statistical Area",191090,766,67414,203,161,198,35.3,765,8,727
"Boone, IA, Micropolitan Statistical Area",26470,187,15012,674,43,716,56.7,302,16,280
"Boone, NC, Micropolitan Statistical Area",23404,144,14143,693,76,426,60.4,246,32,5
"Borger, TX, Micropolitan Statistical Area",24443,156,14956,677,32,799,61.2,221,13,457
"Boston-Cambridge-Newton, MA-NH, Metropolitan Statistical Area",3918092,911,2411838,5,1556,10,61.6,212,4,892
"Boulder, CO, Metropolitan Statistical Area",131889,713,55993,238,86,379,42.5,619,7,818
"Bowling Green, KY, Metropolitan Statistical Area",88504,615,43202,308,188,162,48.8,492,21,120
"Bozeman, MT, Micropolitan Statistical Area",32505,268,12043,757,40,740,37.0,748,12,505
"Bradford, PA, Micropolitan Statistical Area",51915,449,29414,412,78,410,56.7,303,15,336
"Brainerd, MN, Micropolitan Statistical Area",52149,451,27752,436,77,420,53.2,370,15,351
"Branson, MO, Micropolitan Statistical Area",22944,141,6496,864,45,696,28.3,852,20,164
"Breckenridge, CO, Micropolitan Statistical Area",2665,1,197,916,3,913,7.4,915,11,571
"Bremerton-Silverdale, WA, Metropolitan Statistical Area",101732,657,27817,435,62,542,27.3,863,6,839
"Brenham, TX, Micropolitan Statistical Area",18842,83,11327,781,35,775,60.1,250,19,199
"Brevard, NC, Micropolitan Statistical Area",19713,97,12199,751,49,672,61.9,206,25,57
"Bridgeport-Stamford-Norwalk, CT, Metropolitan Statistical Area",792814,872,455387,32,320,84,57.4,288,4,889
"Brookhaven, MS, Micropolitan Statistical Area",26198,181,18986,586,59,565,72.5,87,23,93
"Brookings, OR, Micropolitan Statistical Area",13006,32,2728,902,18,875,21.0,901,14,403
"Brookings, SD, Micropolitan Statistical Area",22158,125,13569,712,36,773,61.2,218,16,279
"Brownsville-Harlingen, TX, Metropolitan Statistical Area",140368,722,115626,130,110,294,82.4,31,8,757
"Brownwood, TX, Micropolitan Statistical Area",25877,179,17769,608,50,658,68.7,123,19,173
"Brunswick, GA, Metropolitan Statistical Area",63839,530,27730,437,88,369,43.4,602,14,408
"Bucyrus, OH, Micropolitan Statistical Area",50364,442,27957,431,65,511,55.5,333,13,470
"Buffalo-Cheektowaga-Niagara Falls, NY, Metropolitan Statistical Area",1349211,893,831930,20,668,35,61.7,210,5,870
"Burley, ID, Micropolitan Statistical Area",32748,270,7171,858,19,867,21.9,896,6,846
"Burlington, IA-IL, Micropolitan Statistical Area",55433,477,31099,393,75,436,56.1,315,14,432
"Burlington, NC, Metropolitan Statistical Area",96362,639,54902,246,146,219,57.0,298,15,328
"Burlington-South Burlington, VT, Metropolitan Statistical Area",133987,716,81592,175,134,244,60.9,235,10,637
"Butte-Silver Bow, MT, Micropolitan Statistical Area",41981,380,17773,607,22,856,42.3,624,5,864
"Cadillac, MI, Micropolitan Statistical Area",26843,190,11805,769,63,527,44.0,589,23,73
"Calhoun, GA, Micropolitan Statistical Area",23570,151,12722,737,55,609,54.0,360,23,75
"California-Lexington Park, MD, Metropolitan Statistical Area",47388,416,21197,531,37,758,44.7,576,8,762
"Cambridge, MD, Micropolitan Statistical Area",29405,232,11850,764,70,472,40.3,674,24,70
"Cambridge, OH, Micropolitan Statistical Area",37665,332,15722,657,71,464,41.7,639,19,195
"Camden, AR, Micropolitan Statistical Area",36469,317,16280,646,80,400,44.6,578,22,105
"Campbellsville, KY, Micropolitan Statistical Area",17138,65,13865,704,55,606,80.9,38,32,8
"Cañon City, CO, Micropolitan Statistical Area",21942,120,10258,809,29,816,46.8,526,13,449
"Canton, IL, Micropolitan Statistical Area",41890,379,18225,596,79,405,43.5,597,19,194
"Canton-Massillon, OH, Metropolitan Statistical Area",393789,841,160476,96,299,95,40.8,664,8,769
"Cape Coral-Fort Myers, FL, Metropolitan Statistical Area",105216,669,43904,301,94,340,41.7,640,9,698
"Cape Girardeau, MO-IL, Metropolitan Statistical Area",70185,548,42959,310,132,252,61.2,220,19,197
"Carbondale-Marion, IL, Metropolitan Statistical Area",104029,663,48248,277,182,166,46.4,534,17,230
"Carlsbad-Artesia, NM, Micropolitan Statistical Area",41119,372,21601,525,53,624,52.5,394,13,471
"Carson City, NV, Metropolitan Statistical Area",15468,48,4877,885,10,897,31.5,821,6,819
"Casper, WY, Metropolitan Statistical Area",51264,445,23179,495,38,755,45.2,569,7,781
"Cedar City, UT, Micropolitan Statistical Area",12177,27,10977,792,3,912,90.1,11,2,910
"Cedar Rapids, IA, Metropolitan Statistical Area",205966,774,115541,131,204,145,56.1,316,10,642
"Cedartown, GA, Micropolitan Statistical Area",29656,236,17157,617,49,668,57.9,279,17,269
"Celina, OH, Micropolitan Statistical Area",35265,299,31788,385,58,577,90.1,12,16,271
"Centralia, IL, Micropolitan Statistical Area",38986,348,22900,499,89,364,58.7,268,23,85
"Centralia, WA, Micropolitan Statistical Area",45467,406,13882,702,55,605,30.5,832,12,529
"Chambersburg-Waynesboro, PA, Metropolitan Statistical Area",100833,654,43862,302,139,232,43.5,598,14,407
"Champaign-Urbana, IL, Metropolitan Statistical Area",195172,768,90093,159,196,154,46.2,542,10,634
"Charleston, WV, Metropolitan Statistical Area",263963,802,94386,154,356,78,35.8,759,13,434
"Charleston-Mattoon, IL, Micropolitan Statistical Area",57587,488,24171,480,86,378,42.0,636,15,342
"Charleston-North Charleston, SC, Metropolitan Statistical Area",336125,825,146895,108,374,75,43.7,595,11,580
"Charlotte-Concord-Gastonia, NC-SC, Metropolitan Statistical Area",985683,881,552329,26,1486,12,56.0,317,15,334
"Charlottesville, VA, Metropolitan Statistical Area",111828,679,56346,236,213,137,50.4,448,19,188
"Chattanooga, TN-GA, Metropolitan Statistical Area",370016,834,179325,88,499,52,48.5,499,13,435
"Cheyenne, WY, Metropolitan Statistical Area",56360,481,25684,458,42,727,45.6,558,7,776
"Chicago-Naperville-Elgin, IL-IN-WI, Metropolitan Statistical Area",7886829,914,4322323,2,3120,2,54.8,343,4,894
"Chico, CA, Metropolitan Statistical Area",101969,658,23971,483,63,535,23.5,885,6,836
"Chillicothe, OH, Micropolitan Statistical Area",61211,511,19961,563,79,404,32.6,806,13,469
"Cincinnati, OH-KY-IN, Metropolitan Statistical Area",1679873,898,830278,21,1413,13,49.4,482,8,729
"Claremont-Lebanon, NH-VT, Micropolitan Statistical Area",147621,733,61402,217,229,125,41.6,646,16,311
"Clarksburg, WV, Micropolitan Statistical Area",93295,628,47411,281,220,132,50.8,437,24,72
"Clarksdale, MS, Micropolitan Statistical Area",40447,364,12655,738,35,780,31.3,824,9,716
"Clarksville, TN-KY, Metropolitan Statistical Area",127565,705,53544,254,198,149,42.0,635,16,310
"Clearlake, CA, Micropolitan Statistical Area",19548,95,4660,886,39,743,23.8,881,20,151
"Cleveland, MS, Micropolitan Statistical Area",49409,432,16466,640,66,503,33.3,795,13,441
"Cleveland, TN, Metropolitan Statistical Area",62355,519,40237,328,160,200,64.5,175,26,49
"Cleveland-Elyria, OH, Metropolitan Statistical Area",2321037,905,1160207,11,958,23,50.0,459,4,887
"Clewiston, FL, Micropolitan Statistical Area",11859,25,5498,878,22,858,46.4,535,19,201
"Clinton, IA, Micropolitan Statistical Area",56749,483,36825,351,66,499,64.9,172,12,547
"Clovis, NM, Micropolitan Statistical Area",39517,358,23584,493,44,711,59.7,256,11,579
"Coeur d'Alene, ID, Metropolitan Statistical Area",35332,301,9591,821,26,837,27.1,865,7,786
"Coffeyville, KS, Micropolitan Statistical Area",39949,361,22364,512,80,398,56.0,320,20,150
"Coldwater, MI, Micropolitan Statistical Area",37906,338,10912,795,30,813,28.8,848,8,753
"College Station-Bryan, TX, Metropolitan Statistical Area",82366,602,42853,311,107,305,52.0,411,13,464
"Colorado Springs, CO, Metropolitan Statistical Area",239288,790,89634,160,131,254,37.5,742,5,854
"Columbia, MO, Metropolitan Statistical Area",80911,590,30402,402,73,444,37.6,736,9,693
"Columbia, SC, Metropolitan Statistical Area",402914,844,190500,80,492,54,47.3,516,12,518
"Columbus, GA-AL, Metropolitan Statistical Area",255203,798,86161,165,208,142,33.8,789,8,742
"Columbus, IN, Metropolitan Statistical Area",57022,485,29813,406,67,493,52.3,400,12,543
"Columbus, MS, Micropolitan Statistical Area",49700,438,19152,580,61,548,38.5,718,12,509
"Columbus, NE, Micropolitan Statistical Area",26508,188,22708,505,37,764,85.7,19,14,392
"Columbus, OH, Metropolitan Statistical Area",1218536,891,454234,33,959,22,37.3,743,8,755
"Concord, NH, Micropolitan Statistical Area",80925,591,35718,355,75,432,44.1,586,9,679
"Connersville, IN, Micropolitan Statistical Area",26216,182,10118,813,32,793,38.6,716,12,519
"Cookeville, TN, Micropolitan Statistical Area",58494,494,20865,540,114,285,35.7,760,19,168
"Coos Bay, OR, Micropolitan Statistical Area",56515,482,12797,733,53,629,22.6,892,9,671
"Cordele, GA, Micropolitan Statistical Area",18087,77,5906,873,28,825,32.7,805,15,312
"Corinth, MS, Micropolitan Statistical Area",27179,202,14653,683,61,552,53.9,361,22,95
"Cornelia, GA, Micropolitan Statistical Area",20691,107,13105,723,50,663,63.3,185,24,63
"Corning, NY, Micropolitan Statistical Area",99546,651,42028,317,114,286,42.2,628,11,559
"Corpus Christi, TX, Metropolitan Statistical Area",293734,812,174324,90,214,135,59.3,260,7,788
"Corsicana, TX, Micropolitan Statistical Area",31150,255,20739,544,63,530,66.6,150,20,146
"Cortland, NY, Micropolitan Statistical Area",45894,410,20143,558,47,682,43.9,591,10,623
"Corvallis, OR, Metropolitan Statistical Area",53776,464,13595,711,28,828,25.3,873,5,865
"Coshocton, OH, Micropolitan Statistical Area",33486,275,16900,623,66,500,50.5,443,20,158
"Craig, CO, Micropolitan Statistical Area",6525,9,1566,909,10,898,24.0,880,15,322
"Crawfordsville, IN, Micropolitan Statistical Area",33930,282,16291,645,58,578,48.0,505,17,241
"Crescent City, CA, Micropolitan Statistical Area",14580,40,3447,899,13,889,23.6,883,9,700
"Crestview-Fort Walton Beach-Destin, FL, Metropolitan Statistical Area",104274,664,38254,341,121,274,36.7,751,12,549
"Crossville, TN, Micropolitan Statistical Area",20733,110,7261,856,47,684,35.0,769,23,90
"Cullman, AL, Micropolitan Statistical Area",52445,455,37693,343,167,189,71.9,93,32,10
"Cullowhee, NC, Micropolitan Statistical Area",21593,118,14165,690,77,419,65.6,161,36,2
"Cumberland, MD-WV, Metropolitan Statistical Area",107153,672,59778,223,177,173,55.8,326,17,270
"Dallas-Fort Worth-Arlington, TX, Metropolitan Statistical Area",2428720,906,1124954,12,1710,8,46.3,537,7,794
"Dalton, GA, Metropolitan Statistical Area",68094,541,30909,398,99,329,45.4,562,15,363
"Danville, IL, Metropolitan Statistical Area",97047,643,43923,300,137,236,45.3,567,14,384
"Danville, KY, Micropolitan Statistical Area",37753,335,27011,439,112,293,71.5,96,30,15
"Danville, VA, Micropolitan Statistical Area",105180,668,46485,284,174,176,44.2,585,17,268
"Daphne-Fairhope-Foley, AL, Metropolitan Statistical Area",59382,498,28151,428,118,278,47.4,512,20,155
"Davenport-Moline-Rock Island, IA-IL, Metropolitan Statistical Area",379932,840,193361,79,292,98,50.9,436,8,764
"Dayton, OH, Metropolitan Statistical Area",815547,874,332473,54,520,48,40.8,663,6,826
"Dayton, TN, Micropolitan Statistical Area",17202,66,8523,840,50,656,49.5,479,29,17
"Decatur, AL, Metropolitan Statistical Area",104587,665,55627,241,178,171,53.2,371,17,248
"Decatur, IL, Metropolitan Statistical Area",125010,701,62251,215,102,321,49.8,473,8,741
"Decatur, IN, Micropolitan Statistical Area",26871,191,17162,616,42,722,63.9,181,16,302
"Defiance, OH, Micropolitan Statistical Area",36949,325,24499,476,51,651,66.3,153,14,405
"Del Rio, TX, Micropolitan Statistical Area",27471,204,14021,695,19,869,51.0,434,7,799
"Deltona-Daytona Beach-Ormond Beach, FL, Metropolitan Statistical Area",173941,755,74452,184,162,195,42.8,612,9,678
"Deming, NM, Micropolitan Statistical Area",11706,24,4646,887,17,878,39.7,690,15,364
"Denver-Aurora-Lakewood, CO, Metropolitan Statistical Area",1116226,888,423686,39,506,50,38.0,729,5,882
"DeRidder, LA, Micropolitan Statistical Area",22888,139,8965,832,40,735,39.2,706,17,232
"Des Moines-West Des Moines, IA, Metropolitan Statistical Area",363419,833,180437,86,336,81,49.6,476,9,680
"Detroit-Warren-Dearborn, MI, Metropolitan Statistical Area",4431390,912,2075463,6,1488,11,46.8,523,3,901
"Dickinson, ND, Micropolitan Statistical Area",19613,96,17018,621,28,826,86.8,17,14,375
"Dixon, IL, Micropolitan Statistical Area",37947,340,21762,521,52,631,57.3,292,14,413
"Dodge City, KS, Micropolitan Statistical Area",22587,132,15803,654,32,797,70.0,108,14,379
"Dothan, AL, Metropolitan Statistical Area",91752,625,51217,263,170,184,55.8,324,19,202
"Douglas, GA, Micropolitan Statistical Area",22828,138,9274,825,39,742,40.6,666,17,243
"Dover, DE, Metropolitan Statistical Area",81892,598,23920,486,70,471,29.2,843,9,720
"Dublin, GA, Micropolitan Statistical Area",40465,366,22042,517,112,292,54.5,351,28,24
"DuBois, PA, Micropolitan Statistical Area",74619,565,38980,335,163,193,52.2,403,22,107
"Dubuque, IA, Metropolitan Statistical Area",90609,621,75111,183,58,582,82.9,28,6,822
"Duluth, MN-WI, Metropolitan Statistical Area",293422,811,165999,93,294,97,56.6,306,10,636
"Dumas, TX, Micropolitan Statistical Area",14060,39,7921,848,18,872,56.3,310,13,475
"Duncan, OK, Micropolitan Statistical Area",35902,308,23477,494,52,643,65.4,164,14,367
"Dunn, NC, Micropolitan Statistical Area",49667,437,22835,500,83,388,46.0,549,17,258
"Durango, CO, Micropolitan Statistical Area",19199,90,6253,869,20,863,32.6,807,10,616
"Durant, OK, Micropolitan Statistical Area",25552,174,15175,670,75,437,59.4,259,29,16
"Durham-Chapel Hill, NC, Metropolitan Statistical Area",245856,795,113049,132,331,82,46.0,548,13,437
"Dyersburg, TN, Micropolitan Statistical Area",30427,240,16306,644,68,482,53.6,366,22,97
"Eagle Pass, TX, Micropolitan Statistical Area",18093,78,16403,643,15,885,90.7,10,8,734
"East Stroudsburg, PA, Metropolitan Statistical Area",45422,404,24952,467,74,441,54.9,339,16,275
"Easton, MD, Micropolitan Statistical Area",23682,152,10037,815,48,676,42.4,623,20,145
"Eau Claire, WI, Metropolitan Statistical Area",114936,685,83500,171,123,271,72.6,85,11,602
"Edwards, CO, Micropolitan Statistical Area",7498,13,860,914,9,901,11.5,913,12,532
"Effingham, IL, Micropolitan Statistical Area",24608,158,21025,535,65,506,85.4,20,26,34
"El Campo, TX, Micropolitan Statistical Area",36729,319,22819,502,51,653,62.1,203,14,399
"El Centro, CA, Metropolitan Statistical Area",74492,564,28030,430,50,661,37.6,734,7,810
"El Dorado, AR, Micropolitan Statistical Area",45428,405,27920,433,82,393,61.5,213,18,213
"El Paso, TX, Metropolitan Statistical Area",361683,831,211742,75,157,203,58.5,271,4,884
"Elizabeth City, NC, Micropolitan Statistical Area",40628,367,16882,624,64,519,41.6,647,16,294
"Elizabethtown-Fort Knox, KY, Metropolitan Statistical Area",107889,674,45524,290,141,227,42.2,630,13,459
"Elk City, OK, Micropolitan Statistical Area",15754,54,11509,773,38,749,73.1,80,24,64
"Elkhart-Goshen, IN, Metropolitan Statistical Area",126529,703,54700,249,134,248,43.2,607,11,608
"Elkins, WV, Micropolitan Statistical Area",24596,157,9233,826,74,438,37.5,738,30,13
"Elko, NV, Micropolitan Statistical Area",14906,43,4413,891,20,864,29.6,842,13,440
"Ellensburg, WA, Micropolitan Statistical Area",25039,166,7064,859,31,809,28.2,854,12,500
"Elmira, NY, Metropolitan Statistical Area",101537,656,54622,251,77,422,53.8,364,8,771
"Emporia, KS, Micropolitan Statistical Area",32071,263,15677,658,39,745,48.9,489,12,523
"Enid, OK, Micropolitan Statistical Area",55365,476,28271,426,66,505,51.1,432,12,536
"Enterprise, AL, Micropolitan Statistical Area",34872,290,20602,545,67,488,59.1,263,19,175
"Erie, PA, Metropolitan Statistical Area",263654,801,157395,99,201,147,59.7,255,8,767
"Escanaba, MI, Micropolitan Statistical Area",35924,309,25533,460,52,642,71.1,99,14,368
"Española, NM, Micropolitan Statistical Area",25170,168,20025,562,65,507,79.6,43,26,44
"Eugene, OR, Metropolitan Statistical Area",213358,777,55725,239,150,212,26.1,868,7,795
"Eureka-Arcata-Fortuna, CA, Micropolitan Statistical Area",99692,653,31079,394,94,342,31.2,825,9,668
"Evanston, WY, Micropolitan Statistical Area",7100,12,1247,911,8,902,17.6,910,11,569
"Evansville, IN-KY, Metropolitan Statistical Area",254515,797,138156,112,285,101,54.3,353,11,574
"Fairbanks, AK, Metropolitan Statistical Area",45864,409,12763,734,29,820,27.8,858,6,828
"Fairfield, IA, Micropolitan Statistical Area",15774,56,8631,835,35,776,54.7,345,22,100
"Fairmont, WV, Micropolitan Statistical Area",61356,515,29402,413,137,237,47.9,507,22,98
"Fallon, NV, Micropolitan Statistical Area",10513,19,2074,904,7,903,19.7,905,7,813
"Fargo, ND-MN, Metropolitan Statistical Area",120238,694,85551,168,154,206,71.2,98,13,473
"Faribault-Northfield, MN, Micropolitan Statistical Area",41582,375,28289,424,44,709,68.0,127,11,609
"Farmington, MO, Micropolitan Statistical Area",36818,322,21576,526,59,563,58.6,270,16,288
"Farmington, NM, Metropolitan Statistical Area",52517,456,19507,571,47,683,37.1,746,9,695
"Fayetteville, NC, Metropolitan Statistical Area",228478,784,58773,225,174,180,25.7,872,8,768
"Fayetteville-Springdale-Rogers, AR-MO, Metropolitan Statistical Area",149656,735,60502,220,266,109,40.4,671,18,224
"Fergus Falls, MN, Micropolitan Statistical Area",46097,412,35528,359,104,313,77.1,60,23,92
"Fernley, NV, Micropolitan Statistical Area",8221,14,2147,903,12,892,26.1,869,15,362
"Findlay, OH, Micropolitan Statistical Area",61217,512,33599,374,69,476,54.9,340,11,568
