1971 - List of Metro Data

For explanatory notes see the Methods page on our website: www.usreligioncensus.org

Metro Area,Population,PopRank,Adherents,AdhRank,Congregations,ConRank,Adherents %,Adh% Rank,Congregations Per 10K People,Con Per 10K Rank
"Fitzgerald, GA, Micropolitan Statistical Area",13171,34,7332,855,28,824,55.7,328,21,119
"Flagstaff, AZ, Metropolitan Statistical Area",48326,424,17992,600,44,707,37.2,744,9,691
"Flint, MI, Metropolitan Statistical Area",444341,848,155148,101,226,126,34.9,770,5,868
"Florence, SC, Metropolitan Statistical Area",143078,726,57824,231,204,146,40.4,672,14,376
"Florence-Muscle Shoals, AL, Metropolitan Statistical Area",117743,690,50384,266,178,170,42.8,613,15,330
"Fond du Lac, WI, Metropolitan Statistical Area",84567,606,74327,185,94,343,87.9,14,11,582
"Forest City, NC, Micropolitan Statistical Area",47337,415,37187,346,125,263,78.6,51,26,35
"Forrest City, AR, Micropolitan Statistical Area",30799,250,12151,753,46,694,39.5,698,15,341
"Fort Collins, CO, Metropolitan Statistical Area",89900,619,34209,367,61,551,38.1,727,7,805
"Fort Dodge, IA, Micropolitan Statistical Area",48391,425,33673,373,66,502,69.6,112,14,424
"Fort Leonard Wood, MO, Micropolitan Statistical Area",53781,465,10812,802,49,666,20.1,903,9,689
"Fort Madison-Keokuk, IA-IL-MO, Micropolitan Statistical Area",74901,566,42982,309,149,213,57.4,290,20,154
"Fort Morgan, CO, Micropolitan Statistical Area",20105,101,11033,789,31,805,54.9,342,15,318
"Fort Polk South, LA, Micropolitan Statistical Area",53794,466,16762,628,64,521,31.2,827,12,538
"Fort Smith, AR-OK, Metropolitan Statistical Area",160421,745,82900,172,259,113,51.7,422,16,283
"Fort Wayne, IN, Metropolitan Statistical Area",327671,821,176502,89,267,107,53.9,362,8,743
"Frankfort, IN, Micropolitan Statistical Area",30547,244,15309,667,49,669,50.1,455,16,287
"Frankfort, KY, Micropolitan Statistical Area",43839,396,30578,401,80,401,69.8,110,18,211
"Fredericksburg, TX, Micropolitan Statistical Area",10553,20,8980,831,18,871,85.1,22,17,245
"Freeport, IL, Micropolitan Statistical Area",48861,428,28964,421,76,425,59.3,262,16,308
"Fremont, NE, Micropolitan Statistical Area",34782,289,19525,569,44,706,56.1,314,13,485
"Fremont, OH, Micropolitan Statistical Area",60983,510,37009,349,57,585,60.7,239,9,672
"Fresno, CA, Metropolitan Statistical Area",413053,846,158093,98,248,116,38.3,724,6,841
"Gadsden, AL, Metropolitan Statistical Area",94144,631,58242,229,168,188,61.9,208,18,221
"Gaffney, SC, Micropolitan Statistical Area",36791,321,25482,461,76,428,69.3,116,21,136
"Gainesville, FL, Metropolitan Statistical Area",108315,676,41634,320,134,242,38.4,719,12,502
"Gainesville, GA, Metropolitan Statistical Area",59405,499,33463,375,84,385,56.3,311,14,381
"Gainesville, TX, Micropolitan Statistical Area",23471,145,15315,666,45,698,65.3,165,19,179
"Galesburg, IL, Micropolitan Statistical Area",61280,514,26621,450,46,692,43.4,601,8,775
"Gallup, NM, Micropolitan Statistical Area",43208,390,13666,709,36,772,31.6,820,8,731
"Garden City, KS, Micropolitan Statistical Area",21994,123,13747,707,29,819,62.5,198,13,451
"Gardnerville Ranchos, NV, Micropolitan Statistical Area",6882,11,1523,910,6,909,22.1,895,9,712
"Georgetown, SC, Micropolitan Statistical Area",33500,276,11982,760,64,525,35.8,758,19,186
"Gettysburg, PA, Metropolitan Statistical Area",56937,484,37639,344,97,335,66.1,156,17,246
"Gillette, WY, Micropolitan Statistical Area",12957,31,2871,901,6,907,22.2,894,5,879
"Glasgow, KY, Micropolitan Statistical Area",36854,323,19135,581,92,348,51.9,415,25,56
"Glens Falls, NY, Metropolitan Statistical Area",102127,659,48086,279,144,223,47.1,519,14,385
"Glenwood Springs, CO, Micropolitan Statistical Area",21006,113,5129,882,33,789,24.4,879,16,296
"Gloversville, NY, Micropolitan Statistical Area",52637,459,29121,418,46,691,55.3,336,9,710
"Goldsboro, NC, Metropolitan Statistical Area",85408,609,25705,457,106,310,30.1,835,12,498
"Grand Forks, ND-MN, Metropolitan Statistical Area",95537,637,64226,212,138,234,67.2,138,14,369
"Grand Island, NE, Metropolitan Statistical Area",67276,540,48489,275,92,347,72.1,90,14,415
"Grand Junction, CO, Metropolitan Statistical Area",54374,469,16160,649,42,724,29.7,841,8,763
"Grand Rapids-Wyoming, MI, Metropolitan Statistical Area",617051,861,318776,57,541,46,51.7,423,9,707
"Grants Pass, OR, Metropolitan Statistical Area",35746,306,8100,845,27,833,22.7,891,8,773
"Great Bend, KS, Micropolitan Statistical Area",30663,248,23081,497,51,652,75.3,66,17,265
"Great Falls, MT, Metropolitan Statistical Area",81804,596,29667,408,62,541,36.3,754,8,772
"Greeley, CO, Metropolitan Statistical Area",89297,618,35597,357,90,356,39.9,684,10,632
"Green Bay, WI, Metropolitan Statistical Area",202758,771,161198,95,181,167,79.5,44,9,699
"Greeneville, TN, Micropolitan Statistical Area",47630,419,22527,508,129,259,47.3,514,27,31
"Greenfield Town, MA, Micropolitan Statistical Area",59210,497,29488,411,77,416,49.8,472,13,463
"Greensboro-High Point, NC, Metropolitan Statistical Area",437350,847,209989,76,606,39,48.0,504,14,402
"Greensburg, IN, Micropolitan Statistical Area",22738,137,14067,694,52,641,61.9,207,23,84
"Greenville, MS, Micropolitan Statistical Area",70581,551,26916,441,56,598,38.1,726,8,751
"Greenville, NC, Metropolitan Statistical Area",73900,563,21005,536,97,334,28.4,850,13,456
"Greenville, OH, Micropolitan Statistical Area",49141,429,24803,473,73,449,50.5,442,15,348
"Greenville-Anderson-Mauldin, SC, Metropolitan Statistical Area",454689,850,275036,62,701,28,60.5,244,15,319
"Greenwood, MS, Micropolitan Statistical Area",51508,447,20562,547,87,370,39.9,680,17,252
"Greenwood, SC, Micropolitan Statistical Area",70798,552,40684,326,145,220,57.5,286,20,140
"Grenada, MS, Micropolitan Statistical Area",19854,98,8173,844,27,832,41.2,656,14,427
"Gulfport-Biloxi-Pascagoula, MS, Metropolitan Statistical Area",239944,791,122862,125,252,115,51.2,429,11,613
"Guymon, OK, Micropolitan Statistical Area",16352,58,10971,793,42,717,67.1,143,26,48
"Hagerstown-Martinsburg, MD-WV, Metropolitan Statistical Area",140185,721,69836,195,192,156,49.8,471,14,414
"Hailey, ID, Micropolitan Statistical Area",9534,15,1595,908,14,887,16.7,911,15,355
"Hammond, LA, Metropolitan Statistical Area",65875,537,29728,407,77,415,45.1,572,12,545
"Hanford-Corcoran, CA, Metropolitan Statistical Area",64610,532,22224,513,53,623,34.4,776,8,736
"Hannibal, MO, Micropolitan Statistical Area",35885,307,22445,511,89,366,62.5,197,25,59
"Harrisburg-Carlisle, PA, Metropolitan Statistical Area",410626,845,216681,72,452,62,52.8,388,11,585
"Harrison, AR, Micropolitan Statistical Area",24917,164,9849,818,58,573,39.5,696,23,78
"Harrisonburg, VA, Metropolitan Statistical Area",62495,520,31138,391,145,221,49.8,470,23,80
"Hartford-West Hartford-East Hartford, CT, Metropolitan Statistical Area",1034993,882,632167,24,458,60,61.1,228,4,883
"Hastings, NE, Micropolitan Statistical Area",30553,246,23641,490,41,731,77.4,58,13,439
"Hattiesburg, MS, Metropolitan Statistical Area",82123,600,51940,258,160,199,63.2,187,19,169
"Hays, KS, Micropolitan Statistical Area",24730,160,16607,632,26,839,67.2,140,11,612
"Heber, UT, Micropolitan Statistical Area",5863,5,5570,877,1,916,95.0,4,2,915
"Helena, MT, Micropolitan Statistical Area",38519,345,20299,553,39,741,52.7,390,10,629
"Helena-West Helena, AR, Micropolitan Statistical Area",40046,362,13676,708,37,762,34.2,781,9,681
"Henderson, NC, Micropolitan Statistical Area",32691,269,17325,615,62,539,53.0,379,19,189
"Hereford, TX, Micropolitan Statistical Area",18999,85,10543,805,16,880,55.5,334,8,728
"Hermiston-Pendleton, OR, Micropolitan Statistical Area",49388,431,20580,546,82,389,41.7,643,17,266
"Hickory-Lenoir-Morganton, NC, Metropolitan Statistical Area",227402,782,155352,100,473,59,68.3,126,21,132
"Hillsdale, MI, Micropolitan Statistical Area",37171,328,9629,819,46,687,25.9,871,12,501
"Hilo, HI, Micropolitan Statistical Area",63468,527,29359,414,55,604,46.3,539,9,715
"Hilton Head Island-Bluffton-Beaufort, SC, Metropolitan Statistical Area",63021,523,14694,682,56,597,23.3,887,9,703
"Hinesville, GA, Metropolitan Statistical Area",21315,116,6186,870,29,818,29.0,845,14,425
"Hobbs, NM, Micropolitan Statistical Area",49554,435,30899,399,68,483,62.4,199,14,412
"Holland, MI, Micropolitan Statistical Area",66575,538,23734,488,155,205,35.7,761,23,77
"Homosassa Springs, FL, Metropolitan Statistical Area",19196,89,7230,857,30,815,37.7,733,16,303
"Hood River, OR, Micropolitan Statistical Area",13187,35,4280,892,18,874,32.5,808,14,421
"Hot Springs, AR, Metropolitan Statistical Area",54131,467,25615,459,59,568,47.3,513,11,590
"Houghton, MI, Micropolitan Statistical Area",36916,324,19511,570,46,688,52.9,386,12,495
"Houma-Thibodaux, LA, Metropolitan Statistical Area",144990,730,95883,151,68,485,66.1,154,5,878
"Houston-The Woodlands-Sugar Land, TX, Metropolitan Statistical Area",2195146,903,1021493,13,1231,15,46.5,531,6,849
"Hudson, NY, Micropolitan Statistical Area",51519,448,28276,425,77,418,54.9,341,15,340
"Huntingdon, PA, Micropolitan Statistical Area",39108,351,19189,577,117,280,49.1,486,30,14
"Huntington, IN, Micropolitan Statistical Area",34970,291,19742,567,54,616,56.5,308,15,315
"Huntington-Ashland, WV-KY-OH, Metropolitan Statistical Area",333472,824,122459,126,456,61,36.7,750,14,416
"Huntsville, AL, Metropolitan Statistical Area",228239,783,92791,155,224,128,40.7,665,10,648
"Huntsville, TX, Micropolitan Statistical Area",35308,300,13777,705,57,587,39.0,709,16,284
"Huron, SD, Micropolitan Statistical Area",20877,111,14161,691,31,811,67.8,130,15,350
"Hutchinson, KS, Micropolitan Statistical Area",60765,508,31645,386,78,409,52.1,409,13,472
"Hutchinson, MN, Micropolitan Statistical Area",27662,207,26826,443,45,699,97.0,2,16,277
"Idaho Falls, ID, Metropolitan Statistical Area",65794,536,12349,747,26,843,18.8,907,4,895
"Indiana, PA, Micropolitan Statistical Area",79451,586,45885,286,143,225,57.8,282,18,218
"Indianapolis-Carmel-Anderson, IN, Metropolitan Statistical Area",1284322,892,482289,30,1004,20,37.6,737,8,760
"Indianola, MS, Micropolitan Statistical Area",37047,326,12980,728,51,650,35.0,768,14,410
"Ionia, MI, Micropolitan Statistical Area",45848,408,19086,582,56,593,41.6,645,12,516
"Iowa City, IA, Metropolitan Statistical Area",91094,623,44654,293,93,344,49.0,487,10,625
"Iron Mountain, MI-WI, Micropolitan Statistical Area",27051,198,16527,635,39,744,61.1,225,14,370
"Ithaca, NY, Metropolitan Statistical Area",76879,573,26081,454,57,588,33.9,786,7,780
"Jackson, MI, Metropolitan Statistical Area",143274,727,44903,291,82,390,31.3,823,6,847
"Jackson, MS, Metropolitan Statistical Area",360643,830,189032,82,474,58,52.4,397,13,454
"Jackson, OH, Micropolitan Statistical Area",27174,201,7466,854,42,720,27.5,861,15,314
"Jackson, TN, Metropolitan Statistical Area",90056,620,44539,294,139,231,49.5,481,15,316
"Jackson, WY-ID, Micropolitan Statistical Area",4823,3,1022,913,4,911,21.2,899,8,733
"Jacksonville, FL, Metropolitan Statistical Area",621519,862,245407,65,450,64,39.5,697,7,789
"Jacksonville, IL, Micropolitan Statistical Area",42270,382,24896,469,90,358,58.9,266,21,118
"Jacksonville, NC, Metropolitan Statistical Area",103126,662,23108,496,64,523,22.4,893,6,835
"Jacksonville, TX, Micropolitan Statistical Area",32008,262,15980,653,69,478,49.9,462,22,113
"Jamestown, ND, Micropolitan Statistical Area",23550,150,16695,630,46,689,70.9,100,20,166
"Jamestown-Dunkirk-Fredonia, NY, Micropolitan Statistical Area",147305,732,73171,187,161,197,49.7,475,11,588
"Janesville-Beloit, WI, Metropolitan Statistical Area",131970,714,89298,162,108,300,67.7,131,8,738
"Jasper, IN, Micropolitan Statistical Area",43215,391,32231,382,72,456,74.6,72,17,264
"Jefferson City, MO, Metropolitan Statistical Area",93814,630,65870,206,197,151,70.2,105,21,125
"Jefferson, GA, Micropolitan Statistical Area",21093,114,11814,767,58,584,56.0,318,27,28
"Jesup, GA, Micropolitan Statistical Area",17858,76,9191,828,40,734,51.5,427,22,96
"Johnson City, TN, Metropolitan Statistical Area",131753,712,77616,178,277,104,58.9,265,21,123
"Johnstown, PA, Metropolitan Statistical Area",186785,764,150324,105,229,124,80.5,39,12,510
"Jonesboro, AR, Metropolitan Statistical Area",78890,582,42726,313,155,204,54.2,355,20,162
"Joplin, MO, Metropolitan Statistical Area",112753,682,59805,222,212,138,53.0,375,19,198
"Junction City, KS, Micropolitan Statistical Area",28111,214,10203,811,22,855,36.3,753,8,759
"Juneau, AK, Micropolitan Statistical Area",13556,36,4566,888,18,873,33.7,791,13,447
"Kahului-Wailuku-Lahaina, HI, Metropolitan Statistical Area",45984,411,19215,576,55,603,41.8,638,12,535
"Kalamazoo-Portage, MI, Metropolitan Statistical Area",257723,800,89613,161,190,160,34.8,772,7,784
"Kalispell, MT, Micropolitan Statistical Area",39460,356,13446,714,39,748,34.1,783,10,644
"Kankakee, IL, Metropolitan Statistical Area",97250,645,56120,237,85,383,57.7,284,9,709
"Kansas City, MO-KS, Metropolitan Statistical Area",1414786,897,640818,23,1215,16,45.3,566,9,719
"Kapaa, HI, Micropolitan Statistical Area",29933,238,11231,784,36,765,37.5,739,12,531
"Kearney, NE, Micropolitan Statistical Area",37929,339,22556,507,67,495,59.5,258,18,226
"Keene, NH, Micropolitan Statistical Area",52364,453,20776,543,66,498,39.7,692,13,488
"Kendallville, IN, Micropolitan Statistical Area",31382,257,12510,743,49,671,39.9,685,16,304
"Kennett, MO, Micropolitan Statistical Area",33742,279,16494,639,68,481,48.9,488,20,148
"Kennewick-Richland, WA, Metropolitan Statistical Area",93356,629,39413,333,91,353,42.2,629,10,650
"Kerrville, TX, Micropolitan Statistical Area",19454,93,10836,798,27,830,55.7,327,14,401
"Ketchikan, AK, Micropolitan Statistical Area",10041,17,3563,897,14,886,35.5,763,14,393
"Key West, FL, Micropolitan Statistical Area",52586,457,26264,453,47,685,49.9,460,9,697
"Kill Devil Hills, NC, Micropolitan Statistical Area",10801,21,4975,884,33,790,46.1,545,31,12
"Killeen-Temple, TX, Metropolitan Statistical Area",169117,750,67227,204,186,164,39.8,687,11,586
"Kingsport-Bristol-Bristol, TN-VA, Metropolitan Statistical Area",241123,792,125851,119,475,57,52.2,406,20,159
"Kingston, NY, Metropolitan Statistical Area",141241,723,58406,227,137,239,41.4,650,10,654
"Kingsville, TX, Micropolitan Statistical Area",33844,281,16793,626,31,810,49.6,478,9,686
"Kinston, NC, Micropolitan Statistical Area",55204,473,21147,533,86,375,38.3,723,16,306
"Kirksville, MO, Micropolitan Statistical Area",27137,199,11021,790,54,611,40.6,668,20,153
"Klamath Falls, OR, Micropolitan Statistical Area",50021,440,13030,727,37,763,26.0,870,7,783
"Knoxville, TN, Metropolitan Statistical Area",526168,854,341414,52,922,24,64.9,173,18,228
"Kokomo, IN, Metropolitan Statistical Area",83198,603,35565,358,82,391,42.7,614,10,647
"La Crosse-Onalaska, WI-MN, Metropolitan Statistical Area",98024,647,69108,196,96,337,70.5,103,10,649
"La Grande, OR, Micropolitan Statistical Area",19377,92,5649,876,24,851,29.2,844,12,499
"Laconia, NH, Micropolitan Statistical Area",32367,265,14464,686,39,747,44.7,577,12,530
"Lafayette, LA, Metropolitan Statistical Area",294746,813,257566,64,177,172,87.4,16,6,840
"Lafayette-West Lafayette, IN, Metropolitan Statistical Area",138374,720,67564,201,140,230,48.8,490,10,630
"LaGrange, GA, Micropolitan Statistical Area",44466,400,23921,485,82,394,53.8,363,18,203
"Lake Charles, LA, Metropolitan Statistical Area",153609,737,106019,135,130,256,69.0,121,8,725
"Lake City, FL, Micropolitan Statistical Area",25250,169,11174,786,43,713,44.3,584,17,247
"Lake Havasu City-Kingman, AZ, Metropolitan Statistical Area",25857,178,10241,810,28,822,39.6,694,11,592
"Lakeland-Winter Haven, FL, Metropolitan Statistical Area",227222,781,105283,138,236,120,46.3,536,10,618
"Lamesa, TX, Micropolitan Statistical Area",16604,63,13031,726,26,840,78.5,53,16,299
"Lancaster, PA, Metropolitan Statistical Area",319693,819,171841,91,391,72,53.8,365,12,515
"Lansing-East Lansing, MI, Metropolitan Statistical Area",378423,838,141962,110,254,114,37.5,740,7,811
"Laramie, WY, Micropolitan Statistical Area",26431,185,10384,808,17,876,39.3,705,6,820
"Laredo, TX, Metropolitan Statistical Area",72859,560,52726,256,27,829,72.4,88,4,898
"Las Cruces, NM, Metropolitan Statistical Area",69773,546,42189,316,62,537,60.5,245,9,702
"Las Vegas, NM, Micropolitan Statistical Area",21951,121,14020,696,42,726,63.9,180,19,184
"Las Vegas-Henderson-Paradise, NV, Metropolitan Statistical Area",273288,808,77469,179,81,397,28.3,851,3,906
"Laurel, MS, Micropolitan Statistical Area",72351,558,44338,297,173,181,61.3,217,24,68
"Laurinburg, NC, Micropolitan Statistical Area",26929,192,10157,812,51,645,37.7,732,19,191
"Lawrence, KS, Metropolitan Statistical Area",57932,489,19450,572,54,617,33.6,793,9,676
"Lawrenceburg, TN, Micropolitan Statistical Area",29097,224,15537,664,84,387,53.4,367,29,18
"Lawton, OK, Metropolitan Statistical Area",114976,686,48789,274,102,318,42.4,620,9,704
"Lebanon, MO, Micropolitan Statistical Area",19944,99,10558,804,55,601,52.9,382,28,26
"Lebanon, PA, Metropolitan Statistical Area",99665,652,60524,219,134,246,60.7,238,13,438
"Levelland, TX, Micropolitan Statistical Area",20396,105,13776,706,32,801,67.5,133,16,297
"Lewisburg, PA, Micropolitan Statistical Area",28603,218,14929,679,58,581,52.2,405,20,143
"Lewisburg, TN, Micropolitan Statistical Area",17319,68,6437,866,34,784,37.2,745,20,163
"Lewiston, ID-WA, Metropolitan Statistical Area",44175,398,12101,755,35,782,27.4,862,8,752
"Lewiston-Auburn, ME, Metropolitan Statistical Area",91279,624,55648,240,74,442,61.0,231,8,745
"Lewistown, PA, Micropolitan Statistical Area",45268,403,23604,491,76,430,52.1,407,17,254
"Lexington, NE, Micropolitan Statistical Area",21645,119,15517,665,44,708,71.7,95,20,142
"Lexington-Fayette, KY, Metropolitan Statistical Area",266701,804,137844,113,319,85,51.7,421,12,534
"Liberal, KS, Micropolitan Statistical Area",15744,53,7914,849,24,848,50.3,451,15,327
"Lima, OH, Metropolitan Statistical Area",111144,677,58336,228,107,307,52.5,395,10,657
"Lincoln, IL, Micropolitan Statistical Area",33538,278,20518,548,54,615,61.2,222,16,286
"Lincoln, NE, Metropolitan Statistical Area",182432,761,105688,137,175,175,57.9,277,10,661
"Little Rock-North Little Rock-Conway, AR, Metropolitan Statistical Area",396462,842,184586,84,450,66,46.6,528,11,565
"Lock Haven, PA, Micropolitan Statistical Area",37721,333,19789,566,68,480,52.5,396,18,214
"Logan, UT-ID, Metropolitan Statistical Area",49704,439,40642,327,10,896,81.8,33,2,913
"Logan, WV, Micropolitan Statistical Area",46269,413,8210,843,56,594,17.7,909,12,527
"Logansport, IN, Micropolitan Statistical Area",40456,365,18997,585,62,538,47.0,522,15,323
"London, KY, Micropolitan Statistical Area",75220,567,47215,282,230,123,62.8,195,31,11
"Longview, TX, Metropolitan Statistical Area",131007,709,67821,200,192,157,51.8,418,15,356
"Longview, WA, Metropolitan Statistical Area",68616,543,20431,550,48,675,29.8,840,7,797
"Los Alamos, NM, Micropolitan Statistical Area",15198,45,11202,785,15,883,73.7,77,10,646
"Los Angeles-Long Beach-Anaheim, CA, Metropolitan Statistical Area",8452461,915,2569440,4,2229,4,30.4,833,3,908
"Louisville/Jefferson County, KY-IN, Metropolitan Statistical Area",964921,879,521903,27,960,21,54.1,357,10,641
"Lubbock, TX, Metropolitan Statistical Area",197487,770,106763,134,168,187,54.1,358,9,723
"Ludington, MI, Micropolitan Statistical Area",22612,133,12231,750,32,802,54.1,356,14,380
"Lufkin, TX, Micropolitan Statistical Area",49349,430,26297,452,55,607,53.3,368,11,578
"Lumberton, NC, Micropolitan Statistical Area",84842,607,42737,312,172,182,50.4,449,20,144
"Lynchburg, VA, Metropolitan Statistical Area",165997,749,87716,164,304,93,52.8,387,18,207
"Macomb, IL, Micropolitan Statistical Area",36653,318,16100,650,46,690,43.9,590,13,489
"Macon, GA, Metropolitan Statistical Area",180597,759,83771,170,180,169,46.4,533,10,639
"Madera, CA, Metropolitan Statistical Area",41519,373,15777,655,36,770,38.0,728,9,714
"Madison, IN, Micropolitan Statistical Area",27006,196,13109,722,61,553,48.5,497,23,91
"Madison, WI, Metropolitan Statistical Area",376442,836,234555,68,318,86,62.3,200,8,726
"Madisonville, KY, Micropolitan Statistical Area",38167,344,21352,528,76,424,55.9,321,20,152
"Magnolia, AR, Micropolitan Statistical Area",25952,180,12609,741,57,589,48.6,495,22,104
"Malone, NY, Micropolitan Statistical Area",43931,397,34139,368,71,462,77.7,56,16,282
"Malvern, AR, Micropolitan Statistical Area",21963,122,5093,883,28,827,23.2,888,13,478
"Manchester-Nashua, NH, Metropolitan Statistical Area",223941,780,142602,109,120,275,63.7,182,5,858
"Manhattan, KS, Metropolitan Statistical Area",68543,542,26651,448,70,470,38.9,710,10,624
"Manitowoc, WI, Micropolitan Statistical Area",82294,601,65008,207,72,459,79.0,46,9,708
"Mankato-North Mankato, MN, Metropolitan Statistical Area",76840,572,52222,257,91,351,68.0,128,12,539
"Mansfield, OH, Metropolitan Statistical Area",129997,708,55119,245,98,332,42.4,621,8,774
"Marietta, OH, Micropolitan Statistical Area",57160,486,22789,503,108,303,39.9,683,19,193
"Marinette, WI-MI, Micropolitan Statistical Area",60397,505,41735,319,91,352,69.1,119,15,335
"Marion, IN, Micropolitan Statistical Area",83955,605,26959,440,89,362,32.1,814,11,607
"Marion, NC, Micropolitan Statistical Area",30648,247,16723,629,77,414,54.6,348,25,55
"Marion, OH, Micropolitan Statistical Area",64724,534,39542,332,63,531,61.1,226,10,651
"Marquette, MI, Micropolitan Statistical Area",64686,533,33848,370,66,501,52.3,399,10,626
"Marshall, MN, Micropolitan Statistical Area",24273,155,19083,583,38,752,78.6,49,16,300
"Marshall, MO, Micropolitan Statistical Area",24633,159,16462,641,84,386,66.8,146,34,3
"Marshall, TX, Micropolitan Statistical Area",44841,402,21744,522,70,465,48.5,498,16,305
"Marshalltown, IA, Micropolitan Statistical Area",41076,370,24880,470,60,560,60.6,242,15,361
"Martin, TN, Micropolitan Statistical Area",28827,221,16497,638,92,349,57.2,294,32,9
"Martinsville, VA, Micropolitan Statistical Area",70554,550,27921,432,101,323,39.6,695,14,374
"Maryville, MO, Micropolitan Statistical Area",22467,131,11903,763,49,674,53.0,381,22,109
"Mason City, IA, Micropolitan Statistical Area",58303,493,41324,322,72,454,70.9,101,12,503
"Mayfield, KY, Micropolitan Statistical Area",30939,253,20131,560,79,403,65.1,168,26,51
"Maysville, KY, Micropolitan Statistical Area",17273,67,11099,788,56,592,64.3,177,32,6
"McAlester, OK, Micropolitan Statistical Area",37521,331,20971,538,72,452,55.9,322,19,178
"McAllen-Edinburg-Mission, TX, Metropolitan Statistical Area",181535,760,189983,81,151,209,104.7,1,8,732
"McComb, MS, Micropolitan Statistical Area",45519,407,26048,456,101,324,57.2,295,22,99
"McMinnville, TN, Micropolitan Statistical Area",26972,195,8606,837,52,633,31.9,817,19,174
"McPherson, KS, Micropolitan Statistical Area",24778,162,16605,633,52,638,67.0,144,21,126
"Meadville, PA, Micropolitan Statistical Area",81342,592,37286,345,118,276,45.8,551,15,366
"Medford, OR, Metropolitan Statistical Area",94533,634,21621,524,63,528,22.9,890,7,812
"Memphis, TN-MS-AR, Metropolitan Statistical Area",918628,877,369261,49,682,29,40.2,675,7,778
"Menomonie, WI, Micropolitan Statistical Area",29154,225,21314,529,56,590,73.1,79,19,176
"Merced, CA, Metropolitan Statistical Area",104629,666,44511,295,72,453,42.5,616,7,801
"Meridian, MS, Micropolitan Statistical Area",92369,627,55447,244,260,111,60.0,251,28,21
"Merrill, WI, Micropolitan Statistical Area",23499,147,20133,559,38,751,85.7,18,16,281
"Mexico, MO, Micropolitan Statistical Area",25362,172,16770,627,64,520,66.1,155,25,53
"Miami, OK, Micropolitan Statistical Area",29800,237,22491,509,64,526,75.5,65,21,115
"Miami-Fort Lauderdale-West Palm Beach, FL, Metropolitan Statistical Area",2236645,904,914741,16,779,27,40.9,660,3,899
"Michigan City-La Porte, IN, Metropolitan Statistical Area",105342,670,54698,250,87,373,51.9,414,8,735
"Middlesborough, KY, Micropolitan Statistical Area",31087,254,19267,574,86,376,62.0,205,28,25
"Midland, MI, Metropolitan Statistical Area",63769,529,35498,360,61,550,55.7,329,10,662
"Midland, TX, Metropolitan Statistical Area",70207,549,43612,305,55,602,62.1,204,8,758
"Milledgeville, GA, Micropolitan Statistical Area",43259,392,12472,745,50,664,28.8,846,12,551
"Milwaukee-Waukesha-West Allis, WI, Metropolitan Statistical Area",1403688,896,857529,18,677,30,61.1,227,5,874
"Mineral Wells, TX, Micropolitan Statistical Area",28962,223,13520,713,222,130,46.7,527,77,1
"Minneapolis-St. Paul-Bloomington, MN-WI, Metropolitan Statistical Area",2079595,901,1233943,10,1234,14,59.3,261,6,842
"Minot, ND, Micropolitan Statistical Area",71365,553,43406,306,127,261,60.8,236,18,222
"Missoula, MT, Metropolitan Statistical Area",58263,492,23664,489,40,739,40.6,667,7,802
"Mitchell, SD, Micropolitan Statistical Area",21100,115,16417,642,36,769,77.8,55,17,244
"Moberly, MO, Micropolitan Statistical Area",22434,130,15054,673,52,639,67.1,141,23,81
"Mobile, AL, Metropolitan Statistical Area",317308,818,140866,111,259,112,44.4,582,8,740
"Modesto, CA, Metropolitan Statistical Area",194506,767,64706,208,123,272,33.3,797,6,827
"Monroe, LA, Metropolitan Statistical Area",133834,715,73068,188,163,194,54.6,347,12,522
"Monroe, MI, Metropolitan Statistical Area",118479,692,62824,214,85,382,53.0,377,7,790
"Montgomery, AL, Metropolitan Statistical Area",238682,789,100040,145,275,105,41.9,637,12,553
"Montrose, CO, Micropolitan Statistical Area",18366,80,7810,850,24,849,42.5,617,13,460
"Morehead City, NC, Micropolitan Statistical Area",31603,261,13171,718,54,620,41.7,642,17,242
"Morgan City, LA, Micropolitan Statistical Area",60752,507,38583,338,45,695,63.5,183,7,782
"Morgantown, WV, Metropolitan Statistical Area",89169,617,29541,410,196,153,33.1,800,22,103
"Morristown, TN, Metropolitan Statistical Area",63636,528,41742,318,149,214,65.6,162,23,74
"Moscow, ID, Micropolitan Statistical Area",24891,163,8549,839,31,807,34.3,778,12,497
"Moses Lake, WA, Micropolitan Statistical Area",41881,378,12727,736,59,570,30.4,834,14,387
"Moultrie, GA, Micropolitan Statistical Area",32200,264,20993,537,58,572,65.2,166,18,216
"Mount Airy, NC, Micropolitan Statistical Area",51415,446,29237,415,133,249,56.9,299,26,42
"Mount Pleasant, MI, Micropolitan Statistical Area",44594,401,20277,554,41,728,45.5,561,9,684
"Mount Pleasant, TX, Micropolitan Statistical Area",16702,64,8472,841,31,808,50.7,438,19,200
"Mount Sterling, KY, Micropolitan Statistical Area",28649,219,11271,783,76,423,39.3,702,27,32
"Mount Vernon, IL, Micropolitan Statistical Area",31446,258,17976,602,81,395,57.2,296,26,46
"Mount Vernon, OH, Micropolitan Statistical Area",41795,377,21078,534,70,468,50.4,446,17,255
"Mount Vernon-Anacortes, WA, Metropolitan Statistical Area",52381,454,18167,597,67,490,34.7,773,13,477
"Mountain Home, AR, Micropolitan Statistical Area",15319,46,6711,863,33,788,43.8,593,22,114
