1952 - List of Metro Data

For explanatory notes see the Methods page on our website: www.usreligioncensus.org

Metro Area,Population,PopRank,Adherents,AdhRank,Congregations,ConRank,Adherents %,Adh% Rank,Congregations Per 10K People,Con Per 10K Rank
"Florence, SC, Metropolitan Statistical Area",129726,747,41410,237,183,154,31.9,736,14,560
"Florence-Muscle Shoals, AL, Metropolitan Statistical Area",93740,688,29905,305,156,195,31.9,738,17,413
"Fond du Lac, WI, Metropolitan Statistical Area",67829,600,50214,197,90,359,74.0,47,13,611
"Forest City, NC, Micropolitan Statistical Area",46356,485,27175,339,119,268,58.6,169,26,102
"Forrest City, AR, Micropolitan Statistical Area",36841,367,7002,804,51,635,19.0,887,14,575
"Fort Collins, CO, Metropolitan Statistical Area",43554,455,17986,468,64,535,41.3,532,15,531
"Fort Dodge, IA, Micropolitan Statistical Area",44241,462,27434,335,67,503,62.0,134,15,508
"Fort Leonard Wood, MO, Micropolitan Statistical Area",10392,41,6590,817,42,722,63.4,121,40,4
"Fort Madison-Keokuk, IA-IL-MO, Micropolitan Statistical Area",77895,636,41587,235,173,169,53.4,259,22,176
"Fort Morgan, CO, Micropolitan Statistical Area",18074,100,7108,801,37,754,39.3,581,20,231
"Fort Polk South, LA, Micropolitan Statistical Area",18974,118,7876,778,58,577,41.5,524,31,44
"Fort Smith, AR-OK, Metropolitan Statistical Area",141978,767,57752,168,295,98,40.7,544,21,221
"Fort Wayne, IN, Metropolitan Statistical Area",222114,809,121458,93,277,105,54.7,236,12,645
"Frankfort, IN, Micropolitan Statistical Area",29734,287,18196,465,76,447,61.2,143,26,105
"Frankfort, KY, Micropolitan Statistical Area",34917,347,19626,435,65,520,56.2,210,19,311
"Fredericksburg, TX, Micropolitan Statistical Area",10520,44,7410,791,16,864,70.4,68,15,503
"Freeport, IL, Micropolitan Statistical Area",41595,430,21098,416,78,431,50.7,299,19,302
"Fremont, NE, Micropolitan Statistical Area",26265,235,19264,446,56,601,73.3,52,21,205
"Fremont, OH, Micropolitan Statistical Area",46114,483,30137,302,62,549,65.4,108,13,594
"Fresno, CA, Metropolitan Statistical Area",276515,827,103763,102,258,112,37.5,625,9,790
"Gadsden, AL, Metropolitan Statistical Area",93892,690,39166,251,162,187,41.7,518,17,388
"Gaffney, SC, Micropolitan Statistical Area",34992,348,15597,537,63,542,44.6,451,18,346
"Gainesville, FL, Metropolitan Statistical Area",60525,569,12016,654,54,617,19.9,876,9,813
"Gainesville, GA, Metropolitan Statistical Area",40113,412,22071,397,75,454,55.0,227,19,307
"Gainesville, TX, Micropolitan Statistical Area",22146,168,12726,628,50,648,57.5,186,23,167
"Galesburg, IL, Micropolitan Statistical Area",54366,547,23201,382,73,466,42.7,499,13,595
"Gallup, NM, Micropolitan Statistical Area",27451,248,7456,789,15,869,27.2,813,5,884
"Garden City, KS, Micropolitan Statistical Area",18584,112,9147,732,36,762,49.2,335,19,279
"Gardnerville Ranchos, NV, Micropolitan Statistical Area",2029,2,743,906,3,901,36.6,650,15,526
"Georgetown, SC, Micropolitan Statistical Area",31762,315,7786,782,52,630,24.5,847,16,434
"Gettysburg, PA, Metropolitan Statistical Area",44197,461,30875,299,96,332,69.9,73,22,189
"Gillette, WY, Micropolitan Statistical Area",4839,11,1429,897,8,893,29.5,777,17,420
"Glasgow, KY, Micropolitan Statistical Area",38312,387,12794,626,76,444,33.4,712,20,256
"Glens Falls, NY, Metropolitan Statistical Area",86349,661,47549,206,147,215,55.1,225,17,398
"Glenwood Springs, CO, Micropolitan Statistical Area",13271,61,3178,876,29,805,23.9,856,22,184
"Gloversville, NY, Micropolitan Statistical Area",51021,526,25107,357,58,580,49.2,336,11,701
"Goldsboro, NC, Metropolitan Statistical Area",64267,581,10946,680,82,400,17.0,895,13,633
"Grand Forks, ND-MN, Metropolitan Statistical Area",75343,622,49079,201,153,204,65.1,111,20,236
"Grand Island, NE, Metropolitan Statistical Area",57002,557,33336,285,113,283,58.5,174,20,257
"Grand Junction, CO, Metropolitan Statistical Area",38974,400,11093,674,52,631,28.5,795,13,604
"Grand Rapids-Wyoming, MI, Metropolitan Statistical Area",419239,851,194022,54,466,53,46.3,413,11,712
"Grants Pass, OR, Metropolitan Statistical Area",26542,239,6137,822,25,820,23.1,861,9,785
"Great Bend, KS, Micropolitan Statistical Area",29909,288,17148,499,55,610,57.3,188,18,330
"Great Falls, MT, Metropolitan Statistical Area",53027,539,25600,350,40,736,48.3,360,8,851
"Greeley, CO, Metropolitan Statistical Area",67504,599,26662,344,111,287,39.5,575,16,427
"Green Bay, WI, Metropolitan Statistical Area",141918,766,111804,98,156,197,78.8,35,11,719
"Greeneville, TN, Micropolitan Statistical Area",41048,424,17675,478,141,227,43.1,491,34,12
"Greenfield Town, MA, Micropolitan Statistical Area",52747,536,30899,298,82,395,58.6,171,16,490
"Greensboro-High Point, NC, Metropolitan Statistical Area",306677,843,133696,84,574,37,43.6,478,19,306
"Greensburg, IN, Micropolitan Statistical Area",18218,104,10031,708,46,692,55.1,226,25,111
"Greenville, MS, Micropolitan Statistical Area",70504,612,16970,504,55,611,24.1,853,8,840
"Greenville, NC, Metropolitan Statistical Area",63789,579,12371,637,82,398,19.4,884,13,626
"Greenville, OH, Micropolitan Statistical Area",41799,433,20370,425,96,336,48.7,349,23,156
"Greenville-Anderson-Mauldin, SC, Metropolitan Statistical Area",345848,847,170088,62,688,29,49.2,338,20,253
"Greenwood, MS, Micropolitan Statistical Area",67312,596,16740,510,105,307,24.9,844,16,486
"Greenwood, SC, Micropolitan Statistical Area",64084,580,27242,338,129,247,42.5,504,20,242
"Grenada, MS, Micropolitan Statistical Area",18830,113,5402,840,31,796,28.7,788,16,424
"Gulfport-Biloxi-Pascagoula, MS, Metropolitan Statistical Area",127365,745,63589,154,189,149,49.9,320,15,521
"Guymon, OK, Micropolitan Statistical Area",14235,66,7217,799,45,698,50.7,300,32,31
"Hagerstown-Martinsburg, MD-WV, Metropolitan Statistical Area",109245,722,59464,163,200,143,54.4,242,18,333
"Hailey, ID, Micropolitan Statistical Area",10719,45,4011,865,11,880,37.4,630,10,748
"Hammond, LA, Metropolitan Statistical Area",53218,541,21551,406,89,361,40.5,550,17,410
"Hanford-Corcoran, CA, Metropolitan Statistical Area",46768,492,19239,447,54,619,41.1,535,12,691
"Hannibal, MO, Micropolitan Statistical Area",38451,390,19265,445,97,330,50.1,314,25,112
"Harrisburg-Carlisle, PA, Metropolitan Statistical Area",317023,846,173588,61,496,47,54.8,233,16,484
"Harrison, AR, Micropolitan Statistical Area",24945,219,7079,802,78,428,28.4,797,31,35
"Harrisonburg, VA, Metropolitan Statistical Area",45889,479,27614,331,153,201,60.2,152,33,19
"Hartford-West Hartford-East Hartford, CT, Metropolitan Statistical Area",651702,874,382684,26,413,63,58.7,168,6,876
"Hastings, NE, Micropolitan Statistical Area",28855,273,15722,535,46,684,54.5,239,16,461
"Hattiesburg, MS, Metropolitan Statistical Area",67388,597,26666,343,124,258,39.6,571,18,327
"Hays, KS, Micropolitan Statistical Area",19043,122,14468,573,28,808,76.0,40,15,529
"Heber, UT, Micropolitan Statistical Area",5574,13,5161,845,1,907,92.6,9,2,906
"Helena, MT, Micropolitan Statistical Area",28554,267,17422,489,30,802,61.0,145,11,742
"Helena-West Helena, AR, Micropolitan Statistical Area",46254,484,12242,644,54,615,26.5,824,12,681
"Henderson, NC, Micropolitan Statistical Area",32101,323,9424,725,43,720,29.4,782,13,599
"Hereford, TX, Micropolitan Statistical Area",9111,32,4862,849,15,870,53.4,261,16,423
"Hermiston-Pendleton, OR, Micropolitan Statistical Area",46486,488,16019,526,77,435,34.5,695,17,418
"Hickory-Lenoir-Morganton, NC, Metropolitan Statistical Area",165218,782,95130,111,427,60,57.6,184,26,96
"Hillsdale, MI, Micropolitan Statistical Area",31916,320,7303,797,62,548,22.9,864,19,274
"Hilton Head Island-Bluffton-Beaufort, SC, Metropolitan Statistical Area",37988,380,7327,796,45,697,19.3,885,12,675
"Hinesville, GA, Metropolitan Statistical Area",12042,53,2679,883,19,851,22.2,868,16,475
"Hobbs, NM, Micropolitan Statistical Area",30717,298,14837,556,51,636,48.3,358,17,414
"Holland, MI, Micropolitan Statistical Area",47493,495,13908,593,78,430,29.3,784,16,428
"Homosassa Springs, FL, Metropolitan Statistical Area",6111,19,2005,890,22,834,32.8,722,36,9
"Hood River, OR, Micropolitan Statistical Area",12740,57,3100,877,18,860,24.3,851,14,558
"Hot Springs, AR, Metropolitan Statistical Area",47102,494,17128,500,63,547,36.4,656,13,600
"Houghton, MI, Micropolitan Statistical Area",42689,441,20815,418,75,456,48.8,346,18,372
"Houma-Thibodaux, LA, Metropolitan Statistical Area",85537,659,67913,144,60,567,79.4,34,7,862
"Houston-The Woodlands-Sugar Land, TX, Metropolitan Statistical Area",1083100,889,619330,18,1025,18,57.2,191,9,780
"Hudson, NY, Micropolitan Statistical Area",43182,449,19790,434,89,362,45.8,420,21,228
"Huntingdon, PA, Micropolitan Statistical Area",40872,421,19423,439,131,242,47.5,378,32,25
"Huntington, IN, Micropolitan Statistical Area",31400,307,18465,463,74,461,58.8,167,24,144
"Huntington-Ashland, WV-KY-OH, Metropolitan Statistical Area",314169,845,100026,107,545,42,31.8,739,17,384
"Huntsville, AL, Metropolitan Statistical Area",108669,721,27514,334,142,224,25.3,840,13,620
"Huntsville, TX, Micropolitan Statistical Area",30203,291,10132,705,54,620,33.5,711,18,351
"Huron, SD, Micropolitan Statistical Area",21082,148,10867,685,37,757,51.5,285,18,374
"Hutchinson, KS, Micropolitan Statistical Area",54058,545,25472,353,96,334,47.1,390,18,359
"Hutchinson, MN, Micropolitan Statistical Area",22198,171,22196,394,46,689,100.0,7,21,223
"Idaho Falls, ID, Metropolitan Statistical Area",43427,453,36882,264,19,847,84.9,20,4,895
"Indiana, PA, Micropolitan Statistical Area",77106,631,39215,250,176,167,50.9,294,23,160
"Indianapolis-Carmel-Anderson, IN, Metropolitan Statistical Area",860192,886,344218,31,965,19,40.0,559,11,708
"Indianola, MS, Micropolitan Statistical Area",56031,553,10372,697,67,505,18.5,888,12,669
"Ionia, MI, Micropolitan Statistical Area",38158,385,12073,649,64,533,31.6,743,17,407
"Iowa City, IA, Metropolitan Statistical Area",65313,586,29284,309,103,309,44.8,447,16,477
"Iron Mountain, MI-WI, Micropolitan Statistical Area",28600,268,14388,575,53,626,50.3,310,19,318
"Ithaca, NY, Metropolitan Statistical Area",59122,564,15018,548,36,759,25.4,839,6,880
"Jackson, MI, Metropolitan Statistical Area",107925,719,28554,319,87,373,26.5,825,8,832
"Jackson, MS, Metropolitan Statistical Area",292929,835,111995,97,464,54,38.2,610,16,471
"Jackson, OH, Micropolitan Statistical Area",27767,249,7437,790,53,624,26.8,820,19,290
"Jackson, TN, Metropolitan Statistical Area",87901,669,34660,277,150,210,39.4,578,17,395
"Jackson, WY-ID, Micropolitan Statistical Area",5797,15,4013,864,3,900,69.2,79,5,888
"Jacksonville, FL, Metropolitan Statistical Area",362474,848,127296,88,338,79,35.1,681,9,791
"Jacksonville, IL, Micropolitan Statistical Area",42813,444,20264,427,92,351,47.3,385,21,198
"Jacksonville, NC, Metropolitan Statistical Area",42047,434,12953,621,47,675,30.8,758,11,710
"Jacksonville, TX, Micropolitan Statistical Area",38694,393,9834,715,67,506,25.4,838,17,385
"Jamestown, ND, Micropolitan Statistical Area",24158,210,12430,636,62,551,51.5,288,26,104
"Jamestown-Dunkirk-Fredonia, NY, Micropolitan Statistical Area",135189,756,71785,137,177,166,53.1,265,13,618
"Janesville-Beloit, WI, Metropolitan Statistical Area",92778,686,53347,183,94,341,57.5,185,10,754
"Jasper, IN, Micropolitan Statistical Area",38780,395,24174,370,77,437,62.3,127,20,254
"Jefferson City, MO, Metropolitan Statistical Area",80921,648,48041,204,202,142,59.4,160,25,115
"Jefferson, GA, Micropolitan Statistical Area",18997,120,10201,700,52,632,53.7,257,27,71
"Jesup, GA, Micropolitan Statistical Area",14248,67,3983,866,31,798,28.0,803,22,187
"Johnson City, TN, Metropolitan Statistical Area",118289,734,53485,182,241,121,45.2,434,20,233
"Johnstown, PA, Metropolitan Statistical Area",209541,804,136883,79,257,113,65.3,109,12,657
"Jonesboro, AR, Metropolitan Statistical Area",89924,676,27997,324,152,206,31.1,751,17,404
"Joplin, MO, Metropolitan Statistical Area",107346,718,44094,217,218,130,41.1,537,20,235
"Junction City, KS, Micropolitan Statistical Area",21671,162,6653,815,21,837,30.7,765,10,774
"Kalamazoo-Portage, MI, Metropolitan Statistical Area",165891,783,44507,215,161,189,26.8,819,10,771
"Kalispell, MT, Micropolitan Statistical Area",31495,310,11010,679,44,712,35.0,685,14,568
"Kankakee, IL, Metropolitan Statistical Area",73524,619,34790,275,80,409,47.3,386,11,725
"Kansas City, MO-KS, Metropolitan Statistical Area",1001160,887,441247,22,1168,16,44.1,465,12,682
"Kearney, NE, Micropolitan Statistical Area",31543,311,15805,534,82,392,50.1,313,26,92
"Keene, NH, Micropolitan Statistical Area",38811,397,17336,494,64,538,44.7,450,16,422
"Kendallville, IN, Micropolitan Statistical Area",25075,224,10659,692,60,571,42.5,505,24,134
"Kennett, MO, Micropolitan Statistical Area",45329,474,13526,608,72,472,29.8,773,16,468
"Kennewick-Richland, WA, Metropolitan Statistical Area",64933,585,22152,395,72,474,34.1,699,11,714
"Kerrville, TX, Micropolitan Statistical Area",14022,65,7027,803,24,823,50.1,312,17,392
"Key West, FL, Micropolitan Statistical Area",29957,289,7958,775,23,828,26.6,823,8,846
"Kill Devil Hills, NC, Micropolitan Statistical Area",10453,42,4912,847,41,729,47.0,395,39,6
"Killeen-Temple, TX, Metropolitan Statistical Area",100037,704,40704,241,178,162,40.7,543,18,357
"Kingsport-Bristol-Bristol, TN-VA, Metropolitan Statistical Area",206687,801,84044,125,487,49,40.7,545,24,145
"Kingston, NY, Metropolitan Statistical Area",92621,685,33533,284,152,205,36.2,660,16,431
"Kingsville, TX, Micropolitan Statistical Area",22623,179,8151,768,20,842,36.0,664,9,814
"Kinston, NC, Micropolitan Statistical Area",45953,481,13669,604,66,510,29.7,774,14,549
"Kirksville, MO, Micropolitan Statistical Area",25449,227,8140,770,55,605,32.0,735,22,192
"Klamath Falls, OR, Micropolitan Statistical Area",42150,436,9938,711,43,719,23.6,859,10,751
"Knoxville, TN, Metropolitan Statistical Area",463804,857,230616,43,900,21,49.7,324,19,277
"Kokomo, IN, Metropolitan Statistical Area",54498,550,21721,403,86,377,39.9,566,16,474
"La Crosse-Onalaska, WI-MN, Metropolitan Statistical Area",82022,652,53743,181,101,316,65.5,105,12,649
"La Grande, OR, Micropolitan Statistical Area",17962,99,5531,838,25,822,30.8,760,14,573
"Laconia, NH, Micropolitan Statistical Area",26632,241,14032,589,46,687,52.7,272,17,386
"Lafayette, LA, Metropolitan Statistical Area",208134,803,185496,58,171,171,89.1,13,8,827
"Lafayette-West Lafayette, IN, Metropolitan Statistical Area",101945,708,49799,198,160,191,48.8,343,16,480
"LaGrange, GA, Micropolitan Statistical Area",49841,514,19328,444,89,363,38.8,598,18,353
"Lake Charles, LA, Metropolitan Statistical Area",95879,693,57260,173,103,311,59.7,156,11,731
"Lake City, FL, Micropolitan Statistical Area",18216,103,6676,811,49,656,36.6,649,27,82
"Lake Havasu City-Kingman, AZ, Metropolitan Statistical Area",8510,28,1157,901,12,879,13.6,905,14,561
"Lakeland-Winter Haven, FL, Metropolitan Statistical Area",123997,739,51519,193,179,161,41.5,523,14,545
"Lamesa, TX, Micropolitan Statistical Area",19113,124,8844,741,36,763,46.3,414,19,296
"Lancaster, PA, Metropolitan Statistical Area",234717,817,132378,86,404,65,56.4,207,17,389
"Lansing-East Lansing, MI, Metropolitan Statistical Area",244159,818,75122,133,249,115,30.8,762,10,752
"Laramie, WY, Micropolitan Statistical Area",19055,123,7618,786,18,856,40.0,560,9,782
"Laredo, TX, Metropolitan Statistical Area",56141,554,3713,870,22,832,6.6,908,4,899
"Las Cruces, NM, Metropolitan Statistical Area",39557,407,21484,408,47,678,54.3,247,12,673
"Las Vegas, NM, Micropolitan Statistical Area",26512,238,14359,578,19,848,54.2,248,7,860
"Las Vegas-Henderson-Paradise, NV, Metropolitan Statistical Area",48289,502,21209,414,44,711,43.9,470,9,801
"Laurel, MS, Micropolitan Statistical Area",76147,629,22410,392,125,256,29.4,779,16,430
"Laurinburg, NC, Micropolitan Statistical Area",26336,236,3890,868,35,770,14.8,902,13,609
"Lawrence, KS, Metropolitan Statistical Area",34086,343,11090,675,47,679,32.5,724,14,578
"Lawrenceburg, TN, Micropolitan Statistical Area",28818,272,11401,668,87,374,39.6,572,30,47
"Lawton, OK, Metropolitan Statistical Area",65345,588,26859,342,99,323,41.1,536,15,507
"Lebanon, MO, Micropolitan Statistical Area",19010,121,8386,757,65,524,44.1,464,34,14
"Lebanon, PA, Metropolitan Statistical Area",81683,649,57327,172,153,203,70.2,71,19,303
"Levelland, TX, Micropolitan Statistical Area",20407,139,9847,714,32,791,48.3,361,16,483
"Lewisburg, PA, Micropolitan Statistical Area",23150,189,12199,646,64,532,52.7,271,28,70
"Lewisburg, TN, Micropolitan Statistical Area",17768,97,6212,821,38,748,35.0,684,21,203
"Lewiston, ID-WA, Metropolitan Statistical Area",33536,338,10425,695,54,618,31.1,752,16,454
"Lewiston-Auburn, ME, Metropolitan Statistical Area",83594,655,51969,188,73,468,62.2,130,9,817
"Lewistown, PA, Micropolitan Statistical Area",43691,457,25045,358,81,405,57.3,189,19,317
"Lexington, NE, Micropolitan Statistical Area",22127,167,11913,656,50,650,53.8,255,23,165
"Lexington-Fayette, KY, Metropolitan Statistical Area",176207,787,86699,120,257,114,49.2,337,15,538
"Liberal, KS, Micropolitan Statistical Area",9972,38,3694,871,14,875,37.0,640,14,563
"Lima, OH, Metropolitan Statistical Area",88183,671,44004,219,114,281,49.9,321,13,623
"Lincoln, IL, Micropolitan Statistical Area",30671,297,18097,466,60,572,59.0,164,20,265
"Lincoln, NE, Metropolitan Statistical Area",132897,752,65165,151,169,174,49.0,341,13,635
"Little Rock-North Little Rock-Conway, AR, Metropolitan Statistical Area",288070,833,110094,99,448,55,38.2,611,16,489
"Lock Haven, PA, Micropolitan Statistical Area",36532,366,17739,477,86,378,48.6,352,24,147
"Logan, UT-ID, Metropolitan Statistical Area",43403,451,37456,262,2,902,86.3,18,0,907
"Logan, WV, Micropolitan Statistical Area",77391,634,11636,664,72,475,15.0,901,9,792
"Logansport, IN, Micropolitan Statistical Area",38793,396,17017,502,77,440,43.9,472,20,255
"London, KY, Micropolitan Statistical Area",88146,670,41598,233,277,106,47.2,389,31,34
"Longview, TX, Metropolitan Statistical Area",124428,740,53247,184,196,146,42.8,497,16,478
"Longview, WA, Metropolitan Statistical Area",53369,542,13841,597,48,670,25.9,831,9,808
"Los Alamos, NM, Micropolitan Statistical Area",10476,43,5207,844,8,889,49.7,325,8,848
"Los Angeles-Long Beach-Anaheim, CA, Metropolitan Statistical Area",4367911,906,1910522,5,2140,5,43.7,475,5,891
"Louisville/Jefferson County, KY-IN, Metropolitan Statistical Area",685775,877,371096,27,755,25,54.1,249,11,717
"Lubbock, TX, Metropolitan Statistical Area",121660,737,59982,162,137,233,49.3,334,11,704
"Ludington, MI, Micropolitan Statistical Area",20474,140,8082,772,39,741,39.5,576,19,294
"Lufkin, TX, Micropolitan Statistical Area",36032,359,13348,612,54,614,37.0,639,15,513
"Lumberton, NC, Micropolitan Statistical Area",87769,667,28599,318,162,186,32.6,723,18,324
"Lynchburg, VA, Metropolitan Statistical Area",135327,757,65965,149,307,91,48.7,348,23,163
"Macomb, IL, Micropolitan Statistical Area",28199,259,11080,676,60,569,39.3,583,21,207
"Macon, GA, Metropolitan Statistical Area",146528,772,53138,185,164,182,36.3,658,11,709
"Madera, CA, Metropolitan Statistical Area",36964,369,14507,572,45,702,39.2,586,12,661
"Madison, IN, Micropolitan Statistical Area",21613,159,9108,734,51,643,42.1,509,24,142
"Madison, WI, Metropolitan Statistical Area",247162,819,145722,73,330,82,59.0,165,13,602
"Madisonville, KY, Micropolitan Statistical Area",38815,398,13394,610,73,464,34.5,694,19,300
"Magnolia, AR, Micropolitan Statistical Area",28770,271,6864,807,46,685,23.9,857,16,458
"Malone, NY, Micropolitan Statistical Area",44830,466,32352,291,74,458,72.2,53,17,421
"Malvern, AR, Micropolitan Statistical Area",22181,169,6255,820,45,701,28.2,799,20,238
"Manchester-Nashua, NH, Metropolitan Statistical Area",156987,777,104541,101,128,251,66.6,95,8,828
"Manhattan, KS, Metropolitan Statistical Area",45749,477,18953,455,82,401,41.4,526,18,350
"Manitowoc, WI, Micropolitan Statistical Area",67159,595,52102,187,75,457,77.6,36,11,711
"Mankato-North Mankato, MN, Metropolitan Statistical Area",59256,565,41596,234,96,337,70.2,70,16,446
"Mansfield, OH, Metropolitan Statistical Area",91305,682,39496,248,100,319,43.3,485,11,720
"Marietta, OH, Micropolitan Statistical Area",44407,465,16482,515,117,272,37.1,637,26,85
"Marinette, WI-MI, Micropolitan Statistical Area",61047,571,38358,255,106,305,62.8,124,17,383
"Marion, IN, Micropolitan Statistical Area",62156,573,19960,432,114,280,32.1,733,18,331
"Marion, NC, Micropolitan Statistical Area",25720,229,11537,665,80,415,44.9,444,31,38
"Marion, OH, Micropolitan Statistical Area",49959,515,21574,405,60,568,43.2,487,12,666
"Marquette, MI, Micropolitan Statistical Area",47654,499,25939,347,60,565,54.4,241,13,639
"Marshall, MN, Micropolitan Statistical Area",22253,174,16369,518,40,731,73.6,50,18,347
"Marshall, MO, Micropolitan Statistical Area",26694,242,14686,562,88,366,55.0,228,33,22
"Marshall, TX, Micropolitan Statistical Area",47745,501,17975,469,80,419,37.6,621,17,408
"Marshalltown, IA, Micropolitan Statistical Area",35611,355,17818,472,59,575,50.0,318,17,417
"Martin, TN, Micropolitan Statistical Area",27962,253,14196,582,99,322,50.8,298,35,10
"Martinsville, VA, Micropolitan Statistical Area",48470,507,16119,522,85,379,33.3,717,18,377
"Maryville, MO, Micropolitan Statistical Area",24033,208,12761,627,56,598,53.1,266,23,151
"Mason City, IA, Micropolitan Statistical Area",57121,558,37478,261,80,408,65.6,103,14,566
"Mayfield, KY, Micropolitan Statistical Area",31364,306,29208,311,81,404,93.1,8,26,97
"Maysville, KY, Micropolitan Statistical Area",18486,110,8668,751,50,652,46.9,399,27,79
"McAlester, OK, Micropolitan Statistical Area",41031,423,17276,496,76,449,42.1,510,19,319
"McAllen-Edinburg-Mission, TX, Metropolitan Statistical Area",160446,781,141406,76,121,262,88.1,15,8,852
"McComb, MS, Micropolitan Statistical Area",54398,548,22485,390,109,292,41.3,529,20,247
"McMinnville, TN, Micropolitan Statistical Area",22271,175,6048,824,55,606,27.2,814,25,122
"McPherson, KS, Micropolitan Statistical Area",23670,203,10201,701,43,718,43.1,489,18,338
"Meadville, PA, Micropolitan Statistical Area",78948,641,32630,289,158,192,41.3,530,20,249
"Medford, OR, Metropolitan Statistical Area",58510,562,14248,580,62,550,24.4,850,11,737
"Memphis, TN-MS-AR, Metropolitan Statistical Area",685067,876,215502,50,613,35,31.5,747,9,812
"Menomonie, WI, Micropolitan Statistical Area",27341,247,13851,594,53,627,50.7,301,19,278
"Merced, CA, Metropolitan Statistical Area",69780,607,36923,263,64,525,52.9,269,9,799
"Meridian, MS, Micropolitan Statistical Area",99426,703,41818,232,247,117,42.1,511,25,118
"Merrill, WI, Micropolitan Statistical Area",22235,173,16028,525,48,667,72.1,55,22,193
"Mexico, MO, Micropolitan Statistical Area",23829,205,13045,619,57,591,54.7,234,24,136
"Miami, OK, Micropolitan Statistical Area",32218,326,15653,536,63,541,48.6,351,20,266
"Miami-Fort Lauderdale-West Palm Beach, FL, Metropolitan Statistical Area",693705,879,275796,40,475,51,39.8,568,7,863
"Michigan City-La Porte, IN, Metropolitan Statistical Area",76808,630,39071,253,88,371,50.9,293,11,696
"Middlesborough, KY, Micropolitan Statistical Area",47602,497,15836,533,99,320,33.3,716,21,220
"Midland, MI, Metropolitan Statistical Area",35662,356,14858,555,49,655,41.7,520,14,580
"Midland, TX, Metropolitan Statistical Area",31326,304,16461,516,45,695,52.5,275,14,548
"Milledgeville, GA, Micropolitan Statistical Area",40758,419,8803,743,47,680,21.6,872,12,692
"Milwaukee-Waukesha-West Allis, WI, Metropolitan Statistical Area",1014211,888,631214,16,613,34,62.2,129,6,881
"Mineral Wells, TX, Micropolitan Statistical Area",17154,92,9758,717,54,622,56.9,198,31,33
"Minneapolis-St. Paul-Bloomington, MN-WI, Metropolitan Statistical Area",1346285,896,785165,13,1219,14,58.3,175,9,805
"Minot, ND, Micropolitan Statistical Area",52743,535,32238,293,162,185,61.1,144,31,41
"Missoula, MT, Metropolitan Statistical Area",35493,354,13675,603,28,810,38.5,603,8,836
"Mitchell, SD, Micropolitan Statistical Area",21418,155,12351,638,39,744,57.7,182,18,336
"Moberly, MO, Micropolitan Statistical Area",22918,185,14104,588,57,589,61.5,140,25,117
"Mobile, AL, Metropolitan Statistical Area",231105,813,90464,113,217,131,39.1,592,9,787
"Modesto, CA, Metropolitan Statistical Area",127231,744,46587,207,141,226,36.6,651,11,715
"Monroe, LA, Metropolitan Statistical Area",93854,689,43526,221,166,181,46.4,409,18,364
"Monroe, MI, Metropolitan Statistical Area",75666,626,39400,249,85,382,52.1,280,11,707
"Montgomery, AL, Metropolitan Statistical Area",206818,802,59003,164,219,129,28.5,792,11,739
"Montrose, CO, Micropolitan Statistical Area",15220,76,4241,860,28,811,27.9,804,18,328
"Morehead City, NC, Micropolitan Statistical Area",23059,188,8213,764,53,629,35.6,671,23,155
"Morgan City, LA, Micropolitan Statistical Area",35848,357,28463,320,45,703,79.4,33,13,641
"Morgantown, WV, Metropolitan Statistical Area",92196,684,29619,307,137,231,32.1,732,15,518
"Morristown, TN, Metropolitan Statistical Area",43643,456,23238,380,138,229,53.2,262,32,30
"Moscow, ID, Micropolitan Statistical Area",20971,147,5829,831,43,717,27.8,805,21,229
"Moses Lake, WA, Micropolitan Statistical Area",24346,212,5572,835,49,657,22.9,863,20,243
"Moultrie, GA, Micropolitan Statistical Area",33999,341,15025,547,60,562,44.2,462,18,367
"Mount Airy, NC, Micropolitan Statistical Area",45593,476,22640,389,145,219,49.7,326,32,28
"Mount Pleasant, MI, Micropolitan Statistical Area",28964,274,10923,683,48,671,37.7,618,17,416
"Mount Pleasant, TX, Micropolitan Statistical Area",17302,94,6014,826,33,783,34.8,691,19,291
"Mount Sterling, KY, Micropolitan Statistical Area",28233,262,8285,760,76,450,29.3,783,27,81
"Mount Vernon, IL, Micropolitan Statistical Area",35892,358,12528,633,77,438,34.9,687,21,200
"Mount Vernon, OH, Micropolitan Statistical Area",35287,353,16960,506,78,434,48.1,364,22,180
"Mount Vernon-Anacortes, WA, Metropolitan Statistical Area",43273,450,13968,592,69,492,32.3,727,16,460
"Mountain Home, AR, Micropolitan Statistical Area",11683,50,3204,875,35,771,27.4,810,30,49
"Mountain Home, ID, Micropolitan Statistical Area",6687,23,1918,891,16,867,28.7,789,24,135
"Muncie, IN, Metropolitan Statistical Area",90252,678,27784,326,111,286,30.8,761,12,653
"Murray, KY, Micropolitan Statistical Area",20147,137,11011,678,49,661,54.7,237,24,125
"Muscatine, IA, Micropolitan Statistical Area",32148,325,17662,480,58,584,54.9,230,18,342
"Muskegon, MI, Metropolitan Statistical Area",121545,736,45296,211,112,285,37.3,632,9,797
"Muskogee, OK, Micropolitan Statistical Area",65573,589,25120,356,96,335,38.3,607,15,534
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC, Metropolitan Statistical Area",79058,642,28105,322,179,159,35.5,673,23,164
"Nacogdoches, TX, Micropolitan Statistical Area",30326,292,12807,625,55,607,42.2,508,18,341
