1916 - List of Metro Data

For explanatory notes see the Methods page on our website: www.usreligioncensus.org

Metro Area,Population,PopRank,Adherents,AdhRank,Congregations,ConRank,Adherents %,Adh% Rank,Congregations Per 10K People,Con Per 10K Rank
"Fergus Falls, MN, Micropolitan Statistical Area",46036,589,18122,322,0,265,39.4,485,0,808
"Fernley, NV, Micropolitan Statistical Area",3568,25,853,878,0,443,23.9,799,0,128
"Findlay, OH, Micropolitan Statistical Area",37860,530,14785,388,0,527,39.1,494,0,835
"Fitzgerald, GA, Micropolitan Statistical Area",11863,109,5096,742,0,822,43.0,388,0,517
"Flagstaff, AZ, Metropolitan Statistical Area",8130,64,3067,815,0,191,37.7,536,0,99
"Flint, MI, Metropolitan Statistical Area",64555,696,21131,276,0,81,32.7,656,0,554
"Florence, SC, Metropolitan Statistical Area",71698,721,38851,141,0,553,54.2,124,0,492
"Florence-Muscle Shoals, AL, Metropolitan Statistical Area",55738,653,27021,223,0,799,48.5,224,0,792
"Fond du Lac, WI, Metropolitan Statistical Area",51610,629,29115,202,0,736,56.4,100,0,400
"Forest City, NC, Micropolitan Statistical Area",28385,384,14544,395,0,548,51.2,175,0,645
"Forrest City, AR, Micropolitan Statistical Area",22548,288,11127,511,0,896,49.3,213,0,759
"Fort Collins, CO, Metropolitan Statistical Area",25270,336,9240,583,0,286,36.6,566,0,219
"Fort Dodge, IA, Micropolitan Statistical Area",34629,504,14205,406,0,581,41.0,433,0,652
"Fort Leonard Wood, MO, Micropolitan Statistical Area",11438,102,3802,793,0,103,33.2,640,0,506
"Fort Madison-Keokuk, IA-IL-MO, Micropolitan Statistical Area",80151,742,34511,159,0,607,43.1,385,0,508
"Fort Morgan, CO, Micropolitan Statistical Area",9577,82,3462,803,0,143,36.1,579,0,270
"Fort Polk South, LA, Micropolitan Statistical Area",17384,197,4178,772,0,20,24.0,795,0,112
"Fort Smith, AR-OK, Metropolitan Statistical Area",130352,808,31153,184,0,682,23.9,800,0,132
"Fort Wayne, IN, Metropolitan Statistical Area",132696,810,63948,85,0,340,48.2,232,0,816
"Frankfort, IN, Micropolitan Statistical Area",26674,357,10825,520,0,35,40.6,450,0,703
"Frankfort, KY, Micropolitan Statistical Area",31281,452,14850,387,0,524,47.5,253,0,879
"Fredericksburg, TX, Micropolitan Statistical Area",9447,78,3802,792,0,99,40.2,459,0,730
"Freeport, IL, Micropolitan Statistical Area",36821,522,14563,392,0,539,39.6,479,0,790
"Fremont, NE, Micropolitan Statistical Area",22145,276,7961,627,0,462,35.9,584,0,290
"Fremont, OH, Micropolitan Statistical Area",35171,508,16057,361,0,421,45.7,308,0,210
"Fresno, CA, Metropolitan Statistical Area",75657,729,30425,192,0,706,40.2,461,0,736
"Gadsden, AL, Metropolitan Statistical Area",39109,538,13473,429,0,650,34.4,624,0,450
"Gaffney, SC, Micropolitan Statistical Area",26179,350,11511,498,0,857,44.0,352,0,385
"Gainesville, FL, Metropolitan Statistical Area",34305,497,16171,359,0,413,47.1,262,0,26
"Gainesville, GA, Metropolitan Statistical Area",25730,343,11778,490,0,833,45.8,302,0,186
"Gainesville, TX, Micropolitan Statistical Area",26603,356,10956,517,0,23,41.2,427,0,634
"Galesburg, IL, Micropolitan Statistical Area",46159,590,18015,323,0,269,39.0,496,0,841
"Gallup, NM, Micropolitan Statistical Area",12963,125,3005,818,0,203,23.2,810,0,172
"Garden City, KS, Micropolitan Statistical Area",10114,88,2037,846,0,315,20.1,839,0,287
"Gardnerville Ranchos, NV, Micropolitan Statistical Area",1895,15,500,886,0,475,26.4,756,0,854
"Georgetown, SC, Micropolitan Statistical Area",22270,281,12097,477,0,794,54.3,122,0,486
"Gettysburg, PA, Metropolitan Statistical Area",34319,499,18868,308,0,209,55.0,114,0,456
"Gillette, WY, Micropolitan Statistical Area",0,5,382,888,0,483,,895,,895
"Glasgow, KY, Micropolitan Statistical Area",35746,514,14406,400,0,563,40.3,458,0,727
"Glens Falls, NY, Metropolitan Statistical Area",80001,740,35536,154,0,592,44.4,335,0,317
"Glenwood Springs, CO, Micropolitan Statistical Area",14710,153,2190,840,0,291,14.9,865,0,391
"Gloversville, NY, Micropolitan Statistical Area",44534,580,19552,294,0,153,43.9,356,0,401
"Goldsboro, NC, Metropolitan Statistical Area",35698,512,15686,371,0,461,43.9,353,0,389
"Grand Forks, ND-MN, Metropolitan Statistical Area",63889,693,26463,226,0,808,41.4,422,0,619
"Grand Island, NE, Metropolitan Statistical Area",54982,648,17982,324,0,273,32.7,657,0,557
"Grand Junction, CO, Metropolitan Statistical Area",22197,279,5936,707,0,717,26.7,751,0,839
"Grand Rapids-Wyoming, MI, Metropolitan Statistical Area",259148,854,89563,57,0,228,34.6,622,0,442
"Grants Pass, OR, Metropolitan Statistical Area",9567,81,2069,844,0,307,21.6,825,0,231
"Great Bend, KS, Micropolitan Statistical Area",17876,207,8286,617,0,422,46.4,283,0,110
"Great Falls, MT, Metropolitan Statistical Area",28833,396,13132,443,0,692,45.5,310,0,218
"Greeley, CO, Metropolitan Statistical Area",39177,540,9079,587,0,302,23.2,811,0,176
"Green Bay, WI, Metropolitan Statistical Area",96539,772,64146,83,0,332,66.4,39,0,157
"Greeneville, TN, Micropolitan Statistical Area",31083,449,8876,596,0,338,28.6,726,0,764
"Greenfield Town, MA, Micropolitan Statistical Area",43600,574,17837,325,0,277,40.9,436,0,661
"Greensboro-High Point, NC, Metropolitan Statistical Area",126430,803,53911,99,0,396,42.6,394,0,535
"Greensburg, IN, Micropolitan Statistical Area",18793,221,10044,553,0,166,53.4,133,0,519
"Greenville, MS, Micropolitan Statistical Area",48933,614,21473,273,0,69,43.9,359,0,413
"Greenville, NC, Metropolitan Statistical Area",36340,517,12956,448,0,707,35.7,593,0,326
"Greenville, OH, Micropolitan Statistical Area",42933,565,16175,358,0,409,37.7,539,0,111
"Greenville-Anderson-Mauldin, SC, Metropolitan Statistical Area",204917,842,100621,53,0,212,49.1,217,0,771
"Greenwood, MS, Micropolitan Statistical Area",59429,669,24184,244,0,862,40.7,448,0,697
"Greenwood, SC, Micropolitan Statistical Area",69029,713,34210,160,0,610,49.6,206,0,738
"Grenada, MS, Micropolitan Statistical Area",15727,165,6120,695,0,681,38.9,504,0,865
"Gulfport-Biloxi-Pascagoula, MS, Metropolitan Statistical Area",61316,679,33392,166,0,628,54.5,121,0,483
"Guymon, OK, Micropolitan Statistical Area",14249,149,3037,816,0,195,21.3,829,0,247
"Hagerstown-Martinsburg, MD-WV, Metropolitan Statistical Area",71616,720,30701,189,0,697,42.9,390,0,523
"Hailey, ID, Micropolitan Statistical Area",21063,261,3077,814,0,187,14.6,867,0,399
"Hammond, LA, Metropolitan Statistical Area",29160,404,14416,399,0,560,49.4,210,0,750
"Hanford-Corcoran, CA, Metropolitan Statistical Area",16230,175,6980,669,0,603,43.0,387,0,514
"Hannibal, MO, Micropolitan Statistical Area",43485,571,17432,333,0,309,40.1,467,0,754
"Harrisburg-Carlisle, PA, Metropolitan Statistical Area",214767,845,92986,56,0,224,43.3,375,0,477
"Harrison, AR, Micropolitan Statistical Area",24930,332,5225,737,0,807,21.0,832,0,259
"Harrisonburg, VA, Metropolitan Statistical Area",34903,505,17750,327,0,285,50.9,179,0,657
"Hartford-West Hartford-East Hartford, CT, Metropolitan Statistical Area",322278,860,196388,31,0,124,60.9,67,0,268
"Hastings, NE, Micropolitan Statistical Area",20900,259,7957,628,0,466,38.1,526,0,59
"Hattiesburg, MS, Metropolitan Statistical Area",40148,549,16310,354,0,393,40.6,449,0,700
"Hays, KS, Micropolitan Statistical Area",12170,116,8826,598,0,346,72.5,27,0,109
"Heber, UT, Micropolitan Statistical Area",8920,75,3967,781,0,56,44.5,334,0,313
"Helena, MT, Micropolitan Statistical Area",27454,369,7691,639,0,510,28.0,733,0,785
"Helena-West Helena, AR, Micropolitan Statistical Area",33535,482,25217,234,0,832,75.2,23,0,93
"Henderson, NC, Micropolitan Statistical Area",19425,233,10613,528,0,66,54.6,118,0,472
"Hereford, TX, Micropolitan Statistical Area",3942,30,1335,865,0,391,33.9,633,0,485
"Hermiston-Pendleton, OR, Micropolitan Statistical Area",24666,325,6852,670,0,606,27.8,738,0,800
"Hickory-Lenoir-Morganton, NC, Metropolitan Statistical Area",81497,749,38232,143,0,559,46.9,269,0,54
"Hillsdale, MI, Micropolitan Statistical Area",29673,415,5348,728,0,780,18.0,849,0,327
"Hilton Head Island-Bluffton-Beaufort, SC, Metropolitan Statistical Area",30355,432,15630,373,0,469,51.5,169,0,627
"Hinesville, GA, Metropolitan Statistical Area",12924,124,7727,637,0,502,59.8,72,0,288
"Holland, MI, Micropolitan Statistical Area",39819,547,9745,567,0,222,24.5,791,0,96
"Homosassa Springs, FL, Metropolitan Statistical Area",6731,49,2096,843,0,303,31.1,682,0,632
"Hood River, OR, Micropolitan Statistical Area",8016,63,1645,858,0,363,20.5,834,0,267
"Hot Springs, AR, Metropolitan Statistical Area",27271,365,8667,605,0,374,31.8,671,0,599
"Houghton, MI, Micropolitan Statistical Area",95254,770,43822,127,0,508,46.0,294,0,154
"Houma-Thibodaux, LA, Metropolitan Statistical Area",61431,680,36889,149,0,577,60.0,70,0,280
"Houston-The Woodlands-Sugar Land, TX, Metropolitan Statistical Area",252075,853,119060,45,0,180,47.2,260,0,18
"Hudson, NY, Micropolitan Statistical Area",43658,575,17002,346,0,361,38.9,502,0,859
"Huntingdon, PA, Micropolitan Statistical Area",38304,533,16959,348,0,369,44.3,339,0,333
"Huntington, IN, Micropolitan Statistical Area",28982,398,14426,398,0,557,49.8,199,0,717
"Huntington-Ashland, WV-KY-OH, Metropolitan Statistical Area",191251,838,55033,96,0,384,28.8,722,0,752
"Huntsville, AL, Metropolitan Statistical Area",73921,725,23230,250,0,880,31.4,675,0,611
"Huntsville, TX, Micropolitan Statistical Area",28829,395,12237,470,0,773,42.4,399,0,550
"Huron, SD, Micropolitan Statistical Area",15776,166,3962,782,0,60,25.1,774,0,28
"Hutchinson, KS, Micropolitan Statistical Area",37853,529,13870,417,0,614,36.6,563,0,207
"Hutchinson, MN, Micropolitan Statistical Area",18691,218,12282,467,0,764,65.7,41,0,165
"Idaho Falls, ID, Metropolitan Statistical Area",0,6,10415,535,0,94,,888,,888
"Indiana, PA, Micropolitan Statistical Area",66210,705,31186,183,0,679,47.1,263,0,30
"Indianapolis-Carmel-Anderson, IN, Metropolitan Statistical Area",517327,877,195387,32,0,128,37.8,535,0,95
"Indianola, MS, Micropolitan Statistical Area",28787,393,13229,439,0,680,46.0,295,0,158
"Ionia, MI, Micropolitan Statistical Area",33550,484,9121,586,0,298,27.2,746,0,824
"Iowa City, IA, Metropolitan Statistical Area",45839,587,20523,284,0,113,44.8,328,0,289
"Iron Mountain, MI-WI, Micropolitan Statistical Area",23905,311,12404,465,0,758,51.9,163,0,609
"Ithaca, NY, Metropolitan Statistical Area",33647,485,14292,402,0,569,42.5,398,0,547
"Jackson, MI, Metropolitan Statistical Area",53426,639,19521,297,0,165,36.5,568,0,226
"Jackson, MS, Metropolitan Statistical Area",220962,846,82183,62,0,248,37.2,547,0,143
"Jackson, OH, Micropolitan Statistical Area",30791,442,7655,640,0,514,24.9,783,0,64
"Jackson, TN, Metropolitan Statistical Area",64523,695,30876,185,0,685,47.9,243,0,849
"Jackson, WY-ID, Micropolitan Statistical Area",0,7,2373,836,0,275,,892,,892
"Jacksonville, FL, Metropolitan Statistical Area",109817,789,50287,107,0,428,45.8,297,0,166
"Jacksonville, IL, Micropolitan Statistical Area",44487,579,17652,330,0,297,39.7,478,0,787
"Jacksonville, NC, Metropolitan Statistical Area",14125,144,4658,755,0,861,33.0,646,0,524
"Jacksonville, TX, Micropolitan Statistical Area",29038,399,12202,472,0,779,42.0,409,0,580
"Jamestown, ND, Micropolitan Statistical Area",18189,212,6335,689,0,663,34.8,618,0,426
"Jamestown-Dunkirk-Fredonia, NY, Micropolitan Statistical Area",105126,781,46498,117,0,468,44.2,344,0,353
"Janesville-Beloit, WI, Metropolitan Statistical Area",55538,651,23702,248,0,874,42.7,393,0,532
"Jasper, IN, Micropolitan Statistical Area",39527,543,20481,285,0,117,51.8,166,0,618
"Jefferson City, MO, Metropolitan Statistical Area",75015,728,40072,138,0,544,53.4,135,0,525
"Jefferson, GA, Micropolitan Statistical Area",30169,423,9028,590,0,314,29.9,708,0,710
"Jesup, GA, Micropolitan Statistical Area",13069,127,4439,764,0,888,34.0,632,0,482
"Johnson City, TN, Metropolitan Statistical Area",56007,656,18533,313,0,229,33.1,644,0,518
"Johnstown, PA, Metropolitan Statistical Area",166131,826,108594,50,0,200,65.4,43,0,173
"Jonesboro, AR, Metropolitan Statistical Area",40418,550,12447,463,0,752,30.8,690,0,656
"Joplin, MO, Metropolitan Statistical Area",116809,796,29685,201,0,733,25.4,766,0,884
"Junction City, KS, Micropolitan Statistical Area",12681,120,2992,819,0,207,23.6,806,0,156
"Kalamazoo-Portage, MI, Metropolitan Statistical Area",93612,767,19781,290,0,137,21.1,831,0,255
"Kalispell, MT, Micropolitan Statistical Area",18785,219,4707,753,0,855,25.1,776,0,36
"Kankakee, IL, Metropolitan Statistical Area",40752,553,21528,270,0,58,52.8,148,0,564
"Kansas City, MO-KS, Metropolitan Statistical Area",642930,882,255369,21,0,84,39.7,476,0,781
"Kearney, NE, Micropolitan Statistical Area",31013,447,9777,566,0,218,31.5,674,0,608
"Keene, NH, Micropolitan Statistical Area",30659,438,14133,408,0,587,46.1,292,0,146
"Kendallville, IN, Micropolitan Statistical Area",24009,314,8353,615,0,414,34.8,619,0,430
"Kennett, MO, Micropolitan Statistical Area",30328,429,7517,647,0,537,24.8,784,0,68
"Kennewick-Richland, WA, Metropolitan Statistical Area",13090,128,2902,823,0,223,22.2,817,0,200
"Kerrville, TX, Micropolitan Statistical Area",5505,44,2333,837,0,279,42.4,401,0,556
"Key West, FL, Micropolitan Statistical Area",21563,268,8128,622,0,442,37.7,538,0,107
"Kill Devil Hills, NC, Micropolitan Statistical Area",10060,87,5974,704,0,708,59.4,76,0,304
"Killeen-Temple, TX, Metropolitan Statistical Area",80421,745,29939,197,0,721,37.2,546,0,139
"Kingsport-Bristol-Bristol, TN-VA, Metropolitan Statistical Area",114598,794,36621,151,0,583,32.0,668,0,590
"Kingston, NY, Metropolitan Statistical Area",91769,766,34854,158,0,604,38.0,528,0,67
"Kingsville, TX, Micropolitan Statistical Area",0,8,2462,832,0,259,,891,,891
"Kinston, NC, Micropolitan Statistical Area",22769,293,9675,573,0,246,42.5,397,0,544
"Kirksville, MO, Micropolitan Statistical Area",31762,460,9779,565,0,214,30.8,691,0,659
"Klamath Falls, OR, Micropolitan Statistical Area",8554,69,1607,860,0,371,18.8,846,0,315
"Knoxville, TN, Metropolitan Statistical Area",233332,848,87790,59,0,236,37.6,541,0,119
"Kokomo, IN, Metropolitan Statistical Area",33177,475,12856,452,0,719,38.7,510,0,883
"La Crosse-Onalaska, WI-MN, Metropolitan Statistical Area",58293,667,27617,217,0,781,47.4,255,0,885
"La Grande, OR, Micropolitan Statistical Area",16191,174,4455,762,0,882,27.5,743,0,815
"Laconia, NH, Micropolitan Statistical Area",21309,264,9938,558,0,186,46.6,275,0,78
"Lafayette, LA, Metropolitan Statistical Area",141302,816,103261,51,0,204,73.1,25,0,101
"Lafayette-West Lafayette, IN, Metropolitan Statistical Area",70721,718,31542,182,0,676,44.6,331,0,301
"LaGrange, GA, Micropolitan Statistical Area",26228,352,17386,335,0,317,66.3,40,0,161
"Lake Charles, LA, Metropolitan Statistical Area",67055,708,19424,300,0,177,29.0,719,0,743
"Lake City, FL, Micropolitan Statistical Area",17689,204,6341,687,0,657,35.8,587,0,302
"Lake Havasu City-Kingman, AZ, Metropolitan Statistical Area",3773,27,634,882,0,459,16.8,857,0,359
"Lakeland-Winter Haven, FL, Metropolitan Statistical Area",24148,317,12408,464,0,755,51.4,172,0,636
"Lamesa, TX, Micropolitan Statistical Area",2320,18,972,873,0,423,41.9,412,0,589
"Lancaster, PA, Metropolitan Statistical Area",167029,828,71473,73,0,292,42.8,392,0,529
"Lansing-East Lansing, MI, Metropolitan Statistical Area",106938,783,31919,176,0,658,29.8,710,0,716
"Laramie, WY, Micropolitan Statistical Area",11574,106,1159,869,0,407,10.0,881,0,455
"Laredo, TX, Metropolitan Statistical Area",22503,286,12036,479,0,800,53.5,132,0,516
"Las Cruces, NM, Metropolitan Statistical Area",12893,123,10217,544,0,130,79.2,19,0,77
"Las Vegas, NM, Micropolitan Statistical Area",22930,295,17392,334,0,313,75.8,20,0,81
"Las Vegas-Henderson-Paradise, NV, Metropolitan Statistical Area",3321,22,1879,852,0,339,56.6,99,0,396
"Laurel, MS, Micropolitan Statistical Area",48383,607,17003,345,0,357,35.1,610,0,394
"Laurinburg, NC, Micropolitan Statistical Area",15363,160,8209,620,0,434,53.4,134,0,522
"Lawrence, KS, Metropolitan Statistical Area",24724,326,11159,508,0,887,45.1,319,0,253
"Lawrenceburg, TN, Micropolitan Statistical Area",17569,200,7177,664,0,588,40.9,440,0,673
"Lawton, OK, Metropolitan Statistical Area",41489,557,8864,597,0,342,21.4,828,0,243
"Lebanon, MO, Micropolitan Statistical Area",17363,196,5485,723,0,765,31.6,672,0,602
"Lebanon, PA, Metropolitan Statistical Area",59565,672,28160,211,0,763,47.3,258,0,10
"Lewisburg, PA, Micropolitan Statistical Area",16249,176,8006,625,0,454,49.3,215,0,765
"Lewisburg, TN, Micropolitan Statistical Area",16872,192,7918,629,0,470,46.9,268,0,50
"Lewiston, ID-WA, Metropolitan Statistical Area",30691,439,4400,766,0,894,14.3,871,0,415
"Lewiston-Auburn, ME, Metropolitan Statistical Area",59822,674,30403,193,0,709,50.8,180,0,660
"Lewistown, PA, Micropolitan Statistical Area",27785,378,11835,488,0,827,42.6,395,0,538
"Lexington, NE, Micropolitan Statistical Area",20894,258,6467,682,0,642,31.0,687,0,647
"Lexington-Fayette, KY, Metropolitan Statistical Area",125304,799,66868,80,0,320,53.4,137,0,531
"Liberal, KS, Micropolitan Statistical Area",4091,32,1590,861,0,375,38.9,507,0,874
"Lima, OH, Metropolitan Statistical Area",56580,658,29924,198,0,724,52.9,146,0,558
"Lincoln, IL, Micropolitan Statistical Area",30216,425,12319,466,0,761,40.8,444,0,685
"Lincoln, NE, Metropolitan Statistical Area",89688,760,35264,156,0,598,39.3,486,0,811
"Little Rock-North Little Rock-Conway, AR, Metropolitan Statistical Area",173926,830,78561,65,0,260,45.2,316,0,241
"Lock Haven, PA, Micropolitan Statistical Area",31545,457,14558,393,0,542,46.1,290,0,138
"Logan, UT-ID, Metropolitan Statistical Area",23062,300,25091,236,0,838,108.8,5,0,21
"Logan, WV, Micropolitan Statistical Area",14476,152,3817,790,0,91,26.4,757,0,857
"Logansport, IN, Micropolitan Statistical Area",36368,518,14863,386,0,521,40.9,438,0,667
"London, KY, Micropolitan Statistical Area",73970,726,23008,254,0,892,31.1,683,0,635
"Longview, TX, Metropolitan Statistical Area",61046,678,32716,170,0,640,53.6,130,0,510
"Longview, WA, Metropolitan Statistical Area",12561,119,1720,854,0,347,13.7,872,0,419
"Los Angeles-Long Beach-Anaheim, CA, Metropolitan Statistical Area",538567,878,207732,27,0,108,38.6,513,0,7
"Louisville/Jefferson County, KY-IN, Metropolitan Statistical Area",432044,869,215768,26,0,104,49.9,196,0,708
"Lubbock, TX, Metropolitan Statistical Area",7102,55,5197,738,0,810,73.2,24,0,97
"Ludington, MI, Micropolitan Statistical Area",21832,272,7350,655,0,561,33.7,637,0,497
"Lufkin, TX, Micropolitan Statistical Area",17705,205,4657,756,0,864,26.3,759,0,863
"Lumberton, NC, Micropolitan Statistical Area",51945,630,24134,245,0,865,46.5,280,0,98
"Lynchburg, VA, Metropolitan Statistical Area",109922,790,54805,97,0,388,49.9,197,0,711
"Macomb, IL, Micropolitan Statistical Area",26887,358,10978,515,0,15,40.8,442,0,679
"Macon, GA, Metropolitan Statistical Area",109245,788,54033,98,0,392,49.5,209,0,747
"Madera, CA, Metropolitan Statistical Area",8368,67,2271,839,0,287,27.1,748,0,830
"Madison, IN, Micropolitan Statistical Area",20483,254,10150,548,0,146,49.6,207,0,741
"Madison, WI, Metropolitan Statistical Area",152702,820,68739,76,0,304,45.0,324,0,273
"Madisonville, KY, Micropolitan Statistical Area",34291,495,12183,473,0,782,35.5,600,0,354
"Magnolia, AR, Micropolitan Statistical Area",23820,309,11856,487,0,824,49.8,200,0,720
"Malone, NY, Micropolitan Statistical Area",45717,585,26011,230,0,820,56.9,95,0,380
"Malvern, AR, Micropolitan Statistical Area",15022,157,5006,743,0,825,33.3,639,0,503
"Manchester-Nashua, NH, Metropolitan Statistical Area",126072,802,80904,64,0,256,64.2,45,0,181
"Manhattan, KS, Metropolitan Statistical Area",33305,478,14064,412,0,599,42.2,405,0,568
"Manitowoc, WI, Micropolitan Statistical Area",44978,582,29903,199,0,727,66.5,38,0,153
"Mankato-North Mankato, MN, Metropolitan Statistical Area",43462,570,19535,296,0,161,44.9,325,0,277
"Mansfield, OH, Metropolitan Statistical Area",47667,601,22271,262,0,26,46.7,273,0,70
"Marietta, OH, Micropolitan Statistical Area",45422,584,16176,356,0,401,35.6,595,0,334
"Marinette, WI-MI, Micropolitan Statistical Area",59460,670,28744,206,0,748,48.3,229,0,807
"Marion, IN, Micropolitan Statistical Area",51426,627,18297,318,0,249,35.6,597,0,342
"Marion, NC, Micropolitan Statistical Area",13538,132,5282,731,0,789,39.0,497,0,844
"Marion, OH, Micropolitan Statistical Area",33971,490,15868,365,0,437,46.7,274,0,74
"Marquette, MI, Micropolitan Statistical Area",46739,594,20185,287,0,125,43.2,380,0,493
"Marshall, MN, Micropolitan Statistical Area",15722,164,7623,641,0,518,48.5,223,0,789
"Marshall, MO, Micropolitan Statistical Area",29448,409,13899,416,0,611,47.2,261,0,22
"Marshall, TX, Micropolitan Statistical Area",37243,524,30007,196,0,718,80.6,18,0,73
"Marshalltown, IA, Micropolitan Statistical Area",30279,426,10012,554,0,170,33.1,645,0,521
"Martin, TN, Micropolitan Statistical Area",31929,463,13262,436,0,671,41.5,421,0,616
"Martinsville, VA, Micropolitan Statistical Area",18459,214,5273,732,0,792,28.6,725,0,761
"Maryville, MO, Micropolitan Statistical Area",28833,397,13185,441,0,686,45.7,305,0,198
"Mason City, IA, Micropolitan Statistical Area",34961,506,15379,378,0,489,44.0,351,0,381
"Mayfield, KY, Micropolitan Statistical Area",33539,483,14095,411,0,596,42.0,408,0,577
"Maysville, KY, Micropolitan Statistical Area",18611,217,9421,578,0,266,50.6,184,0,672
"McAlester, OK, Micropolitan Statistical Area",47650,600,13268,435,0,668,27.8,736,0,794
"McAllen-Edinburg-Mission, TX, Metropolitan Statistical Area",13728,139,13527,428,0,647,98.5,10,0,41
"McComb, MS, Micropolitan Statistical Area",60226,676,23988,246,0,868,39.8,473,0,772
"McMinnville, TN, Micropolitan Statistical Area",16534,185,6018,700,0,696,36.4,573,0,246
"McPherson, KS, Micropolitan Statistical Area",21521,267,8792,601,0,358,40.9,439,0,670
"Meadville, PA, Micropolitan Statistical Area",61565,681,25114,235,0,835,40.8,443,0,682
"Medford, OR, Metropolitan Statistical Area",25756,344,4733,751,0,849,18.4,847,0,319
"Memphis, TN-MS-AR, Metropolitan Statistical Area",372133,866,150901,39,0,156,40.6,451,0,706
"Menomonie, WI, Micropolitan Statistical Area",25260,335,9718,568,0,226,38.5,516,0,19
"Merced, CA, Metropolitan Statistical Area",15148,158,7448,652,0,552,49.2,216,0,768
"Meridian, MS, Micropolitan Statistical Area",88897,757,42276,129,0,516,47.6,251,0,873
"Merrill, WI, Micropolitan Statistical Area",19064,227,9038,589,0,310,47.4,254,0,882
"Mexico, MO, Micropolitan Statistical Area",21687,270,10085,551,0,158,46.5,279,0,94
"Miami, OK, Micropolitan Statistical Area",15713,163,3980,780,0,52,25.3,769,0,8
"Miami-Fort Lauderdale-West Palm Beach, FL, Metropolitan Statistical Area",17510,199,11201,507,0,884,64.0,48,0,193
"Michigan City-La Porte, IN, Metropolitan Statistical Area",45797,586,22610,257,0,6,49.4,211,0,753
"Middlesborough, KY, Micropolitan Statistical Area",28447,385,5678,713,0,735,20.0,841,0,295
"Midland, MI, Metropolitan Statistical Area",14005,141,3878,786,0,75,27.7,739,0,803
"Midland, TX, Metropolitan Statistical Area",5013,40,1652,857,0,359,33.0,647,0,527
"Milledgeville, GA, Micropolitan Statistical Area",37543,526,18649,310,0,217,49.7,203,0,729
"Milwaukee-Waukesha-West Allis, WI, Metropolitan Statistical Area",511194,876,262626,19,0,76,51.4,173,0,639
"Mineral Wells, TX, Micropolitan Statistical Area",19506,235,6027,699,0,693,30.9,688,0,650
"Minneapolis-St. Paul-Bloomington, MN-WI, Metropolitan Statistical Area",808388,888,350791,13,0,53,43.4,372,0,465
"Minot, ND, Micropolitan Statistical Area",50748,621,15492,374,0,473,30.5,695,0,671
"Missoula, MT, Metropolitan Statistical Area",23596,303,6214,693,0,675,26.3,758,0,860
"Mitchell, SD, Micropolitan Statistical Area",17862,206,6673,674,0,618,37.4,543,0,127
"Moberly, MO, Micropolitan Statistical Area",26182,351,13242,437,0,674,50.6,185,0,675
"Mobile, AL, Metropolitan Statistical Area",80854,747,46313,118,0,472,57.3,90,0,360
"Modesto, CA, Metropolitan Statistical Area",22522,287,9852,562,0,202,43.7,362,0,425
"Monroe, LA, Metropolitan Statistical Area",46281,591,15153,381,0,501,32.7,654,0,548
"Monroe, MI, Metropolitan Statistical Area",32917,471,15967,363,0,429,48.5,222,0,786
"Montgomery, AL, Metropolitan Statistical Area",162355,823,84388,61,0,244,52.0,159,0,597
"Montrose, CO, Micropolitan Statistical Area",10291,90,2611,829,0,247,25.4,768,0,4
"Morehead City, NC, Micropolitan Statistical Area",13776,140,6085,696,0,684,44.2,347,0,365
"Morgan City, LA, Micropolitan Statistical Area",39368,542,17835,326,0,281,45.3,315,0,237
"Morgantown, WV, Metropolitan Statistical Area",50675,619,19780,291,0,141,39.0,495,0,838
"Morristown, TN, Metropolitan Statistical Area",31405,455,13132,444,0,695,41.8,414,0,595
"Moscow, ID, Micropolitan Statistical Area",18818,222,4045,776,0,36,21.5,826,0,235
"Moses Lake, WA, Micropolitan Statistical Area",8698,73,1296,867,0,399,14.9,863,0,383
"Moultrie, GA, Micropolitan Statistical Area",19789,244,8977,592,0,322,45.4,313,0,229
"Mount Airy, NC, Micropolitan Statistical Area",29705,416,12016,481,0,806,40.5,455,0,718
"Mount Pleasant, MI, Micropolitan Statistical Area",23029,299,6781,673,0,615,29.4,714,0,728
"Mount Pleasant, TX, Micropolitan Statistical Area",16422,181,5594,715,0,741,34.1,630,0,474
"Mount Sterling, KY, Micropolitan Statistical Area",33009,473,8455,612,0,402,25.6,765,0,881
"Mount Vernon, IL, Micropolitan Statistical Area",29111,402,7617,642,0,522,26.2,761,0,869
"Mount Vernon, OH, Micropolitan Statistical Area",30181,424,13389,431,0,656,44.4,338,0,329
"Mount Vernon-Anacortes, WA, Metropolitan Statistical Area",29241,405,5839,710,0,726,20.0,840,0,291
"Mountain Home, AR, Micropolitan Statistical Area",10389,91,2131,841,0,295,20.5,835,0,271
"Mountain Home, ID, Micropolitan Statistical Area",4785,38,691,881,0,455,14.4,869,0,407
"Muncie, IN, Metropolitan Statistical Area",51414,626,18338,317,0,245,35.7,591,0,318
"Murray, KY, Micropolitan Statistical Area",19867,246,8789,602,0,362,44.2,343,0,349
"Muscatine, IA, Micropolitan Statistical Area",29505,411,10965,516,0,19,37.2,550,0,155
"Muskegon, MI, Metropolitan Statistical Area",40577,552,12936,450,0,713,31.9,669,0,593
"Muskogee, OK, Micropolitan Statistical Area",52743,633,18598,312,0,225,35.3,607,0,382
