1980 - List of Metro Data

For explanatory notes see the Methods page on our website: www.usreligioncensus.org

Metro Area,Population,PopRank,Adherents,AdhRank,Congregations,ConRank,Adherents %,Adh% Rank,Congregations Per 10K People,Con Per 10K Rank
"Alpena, MI, Micropolitan Statistical Area",32315,201,24673,553,40,818,76.4,61,12,585
"Altoona, PA, Metropolitan Statistical Area",136621,686,81881,198,190,216,59.9,279,14,506
"Altus, OK, Micropolitan Statistical Area",30356,178,19468,658,59,697,64.1,213,19,226
"Amarillo, TX, Metropolitan Statistical Area",184648,741,125675,141,198,205,68.1,159,11,675
"Americus, GA, Micropolitan Statistical Area",32793,206,14356,785,54,727,43.8,644,16,359
"Ames, IA, Metropolitan Statistical Area",72326,511,38312,385,72,595,53.0,438,10,709
"Amsterdam, NY, Micropolitan Statistical Area",53439,410,36973,391,67,637,69.2,143,13,576
"Anchorage, AK, Metropolitan Statistical Area",192247,747,53756,286,150,274,28.0,878,8,806
"Andrews, TX, Micropolitan Statistical Area",13323,15,8565,872,22,894,64.3,211,17,357
"Angola, IN, Micropolitan Statistical Area",24694,110,8292,878,38,834,33.6,826,15,421
"Ann Arbor, MI, Metropolitan Statistical Area",264748,778,91347,178,154,269,34.5,809,6,880
"Anniston-Oxford-Jacksonville, AL, Metropolitan Statistical Area",119761,658,69119,228,214,188,57.7,336,18,298
"Appleton, WI, Metropolitan Statistical Area",159666,723,124608,142,134,300,78.0,45,8,789
"Arcadia, FL, Micropolitan Statistical Area",19039,50,6839,892,33,859,35.9,777,17,317
"Ardmore, OK, Micropolitan Statistical Area",43610,347,30182,471,90,463,69.2,141,21,184
"Arkadelphia, AR, Micropolitan Statistical Area",23326,93,14105,792,77,552,60.5,272,33,12
"Arkansas City-Winfield, KS, Micropolitan Statistical Area",36824,268,19471,657,72,596,52.9,439,20,219
"Asheville, NC, Metropolitan Statistical Area",282836,793,172499,104,571,59,61.0,263,20,191
"Ashland, OH, Micropolitan Statistical Area",46178,364,21635,602,78,543,46.9,570,17,333
"Ashtabula, OH, Micropolitan Statistical Area",104215,624,50551,305,122,338,48.5,537,12,611
"Astoria, OR, Micropolitan Statistical Area",32489,203,8368,877,44,797,25.8,896,14,529
"Atchison, KS, Micropolitan Statistical Area",18397,45,10156,854,37,840,55.2,387,20,198
"Athens, OH, Micropolitan Statistical Area",56399,430,15093,768,93,448,26.8,887,16,358
"Athens, TN, Micropolitan Statistical Area",41878,324,33065,430,128,321,79.0,38,31,22
"Athens, TX, Micropolitan Statistical Area",42606,338,21188,611,100,415,49.7,508,23,109
"Athens-Clarke County, GA, Metropolitan Statistical Area",113601,647,47184,331,151,273,41.5,683,13,540
"Atlanta-Sandy Springs-Roswell, GA, Metropolitan Statistical Area",2338211,903,1033626,17,2172,7,44.2,637,9,741
"Atlantic City-Hammonton, NJ, Metropolitan Statistical Area",194119,748,79577,204,129,318,41.0,694,7,860
"Auburn, IN, Micropolitan Statistical Area",33606,216,17347,700,61,683,51.6,469,18,279
"Auburn, NY, Micropolitan Statistical Area",79894,541,46206,334,101,409,57.8,330,13,572
"Auburn-Opelika, AL, Metropolitan Statistical Area",76283,529,50544,306,109,381,66.3,179,14,483
"Augusta-Richmond County, GA-SC, Metropolitan Statistical Area",389511,824,183844,98,466,78,47.2,562,12,597
"Augusta-Waterville, ME, Micropolitan Statistical Area",109889,638,49850,312,112,368,45.4,607,10,695
"Austin, MN, Micropolitan Statistical Area",40390,308,35211,407,64,661,87.2,14,16,397
"Austin-Round Rock, TX, Metropolitan Statistical Area",585051,851,261632,69,514,70,44.7,626,9,771
"Bainbridge, GA, Micropolitan Statistical Area",25495,119,11050,839,51,750,43.3,654,20,200
"Bakersfield, CA, Metropolitan Statistical Area",403089,828,162494,108,354,106,40.3,705,9,773
"Baltimore-Columbia-Towson, MD, Metropolitan Statistical Area",2199531,901,860903,19,1295,20,39.1,727,6,878
"Bangor, ME, Metropolitan Statistical Area",137015,687,53460,292,132,304,39.0,728,10,724
"Baraboo, WI, Micropolitan Statistical Area",43469,344,34130,419,70,616,78.5,42,16,382
"Bardstown, KY, Micropolitan Statistical Area",27584,144,19998,645,57,709,72.5,97,21,183
"Barnstable Town, MA, Metropolitan Statistical Area",147925,706,67470,232,92,455,45.6,603,6,871
"Barre, VT, Micropolitan Statistical Area",52393,408,26313,526,66,646,50.2,494,13,573
"Bartlesville, OK, Micropolitan Statistical Area",48113,376,34859,414,70,615,72.5,98,15,473
"Bastrop, LA, Micropolitan Statistical Area",34803,233,19261,666,77,558,55.3,383,22,143
"Batavia, NY, Micropolitan Statistical Area",59400,443,39177,378,72,594,66.0,185,12,593
"Batesville, AR, Micropolitan Statistical Area",30147,174,17748,689,107,387,58.9,302,35,6
"Baton Rouge, LA, Metropolitan Statistical Area",591383,852,309804,63,423,86,52.4,450,7,837
"Battle Creek, MI, Metropolitan Statistical Area",141557,698,49783,315,125,328,35.2,797,9,769
"Bay City, MI, Metropolitan Statistical Area",119881,660,79972,203,84,503,66.7,173,7,843
"Bay City, TX, Micropolitan Statistical Area",37828,276,21315,609,55,721,56.3,363,15,474
"Beatrice, NE, Micropolitan Statistical Area",24456,109,19649,653,64,660,80.3,31,26,61
"Beaumont-Port Arthur, TX, Metropolitan Statistical Area",388751,823,251689,71,411,89,64.7,200,11,682
"Beaver Dam, WI, Micropolitan Statistical Area",75064,522,50307,307,99,420,67.0,172,13,549
"Beckley, WV, Metropolitan Statistical Area",144684,701,48305,321,262,141,33.4,828,18,282
"Bedford, IN, Micropolitan Statistical Area",42472,335,21463,606,81,523,50.5,489,19,236
"Beeville, TX, Micropolitan Statistical Area",26030,125,15748,753,45,796,60.5,271,17,319
"Bellefontaine, OH, Micropolitan Statistical Area",39155,293,17633,692,73,592,45.0,618,19,253
"Bellingham, WA, Metropolitan Statistical Area",106701,628,31441,449,112,371,29.5,862,10,686
"Bemidji, MN, Micropolitan Statistical Area",30982,189,15449,762,47,782,49.9,503,15,434
"Bend-Redmond, OR, Metropolitan Statistical Area",62142,458,17029,710,64,663,27.4,883,10,693
"Bennettsville, SC, Micropolitan Statistical Area",31634,196,16855,719,78,549,53.3,433,25,91
"Bennington, VT, Micropolitan Statistical Area",33345,214,16401,734,44,800,49.2,519,13,546
"Berlin, NH-VT, Micropolitan Statistical Area",41460,318,24480,555,70,610,59.0,298,17,334
"Big Rapids, MI, Micropolitan Statistical Area",36961,270,10322,852,43,804,27.9,879,12,614
"Big Spring, TX, Micropolitan Statistical Area",34446,229,28008,496,72,599,81.3,28,21,171
"Big Stone Gap, VA, Micropolitan Statistical Area",68426,500,16522,729,91,459,24.1,905,13,539
"Billings, MT, Metropolitan Statistical Area",117160,654,56409,274,130,311,48.1,543,11,656
"Binghamton, NY, Metropolitan Statistical Area",263460,777,133101,134,214,187,50.5,490,8,796
"Birmingham-Hoover, AL, Metropolitan Statistical Area",930281,874,547277,32,1544,16,58.8,303,17,350
"Bismarck, ND, Metropolitan Statistical Area",86103,570,63111,248,120,347,73.3,90,14,503
"Blackfoot, ID, Micropolitan Statistical Area",36489,259,28330,492,71,606,77.6,46,19,224
"Blacksburg-Christiansburg-Radford, VA, Metropolitan Statistical Area",141343,697,54748,280,273,136,38.7,732,19,229
"Bloomington, IL, Metropolitan Statistical Area",137257,689,69897,225,158,263,50.9,483,12,622
"Bloomington, IN, Metropolitan Statistical Area",114626,651,39511,375,131,307,34.5,811,11,633
"Bloomsburg-Berwick, PA, Metropolitan Statistical Area",78642,534,50873,302,146,285,64.7,202,19,258
"Bluefield, WV-VA, Micropolitan Statistical Area",124453,668,53288,293,272,137,42.8,666,22,149
"Blytheville, AR, Micropolitan Statistical Area",59517,446,34789,415,119,349,58.5,313,20,201
"Bogalusa, LA, Micropolitan Statistical Area",44207,354,22523,585,66,647,50.9,482,15,448
"Boise City, ID, Metropolitan Statistical Area",280035,792,119441,146,301,124,42.7,671,11,673
"Boone, IA, Micropolitan Statistical Area",26184,128,16009,745,49,769,61.1,257,19,249
"Boone, NC, Micropolitan Statistical Area",31666,197,16390,735,89,474,51.8,464,28,39
"Borger, TX, Micropolitan Statistical Area",26304,130,19344,663,47,780,73.5,87,18,299
"Boston-Cambridge-Newton, MA-NH, Metropolitan Statistical Area",3938585,911,2543773,5,1795,12,64.6,204,5,905
"Boulder, CO, Metropolitan Statistical Area",189625,746,69588,227,125,329,36.7,763,7,862
"Bowling Green, KY, Metropolitan Statistical Area",106982,629,54925,279,239,160,51.3,474,22,133
"Bozeman, MT, Micropolitan Statistical Area",42865,340,16618,728,55,725,38.8,731,13,563
"Bradford, PA, Micropolitan Statistical Area",50635,393,29682,478,98,428,58.6,308,19,227
"Brainerd, MN, Micropolitan Statistical Area",62772,460,33148,429,105,393,52.8,440,17,341
"Branson, MO, Micropolitan Statistical Area",36054,251,13151,812,76,563,36.5,770,21,165
"Breckenridge, CO, Micropolitan Statistical Area",8848,3,1250,916,10,916,14.1,915,11,640
"Bremerton-Silverdale, WA, Metropolitan Statistical Area",147152,705,41051,364,99,422,27.9,880,7,857
"Brenham, TX, Micropolitan Statistical Area",21998,81,13717,800,34,849,62.4,243,15,419
"Brevard, NC, Micropolitan Statistical Area",23417,94,13341,807,50,758,57.0,350,21,162
"Bridgeport-Stamford-Norwalk, CT, Metropolitan Statistical Area",807143,871,491382,38,396,91,60.9,265,5,899
"Brookhaven, MS, Micropolitan Statistical Area",30174,175,21733,600,84,499,72.0,103,28,43
"Brookings, OR, Micropolitan Statistical Area",16992,33,4422,905,26,883,26.0,893,15,427
"Brookings, SD, Micropolitan Statistical Area",24332,105,14020,794,43,803,57.6,337,18,307
"Brownsville-Harlingen, TX, Metropolitan Statistical Area",209727,758,151254,117,161,254,72.1,100,8,811
"Brownwood, TX, Micropolitan Statistical Area",33057,213,22989,575,65,652,69.5,137,20,215
"Brunswick, GA, Metropolitan Statistical Area",71728,509,32120,441,114,366,44.8,625,16,395
"Bucyrus, OH, Micropolitan Statistical Area",50075,390,29666,479,81,531,59.2,292,16,379
"Buffalo-Cheektowaga-Niagara Falls, NY, Metropolitan Statistical Area",1242826,884,842315,21,744,41,67.8,162,6,875
"Burley, ID, Micropolitan Statistical Area",39145,292,30383,464,63,671,77.6,47,16,383
"Burlington, IA-IL, Micropolitan Statistical Area",55317,424,29650,480,85,496,53.6,427,15,422
"Burlington, NC, Metropolitan Statistical Area",99319,608,54581,283,162,249,55.0,393,16,373
"Burlington-South Burlington, VT, Metropolitan Statistical Area",154935,714,91126,179,147,284,58.8,304,9,727
"Butte-Silver Bow, MT, Micropolitan Statistical Area",38092,279,21463,605,33,855,56.3,364,9,778
"Cadillac, MI, Micropolitan Statistical Area",35111,236,15003,772,69,620,42.7,669,20,216
"Calhoun, GA, Micropolitan Statistical Area",30070,173,16227,737,62,675,54.0,415,21,185
"California-Lexington Park, MD, Metropolitan Statistical Area",59895,451,23178,571,46,786,38.7,733,8,810
"Cambridge, MD, Micropolitan Statistical Area",30623,183,13207,810,86,486,43.1,660,28,40
"Cambridge, OH, Micropolitan Statistical Area",42024,327,18056,684,83,511,43.0,663,20,213
"Camden, AR, Micropolitan Statistical Area",36620,263,21954,596,111,373,60.0,277,30,25
"Campbellsville, KY, Micropolitan Statistical Area",21178,71,16028,743,63,672,75.7,65,30,30
"Cañon City, CO, Micropolitan Statistical Area",28676,154,11359,833,41,814,39.6,719,14,482
"Canton, IL, Micropolitan Statistical Area",43687,349,17754,687,81,527,40.6,701,19,261
"Canton-Massillon, OH, Metropolitan Statistical Area",404421,830,192821,92,349,107,47.7,554,9,779
"Cape Coral-Fort Myers, FL, Metropolitan Statistical Area",205266,756,75073,211,142,290,36.6,768,7,851
"Cape Girardeau, MO-IL, Metropolitan Statistical Area",81402,550,47312,329,159,256,58.1,320,20,221
"Carbondale-Marion, IL, Metropolitan Statistical Area",118060,655,59465,264,202,200,50.4,491,17,324
"Carlsbad-Artesia, NM, Micropolitan Statistical Area",47855,375,36088,400,84,501,75.4,69,18,313
"Carson City, NV, Metropolitan Statistical Area",32022,199,10325,851,23,891,32.2,838,7,834
"Casper, WY, Metropolitan Statistical Area",71856,510,30316,466,54,735,42.2,677,8,818
"Cedar City, UT, Micropolitan Statistical Area",17349,35,13673,801,39,823,78.8,40,22,130
"Cedar Rapids, IA, Metropolitan Statistical Area",213825,761,120255,144,238,163,56.2,366,11,651
"Cedartown, GA, Micropolitan Statistical Area",32386,202,19382,660,57,711,59.8,281,18,310
"Celina, OH, Micropolitan Statistical Area",38334,282,27582,504,61,685,72.0,104,16,392
"Centralia, IL, Micropolitan Statistical Area",43523,346,27360,508,98,430,62.9,236,23,128
"Centralia, WA, Micropolitan Statistical Area",56025,427,18577,676,88,476,33.2,831,16,403
"Chambersburg-Waynesboro, PA, Metropolitan Statistical Area",113629,648,47637,326,169,237,41.9,679,15,457
"Champaign-Urbana, IL, Metropolitan Statistical Area",200238,752,87951,184,230,173,43.9,642,11,624
"Charleston, WV, Metropolitan Statistical Area",273126,784,102537,159,431,85,37.5,752,16,400
"Charleston-Mattoon, IL, Micropolitan Statistical Area",63322,467,25343,539,96,433,40.0,712,15,435
"Charleston-North Charleston, SC, Metropolitan Statistical Area",430462,834,175505,102,469,77,40.8,699,11,664
"Charlotte-Concord-Gastonia, NC-SC, Metropolitan Statistical Area",1137438,881,746650,22,1897,10,65.6,188,17,343
"Charlottesville, VA, Metropolitan Statistical Area",137523,691,61964,254,235,168,45.1,617,17,325
"Chattanooga, TN-GA, Metropolitan Statistical Area",426540,833,214109,82,609,54,50.2,495,14,485
"Cheyenne, WY, Metropolitan Statistical Area",68649,501,33445,424,69,624,48.7,531,10,704
"Chicago-Naperville-Elgin, IL-IN-WI, Metropolitan Statistical Area",8052932,914,4424856,2,3693,2,54.9,394,5,904
"Chico, CA, Metropolitan Statistical Area",143851,699,36734,393,110,378,25.5,899,8,813
"Chillicothe, OH, Micropolitan Statistical Area",65004,478,19379,661,81,526,29.8,855,12,583
"Cincinnati, OH-KY-IN, Metropolitan Statistical Area",1741049,897,870392,18,1571,14,50.0,499,9,759
"Claremont-Lebanon, NH-VT, Micropolitan Statistical Area",175638,735,64500,243,268,139,36.7,762,15,430
"Clarksburg, WV, Micropolitan Statistical Area",101727,616,46186,335,221,178,45.4,605,22,151
"Clarksdale, MS, Micropolitan Statistical Area",36918,269,13210,809,40,819,35.8,784,11,667
"Clarksville, TN-KY, Metropolitan Statistical Area",159604,722,72006,220,238,165,45.1,613,15,450
"Clearlake, CA, Micropolitan Statistical Area",36366,255,9348,864,50,761,25.7,897,14,518
"Cleveland, MS, Micropolitan Statistical Area",45965,361,17364,699,81,529,37.8,749,18,309
"Cleveland, TN, Metropolitan Statistical Area",81149,548,50111,310,183,224,61.8,249,23,127
"Cleveland-Elyria, OH, Metropolitan Statistical Area",2173734,900,1305697,12,1251,21,60.1,275,6,882
"Clewiston, FL, Micropolitan Statistical Area",18599,47,9764,859,27,879,52.5,445,15,475
"Clinton, IA, Micropolitan Statistical Area",57122,432,35089,409,77,557,61.4,256,13,533
"Clovis, NM, Micropolitan Statistical Area",42019,326,29856,475,58,705,71.1,115,14,513
"Coeur d'Alene, ID, Metropolitan Statistical Area",59770,449,16982,713,47,781,28.4,872,8,805
"Coffeyville, KS, Micropolitan Statistical Area",42281,333,25105,543,97,431,59.4,289,23,120
"Coldwater, MI, Micropolitan Statistical Area",40188,305,11419,831,40,821,28.4,871,10,710
"College Station-Bryan, TX, Metropolitan Statistical Area",120554,662,47715,325,141,291,39.6,720,12,612
"Colorado Springs, CO, Metropolitan Statistical Area",317458,807,110036,150,199,203,34.7,806,6,870
"Columbia, MO, Metropolitan Statistical Area",100376,611,41932,359,93,452,41.8,680,9,742
"Columbia, SC, Metropolitan Statistical Area",498159,844,232185,78,625,51,46.6,579,13,574
"Columbus, GA-AL, Metropolitan Statistical Area",259957,775,118765,147,298,126,45.7,600,11,629
"Columbus, IN, Metropolitan Statistical Area",65088,479,31738,446,78,547,48.8,530,12,595
"Columbus, MS, Micropolitan Statistical Area",57304,434,26546,522,90,460,46.3,585,16,404
"Columbus, NE, Micropolitan Statistical Area",28852,161,25712,531,43,801,89.1,11,15,453
"Columbus, OH, Metropolitan Statistical Area",1325649,887,511602,34,1099,25,38.6,735,8,793
"Concord, NH, Micropolitan Statistical Area",98302,602,39271,376,89,467,39.9,713,9,756
"Connersville, IN, Micropolitan Statistical Area",28272,151,11276,836,37,838,39.9,715,13,553
"Cookeville, TN, Micropolitan Statistical Area",74663,519,35050,410,220,180,46.9,568,29,32
"Coos Bay, OR, Micropolitan Statistical Area",64047,469,16674,725,82,519,26.0,892,13,566
"Cordele, GA, Micropolitan Statistical Area",19489,56,9127,866,36,844,46.8,571,18,262
"Corinth, MS, Micropolitan Statistical Area",33036,212,20965,620,87,481,63.5,225,26,59
"Cornelia, GA, Micropolitan Statistical Area",25020,113,14538,780,58,701,58.1,321,23,114
"Corning, NY, Micropolitan Statistical Area",99217,606,39152,380,130,313,39.5,722,13,552
"Corpus Christi, TX, Metropolitan Statistical Area",340488,812,192422,93,303,122,56.5,360,9,766
"Corsicana, TX, Micropolitan Statistical Area",35323,240,23561,565,88,475,66.7,174,25,83
"Cortland, NY, Micropolitan Statistical Area",48820,381,20872,624,51,752,42.8,668,10,687
"Corvallis, OR, Metropolitan Statistical Area",68211,498,21172,612,54,732,31.0,847,8,802
"Coshocton, OH, Micropolitan Statistical Area",36024,250,16624,727,68,631,46.1,593,19,241
"Craig, CO, Micropolitan Statistical Area",13133,12,3397,910,17,907,25.9,894,13,559
"Crawfordsville, IN, Micropolitan Statistical Area",35501,244,16953,716,67,641,47.8,553,19,242
"Crescent City, CA, Micropolitan Statistical Area",18217,43,6566,894,19,902,36.0,774,10,688
"Crestview-Fort Walton Beach-Destin, FL, Metropolitan Statistical Area",131220,677,58299,268,189,217,44.4,633,14,480
"Crossville, TN, Micropolitan Statistical Area",28676,155,11336,834,68,627,39.5,721,24,105
"Cullman, AL, Micropolitan Statistical Area",61642,455,45638,339,197,208,74.0,80,32,16
"Cullowhee, NC, Micropolitan Statistical Area",25811,122,15591,757,84,505,60.4,273,33,13
"Cumberland, MD-WV, Metropolitan Statistical Area",107782,631,62453,252,212,190,57.9,327,20,214
"Dallas-Fort Worth-Arlington, TX, Metropolitan Statistical Area",3034207,906,1503878,8,2635,5,49.6,513,9,776
"Dalton, GA, Metropolitan Statistical Area",85474,566,37635,388,115,361,44.0,638,13,537
"Danville, IL, Metropolitan Statistical Area",95222,595,43191,349,141,292,45.4,608,15,461
"Danville, KY, Micropolitan Statistical Area",44119,352,32392,437,128,322,73.4,88,29,33
"Danville, VA, Micropolitan Statistical Area",111789,640,47435,328,165,245,42.4,673,15,464
"Daphne-Fairhope-Foley, AL, Metropolitan Statistical Area",78556,533,41628,362,164,247,53.0,437,21,173
"Davenport-Moline-Rock Island, IA-IL, Metropolitan Statistical Area",403244,829,210132,83,363,101,52.1,455,9,761
"Dayton, OH, Metropolitan Statistical Area",791847,869,324353,59,616,53,41.0,695,8,808
"Dayton, TN, Micropolitan Statistical Area",24235,101,10922,842,60,687,45.1,616,25,88
"Decatur, AL, Metropolitan Statistical Area",120401,661,74669,214,253,144,62.0,248,21,167
"Decatur, IL, Metropolitan Statistical Area",131375,678,63689,246,118,355,48.5,538,9,763
"Decatur, IN, Micropolitan Statistical Area",29619,167,21129,613,65,653,71.3,108,22,147
"Defiance, OH, Micropolitan Statistical Area",39987,302,27367,507,60,693,68.4,154,15,442
"Del Rio, TX, Micropolitan Statistical Area",35910,248,21360,608,25,885,59.5,285,7,848
"Deltona-Daytona Beach-Ormond Beach, FL, Metropolitan Statistical Area",269675,781,98957,167,218,183,36.7,764,8,800
"Deming, NM, Micropolitan Statistical Area",15585,23,6840,891,25,886,43.9,643,16,387
"Denver-Aurora-Lakewood, CO, Metropolitan Statistical Area",1450768,892,490345,39,707,45,33.8,822,5,901
"DeRidder, LA, Micropolitan Statistical Area",29692,169,15059,770,52,740,50.7,485,18,315
"Des Moines-West Des Moines, IA, Metropolitan Statistical Area",392141,825,182714,99,415,88,46.6,581,11,680
"Detroit-Warren-Dearborn, MI, Metropolitan Statistical Area",4353413,912,1862838,7,1781,13,42.8,667,4,910
"Dickinson, ND, Micropolitan Statistical Area",23697,95,16846,720,32,864,71.1,113,14,532
"Dixon, IL, Micropolitan Statistical Area",36328,253,22320,587,60,688,61.4,255,17,356
"Dodge City, KS, Micropolitan Statistical Area",24315,103,15647,754,37,842,64.4,210,15,432
"Dothan, AL, Metropolitan Statistical Area",114187,649,67006,234,244,154,58.7,305,21,160
"Douglas, GA, Micropolitan Statistical Area",26894,138,11361,832,50,760,42.2,675,19,257
"Dover, DE, Metropolitan Statistical Area",98219,601,27272,511,90,465,27.8,881,9,747
"Dublin, GA, Micropolitan Statistical Area",45650,358,26197,527,129,315,57.4,340,28,38
"DuBois, PA, Micropolitan Statistical Area",83578,560,47544,327,191,212,56.9,352,23,122
"Dubuque, IA, Metropolitan Statistical Area",93745,592,73650,216,75,576,78.6,41,8,801
"Duluth, MN-WI, Metropolitan Statistical Area",296586,800,170360,105,354,105,57.4,339,12,599
"Dumas, TX, Micropolitan Statistical Area",16575,32,10914,844,31,866,65.8,187,19,250
"Duncan, OK, Micropolitan Statistical Area",43419,343,32031,443,89,471,73.8,83,20,186
"Dunn, NC, Micropolitan Statistical Area",59570,448,31984,444,119,351,53.7,424,20,203
"Durango, CO, Micropolitan Statistical Area",27424,142,9419,860,34,851,34.3,813,12,584
"Durant, OK, Micropolitan Statistical Area",30535,181,19102,670,84,502,62.6,241,28,49
"Durham-Chapel Hill, NC, Metropolitan Statistical Area",292419,799,140201,125,373,98,47.9,546,13,569
"Dyersburg, TN, Micropolitan Statistical Area",34663,231,23264,569,104,396,67.1,171,30,27
"Eagle Pass, TX, Micropolitan Statistical Area",31398,194,16446,731,21,899,52.4,451,7,858
"East Stroudsburg, PA, Metropolitan Statistical Area",69409,503,30235,467,79,539,43.6,647,11,635
"Easton, MD, Micropolitan Statistical Area",25604,120,12129,821,49,766,47.4,561,19,231
"Eau Claire, WI, Metropolitan Statistical Area",130932,675,82668,195,152,271,63.1,231,12,616
"Edwards, CO, Micropolitan Statistical Area",13320,14,1706,915,17,908,12.8,916,13,568
"Effingham, IL, Micropolitan Statistical Area",30944,188,24830,548,70,608,80.2,32,23,125
"El Campo, TX, Micropolitan Statistical Area",40242,306,29371,482,64,664,73.0,95,16,393
"El Centro, CA, Metropolitan Statistical Area",92110,590,50680,304,86,487,55.0,390,9,739
"El Dorado, AR, Micropolitan Statistical Area",48573,379,33325,426,124,331,68.6,151,26,68
"El Paso, TX, Metropolitan Statistical Area",482627,841,207739,84,248,151,43.0,661,5,896
"Elizabeth City, NC, Micropolitan Statistical Area",43777,350,26902,518,82,514,61.5,254,19,248
"Elizabethtown-Fort Knox, KY, Metropolitan Statistical Area",123693,666,57154,272,161,252,46.2,590,13,556
"Elk City, OK, Micropolitan Statistical Area",19243,52,13549,803,50,756,70.4,124,26,64
"Elkhart-Goshen, IN, Metropolitan Statistical Area",137330,690,63576,247,189,218,46.3,587,14,517
"Elkins, WV, Micropolitan Statistical Area",28734,156,9920,857,73,589,34.5,808,25,70
"Elko, NV, Micropolitan Statistical Area",18467,46,7272,884,41,816,39.4,724,22,139
"Ellensburg, WA, Micropolitan Statistical Area",24877,111,7022,887,38,835,28.2,876,15,428
"Elmira, NY, Metropolitan Statistical Area",97656,600,53693,288,83,507,55.0,392,8,785
"Emporia, KS, Micropolitan Statistical Area",35108,235,15785,751,45,795,45.0,620,13,565
"Enid, OK, Micropolitan Statistical Area",62820,461,40968,365,89,466,65.2,195,14,492
"Enterprise, AL, Micropolitan Statistical Area",38533,284,25498,536,93,449,66.2,181,24,100
"Erie, PA, Metropolitan Statistical Area",279780,791,159447,111,231,171,57.0,348,8,794
"Escanaba, MI, Micropolitan Statistical Area",38947,287,27253,512,61,677,70.0,129,16,406
"Española, NM, Micropolitan Statistical Area",29282,164,27042,516,73,586,92.4,9,25,82
"Eugene, OR, Metropolitan Statistical Area",275226,785,81143,200,252,146,29.5,861,9,748
"Eureka-Arcata-Fortuna, CA, Micropolitan Statistical Area",108514,633,33318,427,130,314,30.7,849,12,596
"Evanston, WY, Micropolitan Statistical Area",13021,10,7384,882,24,888,56.7,354,18,265
"Evansville, IN-KY, Metropolitan Statistical Area",276252,786,152173,116,310,120,55.1,389,11,646
"Fairbanks, AK, Metropolitan Statistical Area",53983,414,15407,764,69,626,28.5,869,13,567
"Fairfield, IA, Micropolitan Statistical Area",16316,31,8020,879,29,875,49.2,521,18,304
"Fairmont, WV, Micropolitan Statistical Area",65789,483,32649,436,152,270,49.6,511,23,116
"Fallon, NV, Micropolitan Statistical Area",13917,21,4851,901,12,914,34.9,801,9,781
"Fargo, ND-MN, Metropolitan Statistical Area",137574,692,94092,173,175,232,68.4,156,13,570
"Faribault-Northfield, MN, Micropolitan Statistical Area",46087,362,31310,450,49,768,67.9,160,11,677
"Farmington, MO, Micropolitan Statistical Area",42600,337,25166,541,86,485,59.1,297,20,192
"Farmington, NM, Metropolitan Statistical Area",81433,551,36159,399,94,445,44.4,634,12,621
"Fayetteville, NC, Metropolitan Statistical Area",267543,780,90633,181,235,167,33.9,820,9,772
"Fayetteville-Springdale-Rogers, AR-MO, Metropolitan Statistical Area",204899,755,93565,175,410,90,45.7,602,20,199
"Fergus Falls, MN, Micropolitan Statistical Area",51937,405,39888,373,129,317,76.8,58,25,86
"Fernley, NV, Micropolitan Statistical Area",13594,19,4082,908,22,896,30.0,852,16,378
"Findlay, OH, Micropolitan Statistical Area",64581,476,32259,440,77,559,50.0,501,12,600
