1980 - List of Metro Data

For explanatory notes see the Methods page on our website: www.usreligioncensus.org

Metro Area,Population,PopRank,Adherents,AdhRank,Congregations,ConRank,Adherents %,Adh% Rank,Congregations Per 10K People,Con Per 10K Rank
"Fitzgerald, GA, Micropolitan Statistical Area",16000,29,9771,858,29,874,61.1,260,18,280
"Flagstaff, AZ, Metropolitan Statistical Area",75008,521,32972,432,101,411,44.0,640,13,535
"Flint, MI, Metropolitan Statistical Area",450449,838,156411,113,286,132,34.7,803,6,865
"Florence, SC, Metropolitan Statistical Area",172880,732,77565,207,268,138,44.9,624,16,417
"Florence-Muscle Shoals, AL, Metropolitan Statistical Area",135065,685,77989,206,290,130,57.7,334,21,157
"Fond du Lac, WI, Metropolitan Statistical Area",88964,578,67987,230,94,446,76.4,60,11,683
"Forest City, NC, Micropolitan Statistical Area",53787,412,42889,353,148,278,79.7,36,28,48
"Forrest City, AR, Micropolitan Statistical Area",30858,187,16030,742,67,644,51.9,461,22,155
"Fort Collins, CO, Metropolitan Statistical Area",149184,708,50222,309,106,389,33.7,824,7,838
"Fort Dodge, IA, Micropolitan Statistical Area",45953,360,33280,428,70,617,72.4,99,15,431
"Fort Leonard Wood, MO, Micropolitan Statistical Area",42011,325,14437,783,63,667,34.4,812,15,443
"Fort Madison-Keokuk, IA-IL-MO, Micropolitan Statistical Area",75476,524,45517,342,167,241,60.3,274,22,142
"Fort Morgan, CO, Micropolitan Statistical Area",22513,86,12068,823,40,820,53.6,426,18,305
"Fort Polk South, LA, Micropolitan Statistical Area",53475,411,20006,644,78,545,37.4,755,15,470
"Fort Smith, AR-OK, Metropolitan Statistical Area",203511,753,120234,145,432,84,59.1,296,21,163
"Fort Wayne, IN, Metropolitan Statistical Area",345951,813,173344,103,338,113,50.1,497,10,722
"Frankfort, IN, Micropolitan Statistical Area",31545,195,14290,788,55,719,45.3,610,17,316
"Frankfort, KY, Micropolitan Statistical Area",54397,416,36171,398,98,426,66.5,178,18,288
"Fredericksburg, TX, Micropolitan Statistical Area",13532,18,10251,853,22,893,75.8,63,16,375
"Freeport, IL, Micropolitan Statistical Area",49536,384,27192,514,78,541,54.9,397,16,402
"Fremont, NE, Micropolitan Statistical Area",35847,247,31492,448,57,714,87.9,12,16,394
"Fremont, OH, Micropolitan Statistical Area",63267,466,37320,390,75,573,59.0,299,12,603
"Fresno, CA, Metropolitan Statistical Area",514621,845,202696,87,392,92,39.4,723,8,814
"Gadsden, AL, Metropolitan Statistical Area",103057,622,69642,226,208,195,67.6,166,20,193
"Gaffney, SC, Micropolitan Statistical Area",40983,313,30579,460,89,473,74.6,74,22,153
"Gainesville, FL, Metropolitan Statistical Area",157115,718,56622,273,176,231,36.0,775,11,648
"Gainesville, GA, Metropolitan Statistical Area",75649,525,40843,367,103,400,54.0,414,14,520
"Gainesville, TX, Micropolitan Statistical Area",27656,145,17365,698,61,682,62.8,237,22,144
"Galesburg, IL, Micropolitan Statistical Area",61607,454,30467,462,63,670,49.5,516,10,694
"Gallup, NM, Micropolitan Statistical Area",56449,431,20653,629,76,566,36.6,767,13,536
"Garden City, KS, Micropolitan Statistical Area",27260,139,16755,721,38,836,61.5,253,14,502
"Gardnerville Ranchos, NV, Micropolitan Statistical Area",19421,54,4142,906,14,912,21.3,909,7,833
"Georgetown, SC, Micropolitan Statistical Area",42461,334,14906,774,81,522,35.1,798,19,235
"Gettysburg, PA, Metropolitan Statistical Area",68292,499,40431,370,102,405,59.2,293,15,447
"Gillette, WY, Micropolitan Statistical Area",24367,107,7569,881,19,901,31.1,845,8,807
"Glasgow, KY, Micropolitan Statistical Area",43493,345,22498,586,114,365,51.7,466,26,60
"Glens Falls, NY, Metropolitan Statistical Area",109649,637,52056,296,137,297,47.5,558,12,579
"Glenwood Springs, CO, Micropolitan Statistical Area",32852,207,10134,855,52,741,30.8,848,16,398
"Gloversville, NY, Micropolitan Statistical Area",55153,422,30198,470,52,745,54.8,399,9,731
"Goldsboro, NC, Metropolitan Statistical Area",97054,597,35818,404,140,294,36.9,761,14,478
"Grand Forks, ND-MN, Metropolitan Statistical Area",100944,614,67131,233,170,236,66.5,177,17,337
"Grand Island, NE, Metropolitan Statistical Area",72709,513,51684,298,118,352,71.1,114,16,377
"Grand Junction, CO, Metropolitan Statistical Area",81530,552,28691,486,70,619,35.2,795,9,782
"Grand Rapids-Wyoming, MI, Metropolitan Statistical Area",695016,862,346692,56,634,50,49.9,502,9,752
"Grants Pass, OR, Metropolitan Statistical Area",58855,440,15612,756,48,776,26.5,889,8,795
"Great Bend, KS, Micropolitan Statistical Area",31343,193,24976,544,56,715,79.7,37,18,300
"Great Falls, MT, Metropolitan Statistical Area",80696,544,34888,413,70,614,43.2,657,9,777
"Greeley, CO, Metropolitan Statistical Area",123438,665,44207,345,140,293,35.8,783,11,638
"Green Bay, WI, Metropolitan Statistical Area",223766,763,168733,106,202,201,75.4,70,9,757
"Greeneville, TN, Micropolitan Statistical Area",54422,417,26499,523,137,296,48.7,532,25,76
"Greenfield Town, MA, Micropolitan Statistical Area",64317,474,27861,498,78,550,43.3,655,12,592
"Greensboro-High Point, NC, Metropolitan Statistical Area",492308,842,245191,74,666,47,49.8,504,14,530
"Greensburg, IN, Micropolitan Statistical Area",23841,96,16119,741,55,726,67.6,164,23,118
"Greenville, MS, Micropolitan Statistical Area",72344,512,30538,461,65,655,42.2,676,9,762
"Greenville, NC, Metropolitan Statistical Area",90146,582,24120,560,102,404,26.8,888,11,639
"Greenville, OH, Micropolitan Statistical Area",55096,421,26385,525,86,483,47.9,550,16,410
"Greenville-Anderson-Mauldin, SC, Metropolitan Statistical Area",552654,849,319087,62,815,36,57.7,335,15,466
"Greenwood, MS, Micropolitan Statistical Area",51301,398,25640,533,107,384,50.0,500,21,174
"Greenwood, SC, Micropolitan Statistical Area",80474,542,46672,332,154,268,58.0,324,19,232
"Grenada, MS, Micropolitan Statistical Area",21043,68,9015,869,33,856,42.8,665,16,405
"Gulfport-Biloxi-Pascagoula, MS, Metropolitan Statistical Area",300217,803,154283,115,341,110,51.4,472,11,637
"Guymon, OK, Micropolitan Statistical Area",17727,40,13755,799,54,728,77.6,48,30,24
"Hagerstown-Martinsburg, MD-WV, Metropolitan Statistical Area",159861,724,77054,209,241,159,48.2,542,15,441
"Hailey, ID, Micropolitan Statistical Area",14095,22,4567,904,23,892,32.4,837,16,372
"Hammond, LA, Metropolitan Statistical Area",80698,545,36649,395,112,369,45.4,604,14,510
"Hanford-Corcoran, CA, Metropolitan Statistical Area",73738,516,30199,469,90,462,41.0,696,12,589
"Hannibal, MO, Micropolitan Statistical Area",37549,273,24789,550,95,441,66.0,182,25,74
"Harrisburg-Carlisle, PA, Metropolitan Statistical Area",446576,837,234220,76,516,68,52.4,447,12,620
"Harrison, AR, Micropolitan Statistical Area",33823,221,16411,733,101,412,48.5,536,30,28
"Harrisonburg, VA, Metropolitan Statistical Area",76709,530,36666,394,159,257,47.8,552,21,179
"Hartford-West Hartford-East Hartford, CT, Metropolitan Statistical Area",1051606,879,659539,26,557,64,62.7,240,5,890
"Hastings, NE, Micropolitan Statistical Area",30656,184,21040,618,43,806,68.6,149,14,497
"Hattiesburg, MS, Metropolitan Statistical Area",99703,610,58310,267,183,223,58.5,312,18,271
"Hays, KS, Micropolitan Statistical Area",26098,127,19445,659,33,860,74.5,75,13,571
"Heber, UT, Micropolitan Statistical Area",8523,2,6818,893,16,909,80.0,33,19,247
"Helena, MT, Micropolitan Statistical Area",50068,389,21904,597,56,717,43.7,646,11,650
"Helena-West Helena, AR, Micropolitan Statistical Area",34772,232,16670,726,54,736,47.9,547,16,413
"Henderson, NC, Micropolitan Statistical Area",36748,266,19212,668,74,582,52.3,453,20,194
"Hereford, TX, Micropolitan Statistical Area",21165,69,15619,755,28,878,73.8,82,13,544
"Hermiston-Pendleton, OR, Micropolitan Statistical Area",66380,488,25435,538,109,380,38.3,741,16,363
"Hickory-Lenoir-Morganton, NC, Metropolitan Statistical Area",270457,782,178459,101,537,67,66.0,183,20,207
"Hillsdale, MI, Micropolitan Statistical Area",42071,328,10574,845,46,787,25.1,902,11,662
"Hilo, HI, Micropolitan Statistical Area",92053,589,49442,316,91,456,53.7,423,10,714
"Hilton Head Island-Bluffton-Beaufort, SC, Metropolitan Statistical Area",79868,540,22067,591,73,588,27.6,882,9,750
"Hinesville, GA, Metropolitan Statistical Area",42107,329,8544,873,38,833,20.3,910,9,758
"Hobbs, NM, Micropolitan Statistical Area",55993,426,39714,374,99,423,70.9,118,18,306
"Holland, MI, Micropolitan Statistical Area",81555,553,28292,494,100,419,34.7,804,12,586
"Homosassa Springs, FL, Metropolitan Statistical Area",54703,419,16145,739,54,737,29.5,860,10,715
"Hood River, OR, Micropolitan Statistical Area",15835,27,6173,899,31,868,39.0,729,20,217
"Hot Springs, AR, Metropolitan Statistical Area",70531,505,40316,371,122,339,57.2,346,17,318
"Houghton, MI, Micropolitan Statistical Area",39835,300,19502,655,62,674,49.0,525,16,412
"Houma-Thibodaux, LA, Metropolitan Statistical Area",176876,738,126979,136,91,457,71.8,107,5,893
"Houston-The Woodlands-Sugar Land, TX, Metropolitan Statistical Area",3137557,907,1358369,10,1816,11,43.3,656,6,881
"Hudson, NY, Micropolitan Statistical Area",59487,445,28708,485,82,520,48.3,541,14,515
"Huntingdon, PA, Micropolitan Statistical Area",42253,332,20259,639,118,353,47.9,545,28,41
"Huntington, IN, Micropolitan Statistical Area",35596,245,20261,638,64,659,56.9,351,18,291
"Huntington-Ashland, WV-KY-OH, Metropolitan Statistical Area",373206,819,134746,132,494,75,36.1,773,13,543
"Huntsville, AL, Metropolitan Statistical Area",242971,771,125822,139,346,108,51.8,463,14,489
"Huntsville, TX, Micropolitan Statistical Area",51239,397,19229,667,73,590,37.5,753,14,487
"Huron, SD, Micropolitan Statistical Area",19195,51,14067,793,38,830,73.3,92,20,208
"Hutchinson, KS, Micropolitan Statistical Area",64983,477,35210,408,97,432,54.2,410,15,449
"Hutchinson, MN, Micropolitan Statistical Area",29657,168,27389,506,46,791,92.4,8,16,415
"Idaho Falls, ID, Metropolitan Statistical Area",84626,564,58873,265,122,337,69.6,135,14,479
"Indiana, PA, Micropolitan Statistical Area",92281,591,45677,338,174,233,49.5,514,19,243
"Indianapolis-Carmel-Anderson, IN, Metropolitan Statistical Area",1347451,889,541195,33,1176,23,40.2,709,9,775
"Indianola, MS, Micropolitan Statistical Area",34844,234,13947,797,59,694,40.0,711,17,330
"Ionia, MI, Micropolitan Statistical Area",51815,404,18608,675,60,690,35.9,778,12,618
"Iowa City, IA, Metropolitan Statistical Area",101858,617,42108,358,110,377,41.3,690,11,670
"Iron Mountain, MI-WI, Micropolitan Statistical Area",29513,165,19315,664,44,799,65.4,190,15,452
"Ithaca, NY, Metropolitan Statistical Area",87085,573,27633,501,61,684,31.7,844,7,844
"Jackson, MI, Metropolitan Statistical Area",151495,711,51010,301,102,403,33.7,823,7,856
"Jackson, MS, Metropolitan Statistical Area",439331,835,231548,79,594,55,52.7,442,14,531
"Jackson, OH, Micropolitan Statistical Area",30592,182,9070,868,50,762,29.6,857,16,371
"Jackson, TN, Metropolitan Statistical Area",102214,619,72411,219,212,189,70.8,119,21,178
"Jackson, WY-ID, Micropolitan Statistical Area",12252,9,5388,900,19,903,44.0,639,16,416
"Jacksonville, FL, Metropolitan Statistical Area",737541,864,305974,65,581,57,41.5,686,8,804
"Jacksonville, IL, Micropolitan Statistical Area",43644,348,25540,535,87,478,58.5,311,20,205
"Jacksonville, NC, Metropolitan Statistical Area",112784,644,30382,465,81,530,26.9,885,7,835
"Jacksonville, TX, Micropolitan Statistical Area",38127,281,26048,528,131,305,68.3,158,34,9
"Jamestown, ND, Micropolitan Statistical Area",24154,99,17158,703,52,744,71.0,116,22,156
"Jamestown-Dunkirk-Fredonia, NY, Micropolitan Statistical Area",146925,704,87878,185,179,228,59.8,282,12,590
"Janesville-Beloit, WI, Metropolitan Statistical Area",139420,696,89722,182,131,310,64.4,209,9,734
"Jasper, IN, Micropolitan Statistical Area",47703,373,35529,405,76,568,74.5,77,16,390
"Jefferson City, MO, Metropolitan Statistical Area",112997,645,72923,218,208,194,64.5,205,18,266
"Jefferson, GA, Micropolitan Statistical Area",25343,117,12250,820,57,707,48.3,540,22,129
"Jesup, GA, Micropolitan Statistical Area",20750,65,11511,830,54,731,55.5,379,26,63
"Johnson City, TN, Metropolitan Statistical Area",155322,715,82700,194,292,128,53.2,435,19,246
"Johnstown, PA, Metropolitan Statistical Area",183263,740,155130,114,258,143,84.6,19,14,496
"Jonesboro, AR, Metropolitan Statistical Area",90271,583,59772,261,216,185,66.2,180,24,102
"Joplin, MO, Metropolitan Statistical Area",127513,672,71656,221,243,156,56.2,367,19,237
"Junction City, KS, Micropolitan Statistical Area",29852,171,11071,838,25,884,37.1,759,8,790
"Juneau, AK, Micropolitan Statistical Area",19528,57,7313,883,27,880,37.4,754,14,511
"Kahului-Wailuku-Lahaina, HI, Metropolitan Statistical Area",70991,506,20956,621,78,544,29.5,859,11,659
"Kalamazoo-Portage, MI, Metropolitan Statistical Area",279192,789,95266,172,236,166,34.1,818,8,787
"Kalispell, MT, Micropolitan Statistical Area",51966,406,20927,623,70,613,40.3,706,13,534
"Kankakee, IL, Metropolitan Statistical Area",102926,621,60126,259,102,401,58.4,314,10,712
"Kansas City, MO-KS, Metropolitan Statistical Area",1482141,893,703464,24,1474,18,47.5,559,10,711
"Kapaa, HI, Micropolitan Statistical Area",39082,291,17586,693,51,753,45.0,619,13,555
"Kearney, NE, Micropolitan Statistical Area",41850,323,24926,546,75,571,59.6,284,18,293
"Keene, NH, Micropolitan Statistical Area",62116,457,22792,578,70,611,36.7,765,11,641
"Kendallville, IN, Micropolitan Statistical Area",35443,243,12840,814,59,695,36.2,772,17,348
"Kennett, MO, Micropolitan Statistical Area",36324,252,20609,630,96,435,56.7,353,26,57
"Kennewick-Richland, WA, Metropolitan Statistical Area",144469,700,64301,244,143,288,44.5,631,10,713
"Kerrville, TX, Micropolitan Statistical Area",28780,158,14134,790,33,853,49.1,522,11,628
"Ketchikan, AK, Micropolitan Statistical Area",11316,8,4781,902,19,904,42.2,674,17,339
"Key West, FL, Micropolitan Statistical Area",63188,465,24806,549,57,706,39.3,725,9,760
"Kill Devil Hills, NC, Micropolitan Statistical Area",17352,36,14617,778,53,738,84.2,21,31,23
"Killeen-Temple, TX, Metropolitan Statistical Area",226661,764,87574,188,249,149,38.6,734,11,660
"Kingsport-Bristol-Bristol, TN-VA, Metropolitan Statistical Area",278316,788,139623,126,511,71,50.2,496,18,269
"Kingston, NY, Metropolitan Statistical Area",158158,721,85129,190,150,275,53.8,419,9,729
"Kingsville, TX, Micropolitan Statistical Area",33901,222,22014,593,38,832,64.9,198,11,647
"Kinston, NC, Micropolitan Statistical Area",59819,450,27898,497,98,429,46.6,578,16,366
"Kirksville, MO, Micropolitan Statistical Area",29849,170,11868,824,57,708,39.8,717,19,234
"Klamath Falls, OR, Micropolitan Statistical Area",59117,442,20981,619,68,629,35.5,790,12,623
"Knoxville, TN, Metropolitan Statistical Area",621773,855,391130,51,1031,27,62.9,235,17,351
"Kokomo, IN, Metropolitan Statistical Area",86896,572,37508,389,101,410,43.2,659,12,615
"La Crosse-Onalaska, WI-MN, Metropolitan Statistical Area",109438,636,74228,215,105,394,67.8,161,10,725
"La Grande, OR, Micropolitan Statistical Area",23921,97,8753,870,42,808,36.6,766,18,312
"Laconia, NH, Micropolitan Statistical Area",42884,341,16005,746,49,770,37.3,756,11,634
"Lafayette, LA, Metropolitan Statistical Area",358868,816,255326,70,218,182,71.1,112,6,874
"Lafayette-West Lafayette, IN, Metropolitan Statistical Area",151642,712,67762,231,157,265,44.7,627,10,690
"LaGrange, GA, Micropolitan Statistical Area",50003,387,31717,447,112,370,63.4,226,22,132
"Lake Charles, LA, Metropolitan Statistical Area",176559,736,108895,154,162,250,61.7,251,9,745
"Lake City, FL, Micropolitan Statistical Area",35399,242,15765,752,64,665,44.5,629,18,284
"Lake Havasu City-Kingman, AZ, Metropolitan Statistical Area",55865,425,18249,681,55,723,32.7,835,10,718
"Lakeland-Winter Haven, FL, Metropolitan Statistical Area",321652,810,142571,123,332,115,44.3,635,10,692
"Lamesa, TX, Micropolitan Statistical Area",16184,30,14975,773,46,783,92.5,7,28,37
"Lancaster, PA, Metropolitan Statistical Area",362346,817,202711,86,516,69,55.9,370,14,488
"Lansing-East Lansing, MI, Metropolitan Statistical Area",419750,832,147711,120,309,121,35.2,796,7,825
"Laramie, WY, Micropolitan Statistical Area",29062,163,10984,840,29,872,37.8,748,10,707
"Laredo, TX, Metropolitan Statistical Area",99258,607,57570,269,47,777,58.0,323,5,903
"Las Cruces, NM, Metropolitan Statistical Area",96340,596,45918,337,107,386,47.7,555,11,654
"Las Vegas, NM, Micropolitan Statistical Area",22751,88,16699,723,42,810,73.4,89,18,264
"Las Vegas-Henderson-Paradise, NV, Metropolitan Statistical Area",463087,839,136959,129,181,227,29.6,858,4,912
"Laurel, MS, Micropolitan Statistical Area",79177,535,51742,297,199,202,65.3,192,25,78
"Laurinburg, NC, Micropolitan Statistical Area",32273,200,17192,701,67,639,53.3,434,21,177
"Lawrence, KS, Metropolitan Statistical Area",67640,494,22237,590,71,601,32.9,834,10,685
"Lawrenceburg, TN, Micropolitan Statistical Area",34110,226,22065,592,129,316,64.7,203,38,3
"Lawton, OK, Metropolitan Statistical Area",119794,659,63071,249,159,259,52.6,443,13,541
"Lebanon, MO, Micropolitan Statistical Area",24323,104,12495,818,61,680,51.4,473,25,80
"Lebanon, PA, Metropolitan Statistical Area",108582,634,62838,250,152,272,57.9,329,14,499
"Levelland, TX, Micropolitan Statistical Area",23230,92,16962,715,51,755,73.0,94,22,146
"Lewisburg, PA, Micropolitan Statistical Area",32870,209,14314,787,61,678,43.5,649,19,259
"Lewisburg, TN, Micropolitan Statistical Area",19698,60,10917,843,63,668,55.4,380,32,15
"Lewiston, ID-WA, Metropolitan Statistical Area",50043,388,17153,704,56,718,34.3,814,11,649
"Lewiston-Auburn, ME, Metropolitan Statistical Area",99657,609,49068,318,69,622,49.2,518,7,849
"Lewistown, PA, Micropolitan Statistical Area",46908,370,27300,510,106,391,58.2,318,23,126
"Lexington, NE, Micropolitan Statistical Area",24444,108,17569,695,57,713,71.9,106,23,112
"Lexington-Fayette, KY, Metropolitan Statistical Area",317629,808,162826,107,376,95,51.3,476,12,604
"Liberal, KS, Micropolitan Statistical Area",17071,34,9392,861,28,876,55.0,391,16,364
"Lima, OH, Metropolitan Statistical Area",112241,642,57566,270,126,325,51.3,475,11,645
"Lincoln, IL, Micropolitan Statistical Area",31802,198,20121,643,52,743,63.3,229,16,370
"Lincoln, NE, Metropolitan Statistical Area",208673,757,111457,148,210,192,53.4,431,10,703
"Little Rock-North Little Rock-Conway, AR, Metropolitan Statistical Area",494758,843,278598,68,740,42,56.3,365,15,444
"Lock Haven, PA, Micropolitan Statistical Area",38971,288,19936,648,76,567,51.2,480,20,223
"Logan, UT-ID, Metropolitan Statistical Area",66071,485,55798,276,147,282,84.5,20,22,138
"Logan, WV, Micropolitan Statistical Area",50679,394,9165,865,67,633,18.1,913,13,545
"Logansport, IN, Micropolitan Statistical Area",40936,312,19492,656,67,638,47.6,556,16,367
"London, KY, Micropolitan Statistical Area",102617,620,55691,277,250,147,54.3,408,24,97
"Longview, TX, Metropolitan Statistical Area",169464,729,100756,162,335,114,59.5,286,20,211
"Longview, WA, Metropolitan Statistical Area",79548,537,26623,521,73,587,33.5,827,9,744
"Los Alamos, NM, Micropolitan Statistical Area",17599,39,11834,827,23,890,67.2,170,13,554
"Los Angeles-Long Beach-Anaheim, CA, Metropolitan Statistical Area",9410212,915,3548604,3,3454,3,37.7,751,4,913
"Louisville/Jefferson County, KY-IN, Metropolitan Statistical Area",1024032,878,587599,30,1123,24,57.4,341,11,661
"Lubbock, TX, Metropolitan Statistical Area",229115,766,142422,124,246,153,62.2,245,11,674
"Ludington, MI, Micropolitan Statistical Area",26365,131,11845,826,33,854,44.9,622,13,578
"Lufkin, TX, Micropolitan Statistical Area",64172,471,38142,386,117,357,59.4,287,18,274
"Lumberton, NC, Micropolitan Statistical Area",101610,615,47911,324,207,196,47.2,563,20,189
"Lynchburg, VA, Metropolitan Statistical Area",194178,749,98197,170,316,119,50.6,488,16,374
"Macomb, IL, Micropolitan Statistical Area",37467,272,20805,626,64,658,55.5,378,17,326
"Macon, GA, Metropolitan Statistical Area",198483,751,98790,168,227,174,49.8,505,11,632
"Madera, CA, Metropolitan Statistical Area",63116,463,22555,584,59,696,35.7,785,9,738
"Madison, IN, Micropolitan Statistical Area",30419,179,14578,779,65,650,47.9,548,21,161
"Madison, WI, Metropolitan Statistical Area",416581,831,242800,75,373,97,58.3,316,9,764
"Madisonville, KY, Micropolitan Statistical Area",46174,363,24964,545,84,498,54.1,413,18,276
"Magnolia, AR, Micropolitan Statistical Area",26644,135,17970,686,88,477,67.4,167,33,11
"Malone, NY, Micropolitan Statistical Area",44929,356,34756,416,68,630,77.4,52,15,436
"Malvern, AR, Micropolitan Statistical Area",26819,136,15373,766,96,439,57.3,342,36,4
"Manchester-Nashua, NH, Metropolitan Statistical Area",276608,787,150455,118,148,279,54.4,405,5,889
"Manhattan, KS, Metropolitan Statistical Area",78287,532,26679,520,83,506,34.1,819,11,679
"Manitowoc, WI, Micropolitan Statistical Area",82918,557,64213,245,78,551,77.4,50,9,732
"Mankato-North Mankato, MN, Metropolitan Statistical Area",79243,536,55271,278,103,399,69.7,134,13,557
"Mansfield, OH, Metropolitan Statistical Area",131205,676,58499,266,120,343,44.6,628,9,749
"Marietta, OH, Micropolitan Statistical Area",64266,473,25806,530,115,360,40.2,710,18,295
"Marinette, WI-MI, Micropolitan Statistical Area",65515,481,42258,357,99,421,64.5,207,15,439
"Marion, IN, Micropolitan Statistical Area",80934,547,27689,500,101,413,34.2,817,12,581
"Marion, NC, Micropolitan Statistical Area",35135,237,18905,672,89,470,53.8,420,25,72
"Marion, OH, Micropolitan Statistical Area",67974,496,29491,481,67,642,43.4,652,10,716
"Marquette, MI, Micropolitan Statistical Area",74101,518,36012,401,85,495,48.6,534,11,627
"Marshall, MN, Micropolitan Statistical Area",25207,115,19878,649,43,807,78.9,39,17,327
"Marshall, MO, Micropolitan Statistical Area",24919,112,17164,702,87,482,68.9,147,35,7
"Marshall, TX, Micropolitan Statistical Area",52265,407,30921,455,115,364,59.2,294,22,145
"Marshalltown, IA, Micropolitan Statistical Area",41652,319,24378,557,67,632,58.5,310,16,384
"Martin, TN, Micropolitan Statistical Area",32896,211,23153,572,128,320,70.4,125,39,1
"Martinsville, VA, Micropolitan Statistical Area",75803,526,31034,452,100,418,40.9,697,13,547
"Maryville, MO, Micropolitan Statistical Area",21996,80,13439,805,50,757,61.1,259,23,124
"Mason City, IA, Micropolitan Statistical Area",57533,436,42785,354,87,480,74.4,78,15,438
"Mayfield, KY, Micropolitan Statistical Area",34049,225,27221,513,108,382,79.9,34,32,17
"Maysville, KY, Micropolitan Statistical Area",17765,41,12527,817,55,720,70.5,123,31,20
"McAlester, OK, Micropolitan Statistical Area",40524,311,25573,534,100,414,63.1,232,25,89
"McAllen-Edinburg-Mission, TX, Metropolitan Statistical Area",283229,794,188894,95,211,191,66.7,175,7,821
"McComb, MS, Micropolitan Statistical Area",49542,385,32679,435,127,323,66.0,184,26,67
"McMinnville, TN, Micropolitan Statistical Area",32653,205,17142,705,98,427,52.5,444,30,26
"McPherson, KS, Micropolitan Statistical Area",26855,137,20280,637,62,673,75.5,67,23,117
"Meadville, PA, Micropolitan Statistical Area",88869,577,41756,361,158,262,47.0,567,18,303
"Medford, OR, Metropolitan Statistical Area",132456,680,45321,343,110,376,34.2,816,8,792
"Memphis, TN-MS-AR, Metropolitan Statistical Area",1005997,877,492482,37,1023,28,49.0,526,10,696
"Menomonie, WI, Micropolitan Statistical Area",34314,227,19371,662,55,722,56.5,362,16,388
"Merced, CA, Metropolitan Statistical Area",134560,683,59888,260,103,398,44.5,632,8,812
"Meridian, MS, Micropolitan Statistical Area",104378,625,65983,235,289,131,63.2,230,28,46
"Merrill, WI, Micropolitan Statistical Area",26555,134,19963,647,39,826,75.2,72,15,467
"Mexico, MO, Micropolitan Statistical Area",26458,133,18329,679,76,570,69.3,139,29,35
"Miami, OK, Micropolitan Statistical Area",32870,210,23101,573,83,508,70.3,127,25,75
"Miami-Fort Lauderdale-West Palm Beach, FL, Metropolitan Statistical Area",3220844,908,1230118,14,1098,26,38.2,745,3,916
"Michigan City-La Porte, IN, Metropolitan Statistical Area",108632,635,54568,284,102,402,50.2,493,9,737
"Middlesborough, KY, Micropolitan Statistical Area",34330,228,17571,694,81,528,51.2,478,24,107
"Midland, MI, Metropolitan Statistical Area",73578,515,38042,387,67,636,51.7,467,9,754
"Midland, TX, Metropolitan Statistical Area",87320,574,50256,308,82,515,57.6,338,9,736
"Milledgeville, GA, Micropolitan Statistical Area",44152,353,14644,777,63,666,33.2,830,14,486
"Milwaukee-Waukesha-West Allis, WI, Metropolitan Statistical Area",1397143,890,851562,20,765,38,61.0,264,5,887
"Mineral Wells, TX, Micropolitan Statistical Area",24062,98,15524,758,66,649,64.5,206,27,50
"Minneapolis-St. Paul-Bloomington, MN-WI, Metropolitan Statistical Area",2255502,902,1304324,13,1552,15,57.8,331,7,854
"Minot, ND, Micropolitan Statistical Area",69858,504,42479,356,135,299,60.8,267,19,228
"Missoula, MT, Metropolitan Statistical Area",76016,527,23609,564,54,729,31.1,846,7,839
"Mitchell, SD, Micropolitan Statistical Area",21235,72,16437,732,42,811,77.4,51,20,210
"Moberly, MO, Micropolitan Statistical Area",25460,118,14754,776,60,686,57.9,326,24,108
"Mobile, AL, Metropolitan Statistical Area",364980,818,199174,88,369,99,54.6,402,10,700
"Modesto, CA, Metropolitan Statistical Area",265900,779,89429,183,198,206,33.6,825,7,822
"Monroe, LA, Metropolitan Statistical Area",160408,726,90915,180,223,176,56.7,355,14,507
"Monroe, MI, Metropolitan Statistical Area",134659,684,65680,236,99,424,48.8,529,7,826
"Montgomery, AL, Metropolitan Statistical Area",285940,795,159926,110,443,83,55.9,371,15,418
"Montrose, CO, Micropolitan Statistical Area",24352,106,8447,875,34,852,34.7,805,14,501
"Morehead City, NC, Micropolitan Statistical Area",41092,314,18293,680,66,648,44.5,630,16,386
"Morgan City, LA, Micropolitan Statistical Area",64253,472,39269,377,52,742,61.1,258,8,799
"Morgantown, WV, Metropolitan Statistical Area",105484,626,34713,417,220,181,32.9,833,21,175
"Morristown, TN, Metropolitan Statistical Area",80584,543,48798,320,168,239,60.6,269,21,176
"Moscow, ID, Micropolitan Statistical Area",28749,157,9348,863,39,825,32.5,836,14,524
"Moses Lake, WA, Micropolitan Statistical Area",48522,378,20136,642,96,436,41.5,685,20,209
"Moultrie, GA, Micropolitan Statistical Area",35376,241,24709,552,74,579,69.8,132,21,170
"Mount Airy, NC, Micropolitan Statistical Area",59449,444,32890,433,146,286,55.3,384,25,92
"Mount Pleasant, MI, Micropolitan Statistical Area",54110,415,20590,631,48,775,38.1,746,9,767
"Mount Pleasant, TX, Micropolitan Statistical Area",21442,73,13664,802,64,657,63.7,218,30,29
"Mount Sterling, KY, Micropolitan Statistical Area",35188,238,16368,736,92,454,46.5,583,26,62
"Mount Vernon, IL, Micropolitan Statistical Area",36552,262,20412,633,81,525,55.8,372,22,140
"Mount Vernon, OH, Micropolitan Statistical Area",46304,366,21382,607,85,493,46.2,591,18,270
"Mount Vernon-Anacortes, WA, Metropolitan Statistical Area",64138,470,22985,576,83,509,35.8,782,13,560
"Mountain Home, AR, Micropolitan Statistical Area",27409,141,13444,804,61,679,49.0,523,22,137
