2010 - List of Metro Data

For explanatory notes see the Methods page on our website: www.usreligioncensus.org

Metro Area,Population,PopRank,Adherents,AdhRank,Congregations,ConRank,Adherents %,Adh% Rank,Congregations Per 10K People,Con Per 10K Rank
"Fitzgerald, GA, Micropolitan Statistical Area",17634,19,12280,849,40,884,69.6,78,23,175
"Flagstaff, AZ, Metropolitan Statistical Area",134421,615,39909,413,182,326,29.7,848,14,594
"Flint, MI, Metropolitan Statistical Area",425790,802,167763,142,456,129,39.4,682,11,735
"Florence, SC, Metropolitan Statistical Area",205566,709,107550,197,447,134,52.3,370,22,210
"Florence-Muscle Shoals, AL, Metropolitan Statistical Area",147137,639,91868,220,346,161,62.4,164,24,145
"Fond du Lac, WI, Metropolitan Statistical Area",101633,546,58230,311,98,566,57.3,264,10,778
"Forest City, NC, Micropolitan Statistical Area",67810,433,50560,360,194,300,74.6,38,29,38
"Forrest City, AR, Micropolitan Statistical Area",28258,95,14687,801,77,701,52.0,381,27,65
"Fort Collins, CO, Metropolitan Statistical Area",299630,759,121885,181,231,259,40.7,653,8,852
"Fort Dodge, IA, Micropolitan Statistical Area",38013,198,24553,593,68,746,64.6,140,18,369
"Fort Leonard Wood, MO, Micropolitan Statistical Area",52274,345,18800,707,88,623,36.0,756,17,430
"Fort Madison-Keokuk, IA-IL-MO, Micropolitan Statistical Area",62105,404,31526,493,164,362,50.8,409,26,80
"Fort Morgan, CO, Micropolitan Statistical Area",28159,94,14188,812,45,862,50.4,423,16,466
"Fort Polk South, LA, Micropolitan Statistical Area",52334,346,28731,534,106,530,54.9,308,20,262
"Fort Smith, AR-OK, Metropolitan Statistical Area",280467,753,161685,146,591,102,57.6,255,21,232
"Fort Wayne, IN, Metropolitan Statistical Area",416257,796,215059,110,510,114,51.7,390,12,661
"Frankfort, IN, Micropolitan Statistical Area",33224,141,14645,802,63,770,44.1,573,19,322
"Frankfort, KY, Micropolitan Statistical Area",70706,445,41035,403,123,468,58.0,241,17,398
"Fredericksburg, TX, Micropolitan Statistical Area",24837,64,14872,792,43,868,59.9,203,17,406
"Freeport, IL, Micropolitan Statistical Area",47711,314,32580,480,92,602,68.3,92,19,305
"Fremont, NE, Micropolitan Statistical Area",36691,176,18218,724,54,814,49.7,445,15,546
"Fremont, OH, Micropolitan Statistical Area",60944,396,28891,528,81,672,47.4,501,13,614
"Fresno, CA, Metropolitan Statistical Area",930450,862,481076,56,701,79,51.7,387,8,864
"Gadsden, AL, Metropolitan Statistical Area",104430,550,84006,235,256,223,80.4,17,25,118
"Gaffney, SC, Micropolitan Statistical Area",55342,368,34565,462,112,502,62.5,163,20,263
"Gainesville, FL, Metropolitan Statistical Area",264275,748,109334,194,334,168,41.4,641,13,644
"Gainesville, GA, Metropolitan Statistical Area",179684,689,136740,168,187,313,76.1,27,10,741
"Gainesville, TX, Micropolitan Statistical Area",38437,203,23524,607,82,667,61.2,178,21,225
"Galesburg, IL, Micropolitan Statistical Area",52919,349,18655,714,93,591,35.3,767,18,383
"Gallup, NM, Micropolitan Statistical Area",71492,449,32490,481,105,535,45.4,539,15,549
"Garden City, KS, Micropolitan Statistical Area",40753,234,21284,655,65,759,52.2,372,16,469
"Gardnerville Ranchos, NV, Micropolitan Statistical Area",46997,304,13899,817,30,906,29.6,851,6,900
"Georgetown, SC, Micropolitan Statistical Area",60158,389,36759,436,145,403,61.1,180,24,128
"Gettysburg, PA, Metropolitan Statistical Area",101407,543,45550,378,138,423,44.9,549,14,589
"Gillette, WY, Micropolitan Statistical Area",46133,290,16240,763,43,873,35.2,769,9,791
"Glasgow, KY, Micropolitan Statistical Area",52272,344,27149,553,123,467,51.9,382,24,144
"Glens Falls, NY, Metropolitan Statistical Area",128923,603,45484,380,160,371,35.3,766,12,653
"Glenwood Springs, CO, Micropolitan Statistical Area",73537,452,18625,716,86,639,25.3,894,12,687
"Gloversville, NY, Micropolitan Statistical Area",55531,370,14557,805,53,817,26.2,884,10,783
"Goldsboro, NC, Metropolitan Statistical Area",122623,591,49647,364,267,212,40.5,661,22,208
"Grand Forks, ND-MN, Metropolitan Statistical Area",98461,533,55638,329,170,345,56.5,279,17,408
"Grand Island, NE, Metropolitan Statistical Area",81850,483,47815,371,142,409,58.4,236,17,403
"Grand Junction, CO, Metropolitan Statistical Area",146723,638,50728,359,148,393,34.6,788,10,756
"Grand Rapids-Wyoming, MI, Metropolitan Statistical Area",988938,866,501832,53,1006,53,50.7,411,10,750
"Grants Pass, OR, Metropolitan Statistical Area",82713,486,21499,652,90,608,26.0,886,11,725
"Grants, NM, Micropolitan Statistical Area",27213,84,13313,828,53,820,48.9,466,19,297
"Great Bend, KS, Micropolitan Statistical Area",27674,87,19076,702,62,777,68.9,85,22,185
"Great Falls, MT, Metropolitan Statistical Area",81327,479,30609,507,110,515,37.6,713,14,595
"Greeley, CO, Metropolitan Statistical Area",252825,741,72815,264,205,287,28.8,862,8,832
"Green Bay, WI, Metropolitan Statistical Area",306241,761,198803,119,240,244,64.9,134,8,844
"Greeneville, TN, Micropolitan Statistical Area",68831,435,33460,471,188,310,48.6,474,27,64
"Greenfield Town, MA, Micropolitan Statistical Area",71372,447,24785,590,94,583,34.7,784,13,621
"Greensboro-High Point, NC, Metropolitan Statistical Area",723801,845,328344,79,1155,48,45.4,541,16,468
"Greensburg, IN, Micropolitan Statistical Area",25740,70,14919,790,55,808,58.0,245,21,223
"Greenville, MS, Micropolitan Statistical Area",51137,335,33193,474,115,490,64.9,135,22,179
"Greenville, NC, Metropolitan Statistical Area",168148,677,69469,275,248,227,41.3,643,15,544
"Greenville, OH, Micropolitan Statistical Area",52959,350,22120,639,93,588,41.8,633,18,384
"Greenville-Anderson-Mauldin, SC, Metropolitan Statistical Area",824112,853,494219,55,1334,42,60.0,200,16,457
"Greenwood, MS, Micropolitan Statistical Area",42914,260,23489,608,113,497,54.7,311,26,85
"Greenwood, SC, Micropolitan Statistical Area",95078,525,59837,306,245,236,62.9,158,26,95
"Grenada, MS, Micropolitan Statistical Area",21906,37,14755,796,66,750,67.4,100,30,25
"Gulfport-Biloxi-Pascagoula, MS, Metropolitan Statistical Area",370702,779,177127,131,469,125,47.8,491,13,643
"Guymon, OK, Micropolitan Statistical Area",20640,26,11562,856,63,771,56.0,289,31,23
"Hagerstown-Martinsburg, MD-WV, Metropolitan Statistical Area",251599,735,87930,225,337,167,34.9,776,13,602
"Hailey, ID, Micropolitan Statistical Area",27701,88,8298,899,41,881,30.0,846,15,536
"Hammond, LA, Metropolitan Statistical Area",121097,589,57249,320,185,318,47.3,504,15,508
"Hanford-Corcoran, CA, Metropolitan Statistical Area",152982,652,84795,233,112,503,55.4,299,7,872
"Hannibal, MO, Micropolitan Statistical Area",38948,209,21279,656,87,629,54.6,316,22,187
"Harrisburg-Carlisle, PA, Metropolitan Statistical Area",549475,822,269116,95,763,73,49.0,463,14,581
"Harrison, AR, Micropolitan Statistical Area",45233,280,29711,515,127,451,65.7,124,28,52
"Harrisonburg, VA, Metropolitan Statistical Area",125228,595,56095,327,227,265,44.8,552,18,351
"Hartford-West Hartford-East Hartford, CT, Metropolitan Statistical Area",1212381,874,572560,50,838,64,47.2,507,7,890
"Hastings, NE, Micropolitan Statistical Area",31364,119,18600,717,46,858,59.3,216,15,551
"Hattiesburg, MS, Metropolitan Statistical Area",142842,632,87658,228,236,253,61.4,175,17,439
"Hays, KS, Micropolitan Statistical Area",28452,96,16291,760,46,859,57.3,267,16,458
"Heber, UT, Micropolitan Statistical Area",23530,58,15692,776,45,861,66.7,111,19,313
"Helena, MT, Micropolitan Statistical Area",74801,458,27059,555,104,536,36.2,750,14,579
"Helena-West Helena, AR, Micropolitan Statistical Area",21757,35,11039,866,59,791,50.7,413,27,70
"Henderson, NC, Micropolitan Statistical Area",45422,282,22209,636,107,525,48.9,468,24,141
"Hereford, TX, Micropolitan Statistical Area",19372,22,16261,762,39,892,83.9,8,20,269
"Hermiston-Pendleton, OR, Micropolitan Statistical Area",87062,499,35319,448,149,391,40.6,659,17,421
"Hickory-Lenoir-Morganton, NC, Metropolitan Statistical Area",365497,775,219963,109,705,76,60.2,197,19,304
"Hillsdale, MI, Micropolitan Statistical Area",46688,299,11057,864,76,708,23.7,902,16,452
"Hilo, HI, Micropolitan Statistical Area",185079,693,91526,221,274,209,49.5,449,15,534
"Hilton Head Island-Bluffton-Beaufort, SC, Metropolitan Statistical Area",187010,695,67826,283,176,336,36.3,749,9,787
"Hinesville, GA, Metropolitan Statistical Area",77917,470,20383,674,84,657,26.2,885,11,730
"Hobbs, NM, Micropolitan Statistical Area",64727,419,35411,447,111,511,54.7,313,17,418
"Holland, MI, Micropolitan Statistical Area",111408,567,31768,491,132,441,28.5,866,12,678
"Homosassa Springs, FL, Metropolitan Statistical Area",141236,629,43216,392,137,429,30.6,840,10,772
"Hood River, OR, Micropolitan Statistical Area",22346,42,8587,896,35,898,38.4,700,16,481
"Hot Springs, AR, Metropolitan Statistical Area",96024,526,51057,357,193,304,53.2,348,20,272
"Houghton, MI, Micropolitan Statistical Area",38784,207,16326,759,72,732,42.1,623,19,332
"Houma-Thibodaux, LA, Metropolitan Statistical Area",208178,711,137506,167,162,368,66.1,120,8,847
"Houston-The Woodlands-Sugar Land, TX, Metropolitan Statistical Area",5920416,912,3272932,5,4599,6,55.3,303,8,849
"Hudson, NY, Micropolitan Statistical Area",63096,410,24699,592,92,596,39.1,690,15,553
"Huntingdon, PA, Micropolitan Statistical Area",45913,287,16974,744,131,443,37.0,735,29,43
"Huntington, IN, Micropolitan Statistical Area",37124,187,18483,719,78,700,49.8,440,21,235
"Huntington-Ashland, WV-KY-OH, Metropolitan Statistical Area",364908,774,131307,171,656,86,36.0,755,18,363
"Huntsville, AL, Metropolitan Statistical Area",417593,797,211848,113,598,100,50.7,414,14,562
"Huntsville, TX, Micropolitan Statistical Area",82446,485,38389,428,126,458,46.6,519,15,507
"Huron, SD, Micropolitan Statistical Area",17398,17,10452,880,40,887,60.1,199,23,167
"Hutchinson, KS, Micropolitan Statistical Area",64511,416,34135,464,113,500,52.9,354,18,388
"Hutchinson, MN, Micropolitan Statistical Area",36651,175,29923,514,55,806,81.6,14,15,521
"Idaho Falls, ID, Metropolitan Statistical Area",133265,610,97744,212,250,226,73.3,43,19,329
"Indiana, PA, Micropolitan Statistical Area",88880,505,41605,400,214,276,46.8,514,24,129
"Indianapolis-Carmel-Anderson, IN, Metropolitan Statistical Area",1887877,885,789993,35,1924,26,41.8,631,10,749
"Indianola, MS, Micropolitan Statistical Area",29450,109,10770,873,71,734,36.6,745,24,127
"Ionia, MI, Micropolitan Statistical Area",63905,413,22080,640,81,676,34.6,789,13,642
"Iowa City, IA, Metropolitan Statistical Area",152586,651,58743,310,167,352,38.5,699,11,724
"Iron Mountain, MI-WI, Micropolitan Statistical Area",30591,115,19768,689,56,804,64.6,139,18,343
"Ithaca, NY, Metropolitan Statistical Area",101564,545,23155,619,92,598,22.8,907,9,807
"Jackson, MI, Metropolitan Statistical Area",160248,668,48756,368,162,367,30.4,841,10,755
"Jackson, MS, Metropolitan Statistical Area",567122,826,358730,75,971,56,63.3,151,17,420
"Jackson, OH, Micropolitan Statistical Area",33225,142,9474,891,85,646,28.5,867,26,97
"Jackson, TN, Metropolitan Statistical Area",130011,605,83439,236,301,189,64.2,144,23,158
"Jackson, WY-ID, Micropolitan Statistical Area",31464,120,9514,890,34,901,30.2,843,11,727
"Jacksonville, FL, Metropolitan Statistical Area",1345596,878,674053,44,1308,43,50.1,428,10,770
"Jacksonville, IL, Micropolitan Statistical Area",40902,238,20591,669,84,655,50.3,424,21,253
"Jacksonville, NC, Metropolitan Statistical Area",177772,686,51397,355,158,374,28.9,860,9,814
"Jacksonville, TX, Micropolitan Statistical Area",50845,332,29483,519,127,452,58.0,243,25,107
"Jamestown, ND, Micropolitan Statistical Area",21100,28,13721,821,49,837,65.0,132,23,153
"Jamestown-Dunkirk-Fredonia, NY, Micropolitan Statistical Area",134905,618,53980,340,226,266,40.0,670,17,431
"Janesville-Beloit, WI, Metropolitan Statistical Area",160331,669,75831,256,157,377,47.3,503,10,764
"Jasper, IN, Micropolitan Statistical Area",54734,362,34811,453,89,612,63.6,148,16,455
"Jefferson City, MO, Metropolitan Statistical Area",149807,645,87872,226,241,240,58.7,230,16,462
"Jefferson, GA, Micropolitan Statistical Area",60485,390,22655,626,90,607,37.5,723,15,527
"Jesup, GA, Micropolitan Statistical Area",30099,113,19928,687,75,712,66.2,116,25,108
"Johnson City, TN, Metropolitan Statistical Area",198716,702,105246,200,407,144,53.0,352,20,254
"Johnstown, PA, Metropolitan Statistical Area",143679,634,103114,204,247,231,71.8,56,17,413
"Jonesboro, AR, Metropolitan Statistical Area",121026,588,70676,271,259,220,58.4,237,21,221
"Joplin, MO, Metropolitan Statistical Area",175518,683,95734,216,309,183,54.5,320,18,382
"Junction City, KS, Micropolitan Statistical Area",34362,151,13160,831,51,829,38.3,704,15,531
"Juneau, AK, Micropolitan Statistical Area",31275,118,8969,893,47,852,28.7,863,15,520
"Kahului-Wailuku-Lahaina, HI, Metropolitan Statistical Area",154924,658,69380,276,190,308,44.8,553,12,660
"Kalamazoo-Portage, MI, Metropolitan Statistical Area",326589,768,122680,179,343,162,37.6,718,11,740
"Kalispell, MT, Micropolitan Statistical Area",90928,510,29456,520,127,453,32.4,816,14,575
"Kankakee, IL, Metropolitan Statistical Area",113449,572,56147,326,135,433,49.5,447,12,677
"Kansas City, MO-KS, Metropolitan Statistical Area",2009342,888,1001686,24,2271,21,49.9,439,11,707
"Kapaa, HI, Micropolitan Statistical Area",67091,431,26514,565,106,532,39.5,681,16,473
"Kearney, NE, Micropolitan Statistical Area",52591,347,31817,490,82,670,60.5,194,16,489
"Keene, NH, Micropolitan Statistical Area",77117,465,18675,711,85,648,24.2,900,11,720
"Kendallville, IN, Micropolitan Statistical Area",47536,309,13832,818,78,697,29.1,856,16,442
"Kennett, MO, Micropolitan Statistical Area",31953,126,16542,753,86,642,51.8,386,27,74
"Kennewick-Richland, WA, Metropolitan Statistical Area",253340,742,101314,207,244,238,40.0,672,10,779
"Kerrville, TX, Micropolitan Statistical Area",49625,324,26643,562,76,707,53.7,339,15,504
"Ketchikan, AK, Micropolitan Statistical Area",13477,1,4246,917,31,905,31.5,825,23,165
"Key West, FL, Micropolitan Statistical Area",73090,451,24391,598,81,675,33.4,804,11,718
"Kill Devil Hills, NC, Micropolitan Statistical Area",38327,201,14312,809,84,651,37.3,728,22,200
"Killeen-Temple, TX, Metropolitan Statistical Area",405300,790,185407,124,459,127,45.7,532,11,705
"Kingsport-Bristol-Bristol, TN-VA, Metropolitan Statistical Area",309544,763,169086,140,703,78,54.6,319,23,174
"Kingston, NY, Metropolitan Statistical Area",182493,691,75147,258,185,316,41.2,645,10,754
"Kingsville, TX, Micropolitan Statistical Area",32477,132,21661,647,48,846,66.7,110,15,538
"Kinston, NC, Micropolitan Statistical Area",59495,382,33394,472,183,324,56.1,286,31,20
"Kirksville, MO, Micropolitan Statistical Area",30038,112,13124,832,70,738,43.7,586,23,152
"Klamath Falls, OR, Micropolitan Statistical Area",66380,426,18330,722,99,564,27.6,874,15,525
"Knoxville, TN, Metropolitan Statistical Area",837571,854,500598,54,1295,45,59.8,206,15,496
"Kokomo, IN, Metropolitan Statistical Area",82752,487,41969,398,138,424,50.7,416,17,432
"La Crosse-Onalaska, WI-MN, Metropolitan Statistical Area",133665,612,80929,244,144,406,60.5,192,11,731
"La Grande, OR, Micropolitan Statistical Area",25748,71,7911,902,49,840,30.7,837,19,316
"Laconia, NH, Micropolitan Statistical Area",60088,388,19857,688,58,798,33.0,808,10,775
"Lafayette, LA, Metropolitan Statistical Area",466750,811,325985,80,357,156,69.8,76,8,856
"Lafayette-West Lafayette, IN, Metropolitan Statistical Area",201789,707,71207,269,205,288,35.3,765,10,751
"LaGrange, GA, Micropolitan Statistical Area",67044,429,36337,439,143,407,54.2,328,21,228
"Lake Charles, LA, Metropolitan Statistical Area",199607,703,141090,163,255,224,70.7,70,13,637
"Lake City, FL, Micropolitan Statistical Area",67531,432,27171,552,120,477,40.2,666,18,375
"Lake Havasu City-Kingman, AZ, Metropolitan Statistical Area",200186,705,44735,385,139,420,22.3,910,7,887
"Lakeland-Winter Haven, FL, Metropolitan Statistical Area",602095,830,244720,101,676,82,40.6,655,11,710
"Lamesa, TX, Micropolitan Statistical Area",13833,5,9803,889,39,890,70.9,68,28,47
"Lancaster, PA, Metropolitan Statistical Area",519445,817,255121,99,810,68,49.1,460,16,487
"Lansing-East Lansing, MI, Metropolitan Statistical Area",464036,810,174552,133,432,140,37.6,714,9,792
"Laramie, WY, Micropolitan Statistical Area",36299,169,13072,835,53,821,36.0,754,15,552
"Laredo, TX, Metropolitan Statistical Area",250304,733,147243,156,138,425,58.8,227,6,914
"Las Cruces, NM, Metropolitan Statistical Area",209233,713,102339,205,186,315,48.9,467,9,813
"Las Vegas, NM, Micropolitan Statistical Area",29393,107,23899,601,67,748,81.3,15,23,172
"Las Vegas-Henderson-Paradise, NV, Metropolitan Statistical Area",1951269,887,697799,42,806,69,35.8,760,4,917
"Laurel, MS, Micropolitan Statistical Area",84823,494,51636,354,230,262,60.9,183,27,71
"Laurinburg, NC, Micropolitan Statistical Area",36157,166,14481,807,85,643,40.1,669,24,146
"Lawrence, KS, Metropolitan Statistical Area",110826,565,34583,461,113,499,31.2,830,10,748
"Lawrenceburg, TN, Micropolitan Statistical Area",41869,247,25823,578,132,439,61.7,172,32,17
"Lawton, OK, Metropolitan Statistical Area",130291,607,68667,280,217,272,52.7,360,17,434
"Lebanon, MO, Micropolitan Statistical Area",35571,161,18666,713,85,649,52.5,366,24,133
"Lebanon, PA, Metropolitan Statistical Area",133568,611,57007,322,193,303,42.7,606,14,558
"Levelland, TX, Micropolitan Statistical Area",22935,51,17442,733,55,811,76.0,28,24,131
"Lewisburg, PA, Micropolitan Statistical Area",44947,275,15482,780,74,714,34.4,792,16,440
"Lewisburg, TN, Micropolitan Statistical Area",30617,116,17395,734,86,641,56.8,275,28,51
"Lewiston, ID-WA, Metropolitan Statistical Area",60888,394,18977,704,91,606,31.2,831,15,524
"Lewiston-Auburn, ME, Metropolitan Statistical Area",107702,560,37449,430,80,686,34.8,781,7,868
"Lewistown, PA, Micropolitan Statistical Area",46682,298,22162,638,115,489,47.5,499,25,115
"Lexington, NE, Micropolitan Statistical Area",26370,79,16809,748,65,763,63.7,147,25,114
"Lexington-Fayette, KY, Metropolitan Statistical Area",472099,812,233029,105,558,106,49.4,455,12,679
"Liberal, KS, Micropolitan Statistical Area",22952,52,10541,876,40,886,45.9,529,17,394
"Lima, OH, Metropolitan Statistical Area",106331,553,55482,331,156,382,52.2,375,15,550
"Lincoln, IL, Micropolitan Statistical Area",30305,114,14062,814,59,787,46.4,523,19,298
"Lincoln, NE, Metropolitan Statistical Area",302157,760,145302,159,277,205,48.1,486,9,802
"Little Rock-North Little Rock-Conway, AR, Metropolitan Statistical Area",699757,842,362801,74,1035,52,51.8,383,15,537
"Lock Haven, PA, Micropolitan Statistical Area",39238,218,12714,841,81,674,32.4,815,21,248
"Logan, UT-ID, Metropolitan Statistical Area",125442,596,111104,192,351,160,88.6,6,28,53
"Logan, WV, Micropolitan Statistical Area",36743,178,8369,898,100,557,22.8,908,27,67
"Logansport, IN, Micropolitan Statistical Area",38966,211,17283,736,72,730,44.4,567,18,336
"London, KY, Micropolitan Statistical Area",126369,597,65773,290,248,228,52.0,380,20,289
"Longview, TX, Metropolitan Statistical Area",214369,718,143507,161,452,132,66.9,107,21,231
"Longview, WA, Metropolitan Statistical Area",102410,548,35680,443,118,484,34.8,779,12,697
"Los Alamos, NM, Micropolitan Statistical Area",17950,20,12093,852,35,897,67.4,99,19,296
"Los Angeles-Long Beach-Anaheim, CA, Metropolitan Statistical Area",12828837,916,6591695,2,7292,2,51.4,394,6,912
"Louisville/Jefferson County, KY-IN, Metropolitan Statistical Area",1235708,875,616783,47,1438,38,49.9,437,12,690
"Lubbock, TX, Metropolitan Statistical Area",290805,755,170556,137,388,149,58.6,231,13,608
"Ludington, MI, Micropolitan Statistical Area",28705,100,12700,842,56,801,44.2,568,20,293
"Lufkin, TX, Micropolitan Statistical Area",86771,498,57290,319,156,381,66.0,121,18,362
"Lumberton, NC, Micropolitan Statistical Area",134168,614,60027,305,316,177,44.7,554,24,142
"Lynchburg, VA, Metropolitan Statistical Area",252634,739,146901,157,455,130,58.1,239,18,356
"Macomb, IL, Micropolitan Statistical Area",32612,134,12196,850,56,802,37.4,726,17,415
"Macon, GA, Metropolitan Statistical Area",232293,729,121075,182,365,154,52.1,378,16,478
"Madera, CA, Metropolitan Statistical Area",150865,646,79953,250,126,459,53.0,349,8,827
"Madison, IN, Micropolitan Statistical Area",32428,131,14627,803,66,751,45.1,545,20,258
"Madison, WI, Metropolitan Statistical Area",605435,831,282483,92,533,109,46.7,516,9,819
"Madisonville, KY, Micropolitan Statistical Area",46920,302,27199,550,108,522,58.0,244,23,164
"Magnolia, AR, Micropolitan Statistical Area",24552,63,12995,836,73,723,52.9,353,30,26
"Malone, NY, Micropolitan Statistical Area",51599,339,22909,624,70,739,44.4,564,14,590
"Malvern, AR, Micropolitan Statistical Area",32923,138,15885,772,94,580,48.2,480,29,42
"Manchester-Nashua, NH, Metropolitan Statistical Area",400721,787,173730,134,246,235,43.4,591,6,904
"Manhattan, KS, Metropolitan Statistical Area",92719,517,32411,483,123,469,35.0,775,13,616
"Manitowoc, WI, Micropolitan Statistical Area",81442,480,57839,315,81,673,71.0,63,10,759
"Mankato-North Mankato, MN, Metropolitan Statistical Area",96740,529,55418,332,104,538,57.3,266,11,733
"Mansfield, OH, Metropolitan Statistical Area",124475,593,52681,346,198,295,42.3,614,16,471
"Marietta, OH, Micropolitan Statistical Area",61778,402,23702,604,137,428,38.4,701,22,191
"Marinette, WI-MI, Micropolitan Statistical Area",65778,425,34279,463,107,529,52.1,379,16,453
"Marion, IN, Micropolitan Statistical Area",70061,441,28060,541,130,445,40.1,668,19,334
"Marion, NC, Micropolitan Statistical Area",44996,276,19366,696,107,528,43.0,595,24,134
"Marion, OH, Micropolitan Statistical Area",66501,428,20127,682,95,579,30.3,842,14,565
"Marquette, MI, Micropolitan Statistical Area",67077,430,32136,488,96,574,47.9,489,14,563
"Marshall, MN, Micropolitan Statistical Area",25857,72,16788,749,48,848,64.9,133,19,333
"Marshall, MO, Micropolitan Statistical Area",23370,54,12903,838,74,717,55.2,306,32,15
"Marshall, TX, Micropolitan Statistical Area",65631,423,38852,426,141,415,59.2,222,21,219
"Marshalltown, IA, Micropolitan Statistical Area",40648,233,21837,645,63,772,53.7,337,15,492
"Martin, TN, Micropolitan Statistical Area",35021,157,23377,612,119,482,66.8,108,34,10
"Martinsville, VA, Micropolitan Statistical Area",67972,434,36990,434,186,314,54.4,322,27,63
"Maryville, MO, Micropolitan Statistical Area",23370,55,12335,848,43,869,52.8,358,18,340
"Mason City, IA, Micropolitan Statistical Area",51749,340,35476,445,93,590,68.6,88,18,364
"Mayfield, KY, Micropolitan Statistical Area",37121,186,28151,539,113,495,75.8,30,30,24
"Maysville, KY, Micropolitan Statistical Area",17490,18,10423,881,60,783,59.6,207,34,9
"McAlester, OK, Micropolitan Statistical Area",45837,285,30689,505,135,434,67.0,106,29,29
"McAllen-Edinburg-Mission, TX, Metropolitan Statistical Area",774769,847,377462,70,677,81,48.7,472,9,820
"McComb, MS, Micropolitan Statistical Area",53535,356,32184,485,138,427,60.1,198,26,94
"McMinnville, TN, Micropolitan Statistical Area",39839,223,21764,646,125,461,54.6,318,31,19
"McPherson, KS, Micropolitan Statistical Area",29180,106,18196,725,75,713,62.4,165,26,96
"Meadville, PA, Micropolitan Statistical Area",88765,503,39112,421,205,290,44.1,574,23,161
"Medford, OR, Metropolitan Statistical Area",203206,708,57864,314,197,296,28.5,868,10,773
"Memphis, TN-MS-AR, Metropolitan Statistical Area",1324829,877,780145,37,1696,31,58.9,226,13,633
"Menomonie, WI, Micropolitan Statistical Area",43857,268,21146,659,74,719,48.2,483,17,429
"Merced, CA, Metropolitan Statistical Area",255793,744,139353,166,192,306,54.5,321,8,867
"Meridian, MS, Micropolitan Statistical Area",107449,556,74089,260,338,166,69.0,84,31,18
"Merrill, WI, Micropolitan Statistical Area",28743,101,19054,703,47,853,66.3,114,16,445
"Mexico, MO, Micropolitan Statistical Area",25529,69,15139,786,72,727,59.3,217,28,46
"Miami, OK, Micropolitan Statistical Area",31848,124,23127,621,84,653,72.6,49,26,81
"Miami-Fort Lauderdale-West Palm Beach, FL, Metropolitan Statistical Area",5564635,910,2117809,10,3252,9,38.1,707,6,910
"Michigan City-La Porte, IN, Metropolitan Statistical Area",111467,568,40219,408,150,389,36.1,753,13,599
"Middlesborough, KY, Micropolitan Statistical Area",28691,99,21041,660,79,694,73.3,44,28,60
"Midland, MI, Metropolitan Statistical Area",83629,490,38960,425,93,589,46.6,518,11,715
"Midland, TX, Metropolitan Statistical Area",141671,630,100965,209,161,370,71.3,61,11,704
"Milledgeville, GA, Micropolitan Statistical Area",55149,365,17545,730,89,613,31.8,823,16,459
"Milwaukee-Waukesha-West Allis, WI, Metropolitan Statistical Area",1555908,879,806324,32,1186,47,51.8,385,8,858
"Mineral Wells, TX, Micropolitan Statistical Area",28111,93,15822,773,78,695,56.3,283,28,57
"Minneapolis-St. Paul-Bloomington, MN-WI, Metropolitan Statistical Area",3348859,902,1748625,13,2377,19,52.2,373,7,879
"Minot, ND, Micropolitan Statistical Area",69540,439,39694,416,132,440,57.1,272,19,320
"Missoula, MT, Metropolitan Statistical Area",109299,563,31181,496,101,553,28.5,864,9,798
"Mitchell, SD, Micropolitan Statistical Area",22835,49,16212,764,49,841,71.0,65,21,220
"Moberly, MO, Micropolitan Statistical Area",25414,68,14243,811,57,800,56.0,288,22,181
"Mobile, AL, Metropolitan Statistical Area",412992,793,253133,100,599,99,61.3,177,15,555
"Modesto, CA, Metropolitan Statistical Area",514453,816,202370,116,389,148,39.3,683,8,862
"Monroe, LA, Metropolitan Statistical Area",176441,684,111289,191,324,175,63.1,156,18,341
"Monroe, MI, Metropolitan Statistical Area",152021,649,69122,278,150,386,45.5,537,10,762
"Montgomery, AL, Metropolitan Statistical Area",374536,781,240357,102,651,89,64.2,145,17,400
"Montrose, CO, Micropolitan Statistical Area",41276,240,11248,861,59,789,27.3,879,14,564
"Morehead City, NC, Micropolitan Statistical Area",66469,427,29372,521,121,476,44.2,570,18,348
"Morgan City, LA, Micropolitan Statistical Area",54650,361,29988,512,86,633,54.9,309,16,476
"Morgantown, WV, Metropolitan Statistical Area",129709,604,35596,444,240,245,27.4,877,19,335
"Morristown, TN, Metropolitan Statistical Area",113951,573,69201,277,230,261,60.7,185,20,265
"Moscow, ID, Micropolitan Statistical Area",37244,191,11003,868,66,753,29.5,852,18,377
"Moses Lake, WA, Micropolitan Statistical Area",89120,506,34708,456,131,442,38.9,691,15,548
"Moultrie, GA, Micropolitan Statistical Area",45498,283,26293,570,95,578,57.8,250,21,242
"Mount Airy, NC, Micropolitan Statistical Area",73673,453,39880,415,178,331,54.1,330,24,125
"Mount Pleasant, MI, Micropolitan Statistical Area",70311,443,21646,650,70,740,30.8,836,10,758
"Mount Pleasant, TX, Micropolitan Statistical Area",32334,130,26758,559,78,696,82.8,11,24,126
"Mount Sterling, KY, Micropolitan Statistical Area",44396,271,14988,789,99,559,33.8,802,22,189
"Mount Vernon, IL, Micropolitan Statistical Area",38827,208,22248,633,103,541,57.3,263,27,78
"Mount Vernon, OH, Micropolitan Statistical Area",60921,395,23165,618,120,478,38.0,708,20,285
"Mount Vernon-Anacortes, WA, Metropolitan Statistical Area",116901,583,46497,376,136,431,39.8,677,12,692
